資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
107165,高雄市各里高雄國際機場航空噪音防制區級別,高雄市政府民政局,生活安全及品質,縣市、區別、里別、航空噪音級別,縣市;區別;里別;航空噪音級別,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/kcg-village-noise-level,2019/08/25 04:50,
