資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
96095,技能檢定發證數統計資料,勞動部勞動力發展署,求學及進修,技能檢定當年度按職類及級別之報檢數、到檢數及合格數,職類名稱;細項職類名稱;職類群;級別;報檢數;到檢數;合格數,每月,政府資料開放授權條款-第1版,,2018/12/07 11:30,2018/12/07 13:30,勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/
96096,法務部矯正機關作業基金會計制度,法務部會計處,公共資訊,法務部矯正機關作業基金會計制度,資料名稱;資料連結,即時,政府資料開放授權條款-第1版,,2018/12/07 00:00,2018/12/07 17:33,
96103,722測試,臺北市政府資訊局,公共資訊,722,722,每日,政府資料開放授權條款-第1版,,2018/12/07 20:51,2018/12/07 20:51,
94530,連江縣政府107年上半年議員建議事項情形表,連江縣政府,公共資訊,連江縣政府107年上半年議員建議事項情形表,,每年,政府資料開放授權條款-第1版,,2018/12/07 00:00,2018/12/07 03:45,
94531,107年6月違反勞動基準法事業單位,連江縣政府,公共資訊,107年6月違反勞動基準法事業單位,,每月,政府資料開放授權條款-第1版,,2018/12/07 00:00,2018/12/07 03:59,
94532,107年5月違反勞動基準法事業單位,連江縣政府,公共資訊,107年5月違反勞動基準法事業單位,,每月,政府資料開放授權條款-第1版,,2018/12/07 00:00,2018/12/07 03:55,
94534,107年5-6月違反性別工作平等法事業單位,連江縣政府,公共資訊,107年5-6月違反性別工作平等法事業單位,,每2月,政府資料開放授權條款-第1版,,2018/12/07 00:00,2018/12/07 04:12,
94535,107年3月-4月違反性別工作平等法事業單位,連江縣政府,公共資訊,107年3月-4月違反性別工作平等法事業單位,,每2月,政府資料開放授權條款-第1版,,2018/12/07 00:00,2018/12/07 04:12,
94536,107年施政計畫報告預算核定版,連江縣政府,公共資訊,107年施政計畫報告預算核定版,,每年,政府資料開放授權條款-第1版,,2018/12/07 00:00,2018/12/07 04:12,
94539,107年10月人口統計,連江縣政府,公共資訊,107年10月人口統計,,每月,政府資料開放授權條款-第1版,,2018/12/07 00:00,2018/12/07 04:12,
