資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
97811,臺中港2018年海流觀測月平均資料,交通部運輸研究所,公共資訊,提供臺中港2018年海流月平均統計資料。,觀測時間;資料蒐集率;平均流速;最大流速;主要流向等資料。,每日,政府資料開放授權條款-第1版,https://www.ihmt.gov.tw/opendata/upload/Obs/TC/2018TCCURR.xlsx,2019/01/19 00:00,2019/01/19 11:22,
97812,臺中港2018年波浪觀測月平均資料,交通部運輸研究所,公共資訊,提供臺中港2018年波浪月平均統計資料。,觀測時間;資料蒐集率;有義波高Hs平均;尖峰周期Tp平均;最大Hs波高;最大Tp週期等資料。,每日,政府資料開放授權條款-第1版,https://www.ihmt.gov.tw/opendata/upload/Obs/TC/2018TCWAVE.xlsx,2019/01/19 00:00,2019/01/19 11:17,
97813,臺中港2018年風觀測月平均資料,交通部運輸研究所,公共資訊,提供臺中港2018年風速、風向月平均統計資料。,觀測時間;資料蒐集率;10分鐘風速平均值;10分鐘風速平均最大值;主要風向等資料。,每日,政府資料開放授權條款-第1版,https://www.ihmt.gov.tw/opendata/upload/Obs/TC/2018TCWIND.xlsx,2019/01/19 00:00,2019/01/19 11:19,
97814,安平港2018年海流觀測月平均資料,交通部運輸研究所,公共資訊,提供安平港2018年海流月平均統計資料。,觀測時間;資料蒐集率;平均流速;最大流速;主要流向等資料。,每日,政府資料開放授權條款-第1版,https://www.ihmt.gov.tw/opendata/upload/Obs/AP/2018APCURR.xlsx,2019/01/19 00:00,2019/01/19 11:37,
97815,安平港2018年波浪觀測月平均資料,交通部運輸研究所,公共資訊,提供安平港2018年波浪月平均統計資料。,觀測時間;資料蒐集率;有義波高Hs平均;尖峰周期Tp平均;最大Hs波高;最大Tp週期等資料。,每日,政府資料開放授權條款-第1版,https://www.ihmt.gov.tw/opendata/upload/Obs/AP/2018APWAVE.xlsx,2019/01/19 00:00,2019/01/19 11:37,
97816,安平港2018年風觀測月平均資料,交通部運輸研究所,公共資訊,提供安平港2018年風速、風向月平均統計資料。,觀測時間;資料蒐集率;10分鐘風速平均值;10分鐘風速平均最大值;主要風向等資料。,每日,政府資料開放授權條款-第1版,https://www.ihmt.gov.tw/opendata/upload/Obs/AP/2018APWIND.xlsx,2019/01/19 00:00,2019/01/19 11:40,
97817,布袋港2018年海流觀測月平均資料,交通部運輸研究所,公共資訊,提供布袋港2018年海流月平均統計資料。,觀測時間;資料蒐集率;平均流速;最大流速;主要流向等資料。,每日,政府資料開放授權條款-第1版,https://www.ihmt.gov.tw/opendata/upload/Obs/PT/2018PTCURR.xlsx,2019/01/19 00:00,2019/01/19 11:43,
97818,布袋港2018年波浪觀測月平均資料,交通部運輸研究所,公共資訊,提供布袋港2018年波浪月平均統計資料。,觀測時間;資料蒐集率;有義波高Hs平均;尖峰周期Tp平均;最大Hs波高;最大Tp週期等資料。,每日,政府資料開放授權條款-第1版,https://www.ihmt.gov.tw/opendata/upload/Obs/PT/2018PTWAVE.xlsx,2019/01/19 00:00,2019/01/19 11:45,
97819,布袋港2018年風觀測月平均資料,交通部運輸研究所,公共資訊,提供布袋港2018年風速、風向月平均統計資料。,觀測時間;資料蒐集率;10分鐘風速平均值;10分鐘風速平均最大值;主要風向等資料。,每日,政府資料開放授權條款-第1版,https://www.ihmt.gov.tw/opendata/upload/Obs/PT/2018PTWIND.xlsx,2019/01/19 00:00,2019/01/19 11:47,
97820,臺北港2018年海流觀測月平均資料,交通部運輸研究所,公共資訊,提供臺北港2018年海流月平均統計資料。,觀測時間;資料蒐集率;平均流速;最大流速;主要流向等資料。,每日,政府資料開放授權條款-第1版,https://www.ihmt.gov.tw/opendata/upload/Obs/TP/2018TPCURR.xlsx,2019/01/19 00:00,2019/01/19 11:50,
97821,臺北港2018年波浪觀測月平均資料,交通部運輸研究所,公共資訊,提供臺北港2018年波浪月平均統計資料。,觀測時間;資料蒐集率;有義波高Hs平均;尖峰周期Tp平均;最大Hs波高;最大Tp週期等資料。,每日,政府資料開放授權條款-第1版,https://www.ihmt.gov.tw/opendata/upload/Obs/TP/2018TPWAVE.xlsx,2019/01/19 00:00,2019/01/19 11:53,
97822,臺北港2018年風觀測月平均資料,交通部運輸研究所,公共資訊,提供臺北港2018年風速、風向月平均統計資料。,觀測時間;資料蒐集率;10分鐘風速平均值;10分鐘風速平均最大值;主要風向等資料。,每日,政府資料開放授權條款-第1版,https://www.ihmt.gov.tw/opendata/upload/Obs/TP/2018TPWIND.xlsx,2019/01/19 00:00,2019/01/19 11:55,
97823,內政部空中勤務總隊執行山難任務成效統計表,內政部空中勤務總隊,公共資訊,勤務項目_月份、01月、02月、03月、04月、05月、06月、07月、08月、09月、10月、11月、12月、合計,勤務項目_月份;01月;02月;03月;04月;05月;06月;07月;08月;09月;10月;11月;12月;合計,每年,政府資料開放授權條款-第1版,,2019/01/19 13:32,2019/01/19 14:45,
97778,新北市婦幼停車位-永和區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-永和區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:30,
97779,新北市婦幼停車位-金山區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-金山區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:32,
97780,新北市婦幼停車位-深坑區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-深坑區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:35,
97781,新北市婦幼停車位-貢寮區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-貢寮區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:36,
97782,新北市婦幼停車位-五股區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-五股區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:37,
97783,新北市婦幼停車位-坪林區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-坪林區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:37,
97784,新北市婦幼停車位-泰山區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-泰山區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:39,
97785,新北市婦幼停車位-三芝區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-三芝區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:40,
97786,新北市婦幼停車位-八里區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-八里區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:41,
97787,新北市婦幼停車位-中和區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-中和區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:41,
97788,新北市婦幼停車位-瑞芳區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-瑞芳區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:42,
97789,新北市婦幼停車位-烏來區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-烏來區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:42,
97790,新北市婦幼停車位-三峽區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-三峽區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:43,
97791,新北市婦幼停車位-淡水區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-淡水區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:43,
97792,新北市婦幼停車位-蘆洲區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-蘆洲區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:43,
97793,新北市婦幼停車位-新莊區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-新莊區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:44,
97794,新北市婦幼停車位-板橋區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-板橋區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:44,
97795,新北市婦幼停車位-鶯歌區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-鶯歌區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:44,
97796,新北市婦幼停車位-樹林區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-樹林區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:45,
97797,新北市婦幼停車位-土城區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-土城區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:45,
97798,新北市婦幼停車位-新店區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-新店區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:46,
97799,新北市婦幼停車位-三重區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-三重區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:46,
97800,新北市婦幼停車位-汐止區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-汐止區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:47,
97801,新北市婦幼停車位-林口區,新北市政府交通局,交通及通訊,孕婦及育有六歲以下兒童者之停車位-林口區,No;District;Name;Address;Quantity,每季,政府資料開放授權條款-第1版,,2019/01/19 09:11,2019/01/19 09:47,
