資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
93692,國史館臺灣文獻館107年度9月份會計月報,國史館臺灣文獻館,公共資訊,國史館臺灣文獻館107年度9月份會計月報資料,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,,2018/10/17 00:00,2018/10/17 11:17,
93703,國際科學理事會中華民國委員會,國際事務處,公共資訊,國際科學理事會中華民國委員會,名稱;網頁,即時,政府資料開放授權條款-第1版,,2018/10/17 00:00,2018/10/17 11:32,
93750,世界科學院台灣分會,國際事務處,公共資訊,世界科學院台灣分會,名稱;網頁,即時,政府資料開放授權條款-第1版,,2018/10/17 00:00,2018/10/17 11:32,
93692,國史館臺灣文獻館107年度9月份會計月報,國史館臺灣文獻館,公共資訊,國史館臺灣文獻館107年度9月份會計月報資料,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,,2018/10/17 00:00,2018/10/17 11:17,
93703,國際科學理事會中華民國委員會,國際事務處,公共資訊,國際科學理事會中華民國委員會,名稱;網頁,即時,政府資料開放授權條款-第1版,,2018/10/17 00:00,2018/10/17 11:32,
93750,世界科學院台灣分會,國際事務處,公共資訊,世界科學院台灣分會,名稱;網頁,即時,政府資料開放授權條款-第1版,,2018/10/17 00:00,2018/10/17 11:32,
93766,多層次傳銷事業地區分布,公平交易委員會,公共資訊,多層次傳銷事業地區分布(本資料集每季更新並提供截至該季止多層次傳銷事業之地區分布),地區別;家數,每季,政府資料開放授權條款-第1版,,2018/10/17 00:00,2018/10/17 15:56,
93769,內政部建築研究所科技計畫簡介,內政部建築研究所,公共資訊,介紹本所107、108年度科技計畫相關資料,編號;科技計畫主題;簡介;網址,每年,政府資料開放授權條款-第1版,,2018/10/17 16:10,2018/10/17 16:11,
93783,內政部建築研究所門窗風雨試驗檢測項目,內政部建築研究所,公共資訊,介紹本所門窗風雨試驗檢測項目資訊,編號;門窗風雨試驗檢測項目;服務電話,每年,政府資料開放授權條款-第1版,,2018/10/17 16:47,2018/10/17 16:53,
93752,新北市106年度預算數及執行數共同比（執行率）,新北市政府財政局,公共資訊,新北市106年度預算數及執行數共同比（執行率）,field_1;field_2;field_3;field_4;field_5;field_6;field_7;field_8;field_9,每年,政府資料開放授權條款-第1版,,2018/10/17 10:29,2018/10/17 10:34,
93761,108年度新北市附屬單位預算營業基金盈虧撥補綜計表(依機關別分列)(預算案),新北市政府主計處,公共資訊,"1.108年度新北市附屬單位預算營業基金盈虧撥補綜計表(依機關別分列)(預算案) 2.單位：新臺幣千元 3.各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->108年度附屬單位預算案""(http://www.bas.ntpc.gov.tw/download/?mode=edit&type_id=10933)或電洽主計處查詢。",ield1;field2;field3;field4;field5;field6;field7,每年,政府資料開放授權條款-第1版,,2018/10/17 15:11,2018/10/17 15:12,
93762,新北市政府財政局主導辦理都市更新案件進度表,新北市政府財政局,公共資訊,新北市政府財政局主導辦理都市更新案件進度表,field_1;field_2;field_3;field_4;field_5;field_6;field_7;field_8;field_9;field_10;field_11;field_12;field_13;field_14;field_15;field_16;field_17;field_18;field_19;field_20;field_21; ;field_22,每月,政府資料開放授權條款-第1版,,2018/10/17 15:20,2018/10/17 15:20,
93763,108年度新北市附屬單位預算營業基金現金流量綜計表(依現流項目分列)(預算案),新北市政府主計處,公共資訊,"1.108年度新北市附屬單位預算營業基金現金流量綜計表(依現金流量項目分列)(預算案) 2.單位：新臺幣千元 3. 各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->108年度附屬單位預算案""(http://www.bas.ntpc.gov.tw/download/?mode=edit&type_id=10933)或電洽主計處查詢。",field1;field2,每年,政府資料開放授權條款-第1版,,2018/10/17 15:23,2018/10/17 15:23,
93765,不動產實價登錄資訊-租賃案件-土城區,新北市政府地政局,購屋及遷徙,不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。-土城區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,每月,政府資料開放授權條款-第1版,,2016/11/03 15:28,2018/10/17 15:41,依品質檢測結果更新主要欄位說明
93768,不動產實價登錄資訊-租賃案件-蘆洲區,新北市政府地政局,購屋及遷徙,不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。-蘆洲區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,每月,政府資料開放授權條款-第1版,,2017/02/22 09:11,2018/10/17 16:04,依品質檢測結果更新主要欄位說明
93774,108年度新北市附屬單位預算營業基金現金流量綜計表(依機關別分列)(預算案),新北市政府主計處,公共資訊,"1.108年度新北市附屬單位預算營業基金現金流量綜計表(依機關別分列)(預算案) 2.單位：新臺幣千元 3.各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->108年度附屬單位預算案""(http://www.bas.ntpc.gov.tw/download/?mode=edit&type_id=10933)或電洽主計處查詢。",field1;field2;field3;field4,每年,政府資料開放授權條款-第1版,,2018/10/17 16:40,2018/10/17 16:40,
93782,108年度新北市附屬單位預算營業基金固定資產建設改良擴充資金來源綜計表(預算案),新北市政府主計處,公共資訊,"1.108年度新北市附屬單位預算營業基金固定資產建設改良擴充資金來源綜計表(預算案) 2.單位：新臺幣千元 3. 各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->108年度附屬單位預算案""(http://www.bas.ntpc.gov.tw/download/?mode=edit&type_id=10933)或電洽主計處查詢。",field1;field2;field3;field4;field5;field6;field7;field8;field9;field10;field11;field12;field13;field14;field15;field16;field17;field18;field19;field20;field21;field22;field23,每年,政府資料開放授權條款-第1版,,2018/10/17 16:48,2018/10/17 16:48,
93826,完全以電能為動力之電動小客車使用牌照稅稅額表-107,高雄市政府,公共資訊,完全以電能為動力之電動小客車馬達馬力對應稅額表,馬達最大馬力[英制馬力;];馬達最大馬力[公制馬力;自用小客車稅額;營業小客車稅額,每日,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/1070806002;http://data.kcg.gov.tw/dataset/1070806002,2018/08/06 02:51,2018/10/17 21:41,
93827,完全以電能為動力之電動大客車及貨車使用牌照稅稅額表-107,高雄市政府,公共資訊,完全以電能為動力之電動大客車及貨車馬達最大馬力對應稅額,馬達最大馬力英制馬力;馬達最大馬力公制馬力;電動大客車;稅額;電動貨車稅額,每日,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/1070806003-01;http://data.kcg.gov.tw/dataset/1070806003-01,2018/08/06 02:50,2018/10/17 21:41,
93828,機車使用牌照稅稅額表-107,高雄市政府,公共資訊,機車汽缸排氣量對應稅額表,汽缸總排氣量;稅額,每日,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/1070806004;http://data.kcg.gov.tw/dataset/1070806004,2018/08/06 02:48,2018/10/17 21:41,
93829,小客車使用牌照稅稅額表-107,高雄市政府,公共資訊,小客車使用牌照稅汽缸排氣量對應稅額表,汽缸總排氣量;自用小客車稅額;營業小客車稅額,每日,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/1070806005;http://data.kcg.gov.tw/dataset/1070806005,2018/08/06 02:42,2018/10/17 21:41,
93830,完全以電能為動力之電動機車使用牌照稅稅額表-107,高雄市政府,公共資訊,完全以電能為動力之電動機車馬達馬力對應稅額表,英制馬力;公制馬力;稅額,每日,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/1070806001;http://data.kcg.gov.tw/dataset/1070806001,2018/08/06 02:30,2018/10/17 21:41,
93831,106年高雄市辦理土地徵收情形,高雄市政府,投資理財,106年高雄市辦理土地徵收情形,,每日,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/data106privatelands,2018/08/02 03:21,2018/10/17 21:46,
93832,高雄市 106年度辦理公共設施用地徵收工程,高雄市政府,開創事業,高雄市 106年度辦理公共設施用地徵收工程,,每日,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/data106publiccases,2018/08/02 03:20,2018/10/17 21:46,
