資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
94581,高雄高等行政法院107年度10月會計月報,高雄高等行政法院,公共資訊,高雄高等行政法院107年度10月會計月報,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,http://ksb.judicial.gov.tw/chinese/GovPublicInfo.aspx?p=58&pa=10227&n=10347&type=6,2018/11/06 00:00,2018/11/06 15:25,
94584,臺灣宜蘭地方法院107年度10月份會計月報,臺灣宜蘭地方法院,公共資訊,會計月報10張：平衡表、歲入累計表、經費累計表、以前年度歲入轉入數累計表、資本資產表、資本資產變動表、歲出用途別累計表、收入實現數與繳付公庫數分析表、支出實現數與公庫撥入數分析表、收入支出彙計表。,,每月,政府資料開放授權條款-第1版,http://ild.judicial.gov.tw/?struID=2&navID=157&contentID=872,2018/11/06 00:00,2018/11/06 16:38,
94579,憲兵指揮部招募資訊,國防部,公共資訊,憲兵指揮部招募相關資訊,,每年,政府資料開放授權條款-第1版,,2018/11/06 00:00,2018/11/06 14:44,
94000,加工區土地租金暨公共設施建設費用,經濟部加工出口區管理處,公共資訊,1.提供各園區土地租金暨公共設施建設費等資訊。 2.收集此資料之目的：管理園區土地使用。 3.收集此資料之方式：於每二年公告地價調整或公共設施投入時取得。,區   別;成立或核准日期;實際面積 （公頃）;公告地價  (元);土地租金率(%);土地租金 (元/月/m2);公共設施建設費(元/月/m2);備        註,每季,政府資料開放授權條款-第1版,,2018/11/07 00:00,2018/11/07 00:00,
94001,楠梓園區事業類別樓地板持有面積,經濟部加工出口區管理處,公共資訊,1.提供本園區各事業別所持有之樓地板面積等資訊。 2.收集此資料之目的：管理園區土地及廠房使用。 3.收集此資料之方式：於廠房轉讓時取得。,園區別;事業別;樓地板面積（㎡）;百分比,每季,政府資料開放授權條款-第1版,,2018/11/07 00:00,2018/11/07 00:00,
94002,本處年度提升服務效能執行計畫,經濟部加工出口區管理處,公共資訊,1.提供年度提升服務效能執行計畫內容。 2.收集此資料之目的：研訂年度提升服務效能之執行策略及方法，以持續深化爲民服務績效，促使民眾在資訊與流程的透明公開下，享有專業、便捷及高效率之服務。 3.收集此資料之方法：參酌院部相關推動方案計畫及本處各業管單位提供之資料。,序號;名稱;提供機關;全文網址,每年,政府資料開放授權條款-第1版,,2018/11/07 00:00,2018/11/07 00:00,
94203,研發成果商業化研發團隊FAQ手冊,技術處,公共資訊,目的在於提供研發團隊之研發成果商業化基本知識，以問答方式引導研發團隊釐清成果商業化應考慮因素與程序。因此手冊內容分為三大篇：1.智財基礎知識篇：有潛力之研發成果如何進行適切的智財保護。2.技術移轉篇：以技術移轉模式進行研發成果商業化需要注意事項。3.新創事業篇：以新創事業模式進行研發成果商業化需要注意事項。,類別;大項目;次項目;內容,不更新,政府資料開放授權條款-第1版,,2018/10/31 00:00,2018/10/31 18:31,
94205,106年度創新科技之經濟效益衡量與策略規劃計畫,技術處,公共資訊,106年度創新科技之經濟效益衡量與策略規劃計畫執行狀況及成果相關研究報告,年度;計畫名稱;內容說明;執行成果;預期效益,不更新,政府資料開放授權條款-第1版,,2018/10/31 00:00,2018/10/31 18:46,
94207,106年度全球化產業競合與創新治理計畫,技術處,公共資訊,106年度全球化產業競合與創新治理計畫執行狀況及成果相關研究報告,年度;計畫名稱;內容說明;執行成果;預期效益,不更新,政府資料開放授權條款-第1版,,2018/10/31 00:00,2018/10/31 18:48,
94209,106年度優化我國產業科技創新政策規劃與治理研究計畫,技術處,公共資訊,106年度優化我國產業科技創新政策規劃與治理研究計畫執行狀況及成果相關研究報告,年度;計畫名稱;內容說明;執行成果;預期效益,不更新,政府資料開放授權條款-第1版,,2018/10/31 00:00,2018/10/31 18:50,
