資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
94533,出國考察研習人數性別統計,經濟部國際合作處,公共資訊,「臺日、 臺德、臺法、臺奧、臺俄及臺加技術合作計畫」出國研習人員暨日本專家來臺人數依性別統計,年度;男;女;總計,每年,政府資料開放授權條款-第1版,,2018/11/07 00:00,2018/11/07 00:00,
94537,產業種子師資培訓計畫統計表_英文,經濟部國際合作處,公共資訊,產業種子師資培訓計畫培訓來臺學員人數英文統計,,每年,政府資料開放授權條款-第1版,,2018/11/07 00:00,2018/11/07 00:00,
94540,產業種子師資培訓計畫統計表_性別,經濟部國際合作處,公共資訊,產業種子師資培訓計畫培訓學員五大洲男女性別統計,來臺受訓年份;亞太地區男性;亞太地區女性;中東地區男性;中東地區女性;美洲地區男性;美洲地區女性;非洲地區男性;非洲地區女性;歐洲地區男性;歐洲地區女性,每年,政府資料開放授權條款-第1版,,2018/11/07 00:00,2018/11/07 00:00,
94546,派遣專家赴友邦國家技術指導統計,經濟部國際合作處,公共資訊,派遣專家赴友邦國家技術指導國別、人數、專家服務單位及內容簡述之統計資料,年份;國別;人數;專家服務單位及職稱;內容簡述,每年,政府資料開放授權條款-第1版,,2018/11/07 00:00,2018/11/07 00:00,
94575,108年度新北市附屬單位預算特別收入基金現金流量綜計表(依現流分列)(預算案),新北市政府主計處,公共資訊,"1.108年度新北市附屬單位預算特別收入基金現金流量綜計表(依現金流量項目分列)(預算案) 2.單位：新臺幣千元 3.各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->108年度附屬單位預算案""(http://www.bas.ntpc.gov.tw/download/?mode=edit&type_id=10933)或電洽主計處查詢。",field1;field2,每年,政府資料開放授權條款-第1版,,2018/11/06 11:09,2018/11/06 11:09,
94583,108年度新北市附屬單位預算特別收入基金現金流量綜計表(依基金別分列)(預算案),新北市政府主計處,公共資訊,"1.108年度新北市附屬單位預算特別收入基金現金流量綜計表(依基金別分列)(預算案) 2.單位：新臺幣千元 3.各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->108年度附屬單位預算案""(http://www.bas.ntpc.gov.tw/download/?mode=edit&type_id=10933)或電洽主計處查詢。",field1;field2;field3;field4;field5;field6;field7;field8;field9;field10;field11;field12,每年,政府資料開放授權條款-第1版,,2018/11/06 16:04,2018/11/06 16:03,
94586,新竹縣政府107年第九期公報,新竹縣政府,公共資訊,新竹縣政府公報資料,新竹縣政府為維護政府法令公信力，滿足人民知的權利，強化人民參與以及提昇政府效能。,每月,政府資料開放授權條款-第1版,https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=59E2DF90-A5C2-451C-A7F8-15CCF489555B,2018/09/18 10:03,2018/11/06 17:23,
94587,107年第3季契稅查定季報表,新竹縣政府,公共資訊,107年第3季契稅查定季報表,107年第3季契稅查定季報表,每季,政府資料開放授權條款-第1版,https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=7912D0EF-28A2-4700-B18E-E06F1A09CB58;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=7912D0EF-28A2-4700-B18E-E06F1A09CB58;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=7912D0EF-28A2-4700-B18E-E06F1A09CB58;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=7912D0EF-28A2-4700-B18E-E06F1A09CB58,2018/10/18 09:11,2018/11/06 17:23,
94588,新竹縣政府107年第十期公報,新竹縣政府,公共資訊,新竹縣政府公報資料,新竹縣政府為維護政府法令公信力，滿足人民知的權利，強化人民參與以及提昇政府效能。,每月,政府資料開放授權條款-第1版,https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=B9F660D9-F801-45FC-A640-974AEA0E787B,2018/10/15 17:27,2018/11/06 17:23,
94589,107年第3季新竹縣政府稅捐稽徵局辦理行政救濟件數統計表,新竹縣政府,公共資訊,107年第3季新竹縣政府稅捐稽徵局辦理行政救濟件數統計表,107年第3季新竹縣政府稅捐稽徵局辦理行政救濟件數統計表,每季,政府資料開放授權條款-第1版,https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=E30EF2BE-6923-4B14-A1CE-09CB8260F9B7,2018/11/05 11:26,2018/11/06 17:23,
94388,90-106連江縣離建基金年度補助計畫名稱金額及統計,連江縣政府,公共資訊,90-106連江縣離建基金年度補助計畫名稱金額及統計,,每年,政府資料開放授權條款-第1版,,2018/11/06 00:00,2018/11/06 08:47,
94526,107年施政計畫報告預算,連江縣政府,公共資訊,107年施政計畫報告預算,,不更新,政府資料開放授權條款-第1版,https://www.matsu.gov.tw,2018/11/06 00:00,2018/11/06 08:54,
94528,106年連江縣家庭收支調查報告,連江縣政府,公共資訊,106年連江縣家庭收支調查報告,,不更新,政府資料開放授權條款-第1版,https://www.matsu.gov.tw/chhtml/downloadclass/371030000A/610,2018/11/06 00:00,2018/11/06 09:02,
