資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
98084,106年買賣案件統計表,宜蘭縣政府,購屋及遷徙,宜蘭地政事務所轄區內買賣案件統計表,無主要欄位 無主要欄位說明,每年,政府資料開放授權條款-第1版,,2019/01/26 00:00,2019/01/26 05:29,無
98085,高雄市疫病蟲害主動調查監測蟲數資料表,高雄市政府,公共資訊,高雄市政府農業局瓜果實蠅及小黃薊馬主動調查監測蟲數資料表,地區;編號;蟲數;調查起日;調查迄日;週遭作物,每周,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/pest;http://data.kcg.gov.tw/dataset/pest;http://data.kcg.gov.tw/dataset/pest;http://data.kcg.gov.tw/dataset/pest,2019/01/23 08:17,2019/01/26 09:23,
98086,108年高雄市公告土地現值,高雄市政府,公共資訊,108年高雄市公告土地現值,"資料資源含高雄市前金區;鹽埕區;鼓山區;旗津區;新興區;苓雅區;三民區;前鎮區;小港區;楠梓區;左營區;鳳山區;大樹區;林園區;大寮區",每日,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/108-landvalue-announcement;http://data.kcg.gov.tw/dataset/108-landvalue-announcement,2019/01/22 06:47,2019/01/26 09:24,
98087,高雄市寺廟基本資料,高雄市政府,公共資訊,高雄市寺廟基本資料，包含編號、寺廟名稱、主祀神佛像、場所縣市、場所區域、場所地址、組織型態、聯絡電話、負責人、宗教別、建別、新登記證字號正式登記、新登記證字號補辦登記等資料,編號;寺廟名稱;主祀神佛像;場所縣市;場所區域;場所地址;組織型態;聯絡電話;負責人;宗教別;建別;新登記證字號正式登記;新登記證字號補辦登記,每月,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/temple-lists,2019/01/20 07:15,2019/01/26 09:24,
98088,高雄市財團法人教會堂基本資料,高雄市政府,公共資訊,高雄市財團法人教會堂基本資料，包含編號、財團法人名稱、場所縣市、場所區域、場所地址、聯絡電話、負責人、宗教別、法院設立日期等資料,編號;財團法人名稱;場所縣市;場所區域;場所地址;聯絡電話;負責人;宗教別;法院設立日期,每日,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/temple-church,2019/01/20 07:01,2019/01/26 09:24,
98089,高雄市財團法人基金會基本資料,高雄市政府,公共資訊,高雄市財團法人基金會基本資料，包含編號、財團法人名稱、場所縣市、場所區域、場所地址、聯絡電話、負責人、宗教別、法院設立日期等資料,編號;財團法人名稱;場所縣市;場所區域;場所地址;聯絡電話;負責人;宗教別;法院設立日期,每月,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/temple-foundation-lists,2019/01/20 06:44,2019/01/26 09:25,
98090,高雄市納骨塔神主牌使用情形,高雄市政府,公共資訊,高雄市納骨塔神主牌使用情形，包含納骨塔所在區、名稱、可使用神主牌、已使用神主牌、未使用神主牌資訊等資料,納骨塔所在區;名稱;可使用神主牌;已使用神主牌;未使用神主牌,每日,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/memorial-tablet-of-memorial-tower;http://data.kcg.gov.tw/dataset/memorial-tablet-of-memorial-tower;http://data.kcg.gov.tw/dataset/memorial-tablet-of-memorial-tower;http://data.kcg.gov.tw/dataset/memorial-tablet-of-memorial-tower;http://data.kcg.gov.tw/dataset/memorial-tablet-of-memorial-tower;http://data.kcg.gov.tw/dataset/memorial-tablet-of-memorial-tower;http://data.kcg.gov.tw/dataset/memorial-tablet-of-memorial-tower;http://data.kcg.gov.tw/dataset/memorial-tablet-of-memorial-tower;http://data.kcg.gov.tw/dataset/memorial-tablet-of-memorial-tower;http://data.kcg.gov.tw/dataset/memorial-tablet-of-memorial-tower;http://data.kcg.gov.tw/dataset/memorial-tablet-of-memorial-tower;http://data.kcg.gov.tw/dataset/memorial-tablet-of-memorial-tower,2019/01/20 05:52,2019/01/26 09:25,
98091,高雄市納骨塔櫃位使用情形,高雄市政府,生命禮儀,高雄市納骨塔櫃位使用情形，包含所在區、納骨塔名稱、可使用櫃位、已使用櫃位、未使用櫃位等資料,所在區;納骨塔名稱;可使用櫃位;已使用櫃位;未使用櫃位,每日,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/casket-storage-of-memorial-tower;http://data.kcg.gov.tw/dataset/casket-storage-of-memorial-tower;http://data.kcg.gov.tw/dataset/casket-storage-of-memorial-tower;http://data.kcg.gov.tw/dataset/casket-storage-of-memorial-tower;http://data.kcg.gov.tw/dataset/casket-storage-of-memorial-tower;http://data.kcg.gov.tw/dataset/casket-storage-of-memorial-tower;http://data.kcg.gov.tw/dataset/casket-storage-of-memorial-tower;http://data.kcg.gov.tw/dataset/casket-storage-of-memorial-tower;http://data.kcg.gov.tw/dataset/casket-storage-of-memorial-tower;http://data.kcg.gov.tw/dataset/casket-storage-of-memorial-tower;http://data.kcg.gov.tw/dataset/casket-storage-of-memorial-tower;http://data.kcg.gov.tw/dataset/casket-storage-of-memorial-tower,2019/01/20 05:50,2019/01/26 09:25,
98092,高雄市樹葬使用情形,高雄市政府,公共資訊,高雄市樹葬使用情形，包含所在區、名稱、面積(公頃)、可容納數量(位)、尚未使用數量(位)等資料,所在區;名稱;面積;可容納數量;尚未使用數量,每日,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/tree-burial;http://data.kcg.gov.tw/dataset/tree-burial;http://data.kcg.gov.tw/dataset/tree-burial;http://data.kcg.gov.tw/dataset/tree-burial;http://data.kcg.gov.tw/dataset/tree-burial;http://data.kcg.gov.tw/dataset/tree-burial;http://data.kcg.gov.tw/dataset/tree-burial;http://data.kcg.gov.tw/dataset/tree-burial;http://data.kcg.gov.tw/dataset/tree-burial;http://data.kcg.gov.tw/dataset/tree-burial;http://data.kcg.gov.tw/dataset/tree-burial;http://data.kcg.gov.tw/dataset/tree-burial,2019/01/20 05:45,2019/01/26 09:25,
98093,高雄市海葬使用情形,高雄市政府,公共資訊,高雄市海葬使用情形，包含年度、申請件數等資料,年度;申請件數,每日,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/sea-burial;http://data.kcg.gov.tw/dataset/sea-burial;http://data.kcg.gov.tw/dataset/sea-burial;http://data.kcg.gov.tw/dataset/sea-burial;http://data.kcg.gov.tw/dataset/sea-burial;http://data.kcg.gov.tw/dataset/sea-burial;http://data.kcg.gov.tw/dataset/sea-burial;http://data.kcg.gov.tw/dataset/sea-burial;http://data.kcg.gov.tw/dataset/sea-burial;http://data.kcg.gov.tw/dataset/sea-burial;http://data.kcg.gov.tw/dataset/sea-burial;http://data.kcg.gov.tw/dataset/sea-burial,2019/01/20 05:43,2019/01/26 09:41,
98094,補助私人團體經費報告,高雄市政府,服兵役,補助對象、補助事項、、累計撥付金額、,補助對象;補助事項;累計撥付金額,每日,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/subsidy,2019/01/19 03:47,2019/01/26 09:41,
