資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
94652,福建金門地方法院107年10月份會計月報,福建金門地方法院,公共資訊,福建金門地方法院107年10月份會計月報,,每月,政府資料開放授權條款-第1版,,2018/11/09 00:00,2018/11/09 10:12,
94682,臺灣雲林地方法院107年10月份會計月報,臺灣雲林地方法院,公共資訊,臺灣雲林地方法院107年10月份會計月報,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,不更新,政府資料開放授權條款-第1版,http://uld.judicial.gov.tw/UserFiles/joy214/10710會計月報(XML).zip,2018/11/12 00:00,2018/11/12 10:59,
94684,臺灣高雄地方法院107年度10月份會計月報,臺灣高雄地方法院,公共資訊,臺灣高雄地方法院107年度10月份會計月報,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,,2018/11/12 00:00,2018/11/12 11:10,
94685,立法院107年10月份會計月報,立法院,公共資訊,立法院107年10月份會計月報,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;用途別科目;支付累計數;項目;經資門;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,,2018/11/12 00:00,2018/11/12 11:15,
94546,派遣專家赴友邦國家技術指導統計,經濟部國際合作處,公共資訊,派遣專家赴友邦國家技術指導國別、人數、專家服務單位及內容簡述之統計資料,年份;國別;人數;專家服務單位及職稱;內容簡述,每年,政府資料開放授權條款-第1版,,2018/11/07 00:00,2018/11/07 00:00,
94635,礦務局_三峽中心轄區各類礦場監督檢查統計資料,經濟部礦務局,公共資訊,經濟部礦務局依照礦場安全法規相關規定，對各類礦場定期派員前往實施監督檢查礦場安全相關設施並進行輔導，以確保礦場作業安全。,年份;月份;檢查礦數;露天礦場檢查次數;地下礦場檢查次數;煤礦種檢查次數;金屬礦種查次數;非金屬礦種檢查次數;石油天然氣礦種檢查次數;檢查人次;檢查人員男性數;檢查人員女性數;檢查人員男性比例;檢查人員女性比例,每年,政府資料開放授權條款-第1版,,2018/11/08 00:00,2018/11/08 16:37,授權說明網址: https://data.gov.tw/license
94637,礦務局_和平中心轄區各類礦場監督檢查統計資料,經濟部礦務局,公共資訊,經濟部礦務局依照礦場安全法規相關規定，對各類礦場定期派員前往實施監督檢查礦場安全相關設施並進行輔導，以確保礦場作業安全。,年份;月份;檢查礦數;露天礦場檢查次數;地下礦場檢查次數;煤礦種檢查次數;金屬礦種查次數;非金屬礦種檢查次數;石油天然氣礦種檢查次數;檢查人次;檢查人員男性數;檢查人員女性數;檢查人員男性比例;檢查人員女性比例,每年,政府資料開放授權條款-第1版,,2018/11/08 00:00,2018/11/08 16:42,授權說明網址: https://data.gov.tw/license
94639,礦務局_瑞芳中心轄區各類礦場監督檢查統計資料,經濟部礦務局,公共資訊,經濟部礦務局依照礦場安全法規相關規定，對各類礦場定期派員前往實施監督檢查礦場安全相關設施並進行輔導，以確保礦場作業安全。,年份;月份;檢查礦數;露天礦場檢查次數;地下礦場檢查次數;煤礦種檢查次數;金屬礦種查次數;非金屬礦種檢查次數;石油天然氣礦種檢查次數;檢查人次;檢查人員男性數;檢查人員女性數;檢查人員男性比例;檢查人員女性比例,每年,政府資料開放授權條款-第1版,,2018/11/08 00:00,2018/11/08 16:45,授權說明網址: https://data.gov.tw/license
94641,礦務局_頭份中心轄區各類礦場監督檢查統計資料,經濟部礦務局,公共資訊,經濟部礦務局依照礦場安全法規相關規定，對各類礦場定期派員前往實施監督檢查礦場安全相關設施並進行輔導，以確保礦場作業安全。,年份;月份;檢查礦數;露天礦場檢查次數;地下礦場檢查次數;煤礦種檢查次數;金屬礦種查次數;非金屬礦種檢查次數;石油天然氣礦種檢查次數;檢查人次;檢查人員男性數;檢查人員女性數;檢查人員男性比例;檢查人員女性比例,每年,政府資料開放授權條款-第1版,,2018/11/08 00:00,2018/11/08 16:48,授權說明網址: https://data.gov.tw/license
94739,(中)低收入戶傷病醫療補助,新竹市政府,公共資訊,(中)低收入戶傷病醫療補助,低收醫療,每日,政府資料開放授權條款-第1版,,2018/11/12 00:00,2018/11/13 00:08,(中)低收入戶傷病醫療補助
