資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
97933,臺灣新竹地方法院107年12月會計月報,臺灣新竹地方法院,公共資訊,歲入累計表、經費累計表、以前年度歲入轉入數累計表、以前年度歲出轉入數累計表、平衡表、資本資產表、資本資產變動表、歲出用途別累計表、收入實現數與繳付公庫數分析表、支出實現數與公庫撥入數分析表、收入支出彙計表,,每月,政府資料開放授權條款-第1版,,2019/01/22 00:00,2019/01/22 17:43,
97946,臺灣高等法院花蓮分院107年度12月份會計月報(XML),臺灣高等法院花蓮分院,公共資訊,臺灣高等法院花蓮分院107年度12月份會計月報9表(XML),,每月,政府資料開放授權條款-第1版,http://hlh.judicial.gov.tw/hlh/index.asp?struID=4&cid=16,2019/01/24 00:00,2019/01/24 10:09,
98021,107年12月臺灣臺南地方法院會計報告,臺灣臺南地方法院,公共資訊,107年12月臺灣臺南地方法院會計報告,,不更新,政府資料開放授權條款-第1版,,2019/01/24 00:00,2019/01/24 17:09,
98014,內政部空中勤務總隊執行重大意外事故搶救任務成效統計表,內政部空中勤務總隊,公共資訊,勤務項目_月份、01月、02月、03月、04月、05月、06月、07月、08月、09月、10月、11月、12月、合計,Duty_performed_month;January;February;March;April;May;June;July;August;September;October;November;December;total,每年,政府資料開放授權條款-第1版,,2019/01/24 11:48,2019/01/24 15:56,
98019,內政部空中勤務總隊執行水上救溺任務成效統計表,內政部空中勤務總隊,公共資訊,勤務項目_月份、01月、02月、03月、04月、05月、06月、07月、08月、09月、10月、11月、12月、合計,Duty_performed_month;January;February;March;April;May;June;July;August;September;October;November;December;total,每年,政府資料開放授權條款-第1版,,2019/01/24 15:07,2019/01/24 15:41,
98002,宜蘭縣治安與交通要點監錄系統,宜蘭縣政府,公共資訊,監錄系統,無主要欄位 無主要欄位說明,每年,政府資料開放授權條款-第1版,,2019/01/24 00:00,2019/01/24 05:19,無
97931,彰化縣各鄉鎮市村里數鄰數及戶數統計表,彰化縣政府民政處,公共資訊,彰化縣各鄉鎮市村里數鄰數及戶數統計表,區域別;村里數;鄰數;戶數,每月,政府資料開放授權條款-第1版,https://email.chcg.gov.tw/df/95x6ge23xbapkm3accs4eez9m6toys,2019/01/22 00:00,2019/01/24 10:46,
98007,新北市嫌疑犯人數按按教育程度別-106年,新北市政府警察局,公共資訊,新北市嫌疑犯人數按按教育程度別-106年,year;education;item;total;men;Female,每年,政府資料開放授權條款-第1版,,2019/01/24 10:21,2019/01/24 10:35,
98009,新北市嫌疑犯人數按年齡組別(NEW),新北市政府警察局,生活安全及品質,新北市嫌疑犯人數按年齡組別(NEW),"year;age;item;total;men;Female;",每年,政府資料開放授權條款-第1版,,2019/01/24 10:49,2019/01/24 10:49,
98010,新北市嫌疑犯人數按年齡組別(NEW)-106年,新北市政府警察局,生活安全及品質,新北市嫌疑犯人數按年齡組別(NEW)-106年,"year;age;item;total;men;Female;",每年,政府資料開放授權條款-第1版,,2019/01/24 10:50,2019/01/24 11:02,
