資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
98011,新北市刑事案件分類發生數、破獲數及嫌疑犯人數-105年,新北市政府警察局,生活安全及品質,新北市刑事案件分類發生數、破獲數及嫌疑犯人數-105年,year;unit;item;occur;unearth;people,每年,政府資料開放授權條款-第1版,,2019/01/24 10:54,2019/01/24 11:03,
98012,新北市刑事案件分類發生數、破獲數及嫌疑犯人數-106年,新北市政府警察局,生活安全及品質,新北市刑事案件分類發生數、破獲數及嫌疑犯人數-106年,year;unit;item;occur;unearth;people,每年,政府資料開放授權條款-第1版,,2019/01/24 10:54,2019/01/24 11:04,
98013,新北市嫌疑犯人數按年齡組別(NEW)-105年,新北市政府警察局,生活安全及品質,新北市嫌疑犯人數按年齡組別(NEW)-105年,"year;age;item;total;men;Female;",每年,政府資料開放授權條款-第1版,,2019/01/24 10:50,2019/01/24 11:06,
98028,臺北市12區健康服務中心公共護士人數,臺北市北投區健康服務中心,公共資訊,臺北市12區健康服務中心公共護士人數,"12區健康服務中心,公衛護理師;人數",每日,政府資料開放授權條款-第1版,,2019/01/01 00:00,2019/01/24 20:28,
97996,花蓮縣各項稅捐實徵淨額與預算數及上年同期比較-累計數,花蓮縣政府,公共資訊,花蓮縣各項稅捐實徵淨額與預算數及上年同期比較-累計數,詳如資料集內容,每月,政府資料開放授權條款-第1版,,2019/01/24 00:00,2019/01/25 00:38,無
97997,花蓮縣各項稅捐本月實徵數簡報表,花蓮縣政府,公共資訊,花蓮縣各項稅捐本月實徵數簡報表,詳如資料集內容,每月,政府資料開放授權條款-第1版,,2019/01/24 00:00,2019/01/25 00:39,無
97998,花蓮縣地方稅務局107年2月使用牌照稅稽徵,花蓮縣政府,公共資訊,花蓮縣地方稅務局107年2月使用牌照稅稽徵,詳如資料集內容,每日,政府資料開放授權條款-第1版,,2019/01/24 00:00,2019/01/25 00:07,無
97999,花蓮縣106年地價稅稅源統計表,花蓮縣政府,公共資訊,花蓮縣106年地價稅稅源統計表,詳如資料集內容,每日,政府資料開放授權條款-第1版,,2019/01/24 00:00,2019/01/25 00:11,無
98029,花蓮縣地方稅務局107年11月使用牌照稅稽徵,花蓮縣政府,公共資訊,花蓮縣地方稅務局107年11月使用牌照稅稽徵,詳如資料集內容,每日,政府資料開放授權條款-第1版,,2019/01/25 00:00,2019/01/25 00:08,無
98030,花蓮縣地方稅務局107使用牌照稅徵績下期結束滯納期滿,花蓮縣政府,公共資訊,花蓮縣地方稅務局107使用牌照稅徵績下期結束滯納期滿,詳如資料集內容,每日,政府資料開放授權條款-第1版,,2019/01/25 00:00,2019/01/25 00:09,無
98031,花蓮縣地方稅務局107年12月使用牌照稅稽徵,花蓮縣政府,公共資訊,花蓮縣地方稅務局107年12月使用牌照稅稽徵,詳如資料集內容,每日,政府資料開放授權條款-第1版,,2019/01/25 00:00,2019/01/25 00:09,無
98032,花蓮縣房屋稅徵績-滯納期滿,花蓮縣政府,公共資訊,花蓮縣房屋稅徵績-滯納期滿,詳如資料集內容,每日,政府資料開放授權條款-第1版,,2019/01/25 00:00,2019/01/25 00:09,無
98033,花蓮縣房屋稅籍(續1),花蓮縣政府,公共資訊,花蓮縣房屋稅籍(續1),詳如資料集內容,每日,政府資料開放授權條款-第1版,,2019/01/25 00:00,2019/01/25 00:09,無
98034,花蓮縣房屋稅籍(續2),花蓮縣政府,公共資訊,花蓮縣房屋稅籍(續2),詳如資料集內容,每日,政府資料開放授權條款-第1版,,2019/01/25 00:00,2019/01/25 00:10,無
98035,花蓮縣房屋稅籍,花蓮縣政府,公共資訊,花蓮縣房屋稅籍,詳如資料集內容,每日,政府資料開放授權條款-第1版,,2019/01/25 00:00,2019/01/25 00:10,無
98036,花蓮縣房屋稅查定,花蓮縣政府,公共資訊,花蓮縣房屋稅查定,詳如資料集內容,每日,政府資料開放授權條款-第1版,,2019/01/25 00:00,2019/01/25 00:10,無
