資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
96241,臺灣高等法院花蓮分院107年度11月份會計月報(XML),臺灣高等法院花蓮分院,公共資訊,臺灣高等法院花蓮分院107年度11月份會計月報9表(XML),會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,http://hlh.judicial.gov.tw/hlh/index.asp?struID=4&cid=16,2018/12/14 00:00,2018/12/14 10:17,
96243,臺灣桃園地方法院107年11月份會計報告,臺灣桃園地方法院,公共資訊,臺灣桃園地方法院107年11月份會計報告,,不更新,政府資料開放授權條款-第1版,,2018/12/13 00:00,2018/12/13 16:13,
96265,臺灣花蓮地方法院107年11月份會計月報,臺灣花蓮地方法院,公共資訊,歲入累計表等表件,,不更新,政府資料開放授權條款-第1版,,2018/12/14 00:00,2018/12/14 14:19,
96267,臺灣雲林地方法院107年11月份會計月報,臺灣雲林地方法院,公共資訊,臺灣雲林地方法院107年11月份會計月報,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,不更新,政府資料開放授權條款-第1版,http://uld.judicial.gov.tw/UserFiles/joy214/10711會計月報(XML).zip,2018/12/14 00:00,2018/12/14 14:44,
96258,國史館107年11月會計月報,國史館,公共資訊,國史館107年11月會計月報資料,,每月,政府資料開放授權條款-第1版,,2018/12/14 00:00,2018/12/14 11:11,
96259,國史館107年11月特別預算會計月報,國史館,公共資訊,國史館107年11月特別預算會計月報資料,,每月,政府資料開放授權條款-第1版,,2018/12/14 00:00,2018/12/14 11:11,
96291,糧食平衡表分類表(歷年穀類),行政院農業委員會,公共資訊,資料提供包括:年度、國內生產量(千公噸)、國際貿易-進口量(千公噸)、國際貿易-出口量(千公噸)、存貨變動量(千公噸)、國內供給量(千公噸)、國內供給量分配-飼料用(千公噸)、國內供給量分配-種子用(千公噸)、國內供給量分配-加工用(千公噸)、國內供給量分配-損耗量(千公噸)、國內供給量分配-糧食毛供給量(千公噸)、國內供給量分配-食用率(千公噸)、國內供給量分配-純糧食供給量(千公噸)、每人純糧食供給量-每年(公斤)、每人純糧食供給量-每日(公克)、每人每日營養供給量-熱量(卡路里)、每人每日營養供給量-蛋白質(公克)、每人每日營養供給量-脂肪(公克)、每人每日營養供給量-碳水化合物(公克)、每人每日營養供給量--鈣(毫克)、每人每日營養供給量-磷(毫克)、每人每日營養供給量-鐵(毫克)、每人每日營養供給量-維生素A(國際單位i.u.)、每人每日營養供給量-維生素B1(毫克)、每人每日營養供給量-維生素B2(毫克)、每人每日營養供給量-菸鹼素(毫克)、每人每日營養供給量-維生素C(毫克)等欄位資料。,year;plant_type;domestic_yield;import;export;stock_change;supply_feed;supply_seed;supply_process;supply_loss;supply_gross_food;supply_edible_rate;supply_pure_food;person_every_year_food;person_everyday_food;person_everyday_calorie;person_everyday_protein_g;person_everyday_fat_g;person_everyday_carbohydrates_g;person_everyday_Ca_mg;person_everyday_P_mg;person_everyday_Fe_mg;person_everyday_vitamin_A_mg;person_everyday_vitamin_B1_mg;person_everyday_vitamin_B2_mg;person_everyday__niaci_mgn;person_everyday_vitamin_C_mg,每年,政府資料開放授權條款-第1版,,2018/12/14 00:00,2018/12/15 01:15,
96264,基隆市不動產買賣實價登錄Open Data(107年10月買賣登記案件),基隆市政府地政處,購屋及遷徙,不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。,鄉鎮市區;交易標的;土地區段位置建物區段門牌;土地移轉總面積平方公尺;都市土地使用分區;非都市土地使用分區;非都市土地使用編定;交易年月日;交易筆棟數;移轉層次;總樓層數;建物型態;主要用途;主要建材;建築完成年月;建物移轉總面積平方公尺;建物現況格局-房;建物現況格局-廳;建物現況格局-衛;建物現況格局-隔間;有無管理組織;總價元;單價元平方公尺;車位類別;車位移轉總面積平方公尺;車位總價元;備註;編號,每月,政府資料開放授權條款-第1版,http://plvr.land.moi.gov.tw/DownloadOpenData;http://plvr.land.moi.gov.tw/DownloadOpenData;http://plvr.land.moi.gov.tw/DownloadOpenData,2018/12/14 00:00,2018/12/14 18:44,
96298,中低收入老人參加全民健康保險無力負擔醫療費用補助,新竹市政府,公共資訊,中低收入老人參加全民健康保險無力負擔醫療費用補助,年度;件數;補助金額,每日,政府資料開放授權條款-第1版,,2018/12/14 00:00,2018/12/14 23:59,中低收入老人參加全民健康保險無力負擔醫療費用補助
96271,108年雲林縣地方教育發展基金-基金來源用途預計表,雲林縣政府,公共資訊,108年雲林縣地方教育發展基金-基金來源用途預計表,,不更新,政府資料開放授權條款-第1版,http://www4.yunlin.gov.tw/ASPdowndoc?file=/files/%E5%9C%B0%E6%96%B9%E6%95%99%E8%82%B2%E7%99%BC%E5%B1%95%E5%9F%BA%E9%87%91-%E5%9F%BA%E9%87%91%E4%BE%86%E6%BA%90%E7%94%A8%E9%80%94%E9%A0%90%E8%A8%88%E8%A1%A815-16.pdf,2018/12/14 00:00,2018/12/14 15:17,
