資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
96766,107年地價稅徵績(徵期結束),嘉義縣財政稅務局,公共資訊,107年地價稅徵績(徵期結束),"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 09:25,
96767,106年累進起點地價表,嘉義縣財政稅務局,公共資訊,106年累進起點地價表,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 10:28,
96768,105年累進起點地價表,嘉義縣財政稅務局,公共資訊,105年累進起點地價表,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 10:30,
96771,106年使用牌照稅徵績表(徵期結束),嘉義縣財政稅務局,公共資訊,106年使用牌照稅徵績表(徵期結束),"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 13:52,
96772,106年使用牌照稅徵績表(滯納期滿),嘉義縣財政稅務局,公共資訊,106年使用牌照稅徵績表(滯納期滿),"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 13:57,
96777,107年使用牌照稅徵績表(徵期結束),嘉義縣財政稅務局,公共資訊,107年使用牌照稅徵績表(徵期結束),"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 17:04,
96778,107年使用牌照稅徵績表(滯納期滿),嘉義縣財政稅務局,公共資訊,107年使用牌照稅徵績表(滯納期滿),"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 17:07,
96779,107年下期營業用使用牌照稅徵績表(徵期結束),嘉義縣財政稅務局,公共資訊,107年下期營業用使用牌照稅徵績表(徵期結束),"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 17:11,
96780,107年下期營業用使用牌照稅徵績表(滯納期滿),嘉義縣財政稅務局,公共資訊,107年下期營業用使用牌照稅徵績表(滯納期滿),"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 17:14,
96781,嘉義縣房屋標準單價表(適用105年6月30日前的建物),嘉義縣財政稅務局,公共資訊,嘉義縣房屋標準單價表(適用105年6月30日前的建物),"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 17:26,
96782,嘉義縣房屋標準單價表(適用105年7月1日以後),嘉義縣財政稅務局,公共資訊,嘉義縣房屋標準單價表(適用105年7月1日以後),"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 17:32,
96783,嘉義縣各類房屋用途類別及用途細類別,嘉義縣財政稅務局,公共資訊,嘉義縣各類房屋用途類別及用途細類別,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 17:37,
96784,嘉義縣房屋構造別代號暨折舊率對照表(適用105年6月30日前),嘉義縣財政稅務局,公共資訊,嘉義縣房屋構造別代號暨折舊率對照表(適用105年6月30日前),"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 17:40,
96786,嘉義縣房屋構造別代號暨折舊率對照表(105年7月1日以後),嘉義縣財政稅務局,公共資訊,嘉義縣房屋構造別代號暨折舊率對照表(105年7月1日以後),"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 17:46,
