資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
96775,監察院廉政專刊第139期,監察院,選舉及投票,監察院廉政專刊第139期,序號;政黨名稱;申報年度;個人捐贈收入;營利事業捐贈收入;人民團體捐贈收入;匿名捐贈收入;其他收入;收入合計;超過三萬元之收入合計;金錢收入總額;非金錢收入總額;人事費用支出;業務費用支出;公共關係費用支出;選務費用支出;捐贈其推薦之公職侯選人競選費用支出;雜支支出;返還捐贈支出;繳庫支出;支出合計;超過三萬元之支出合計;金錢支出總額;購買財產;非金錢支出總額;結算日專戶存款餘額;本期結餘;會計師事務所全名;會計師姓名;製表人;結算日期;申報日期;更正日期;本年專戶存款結存;上年度專戶存款結存;本年庫存現金;上年度庫存現金;本年未存入專戶現金;上年度未存入專戶現金;本年地方黨部銀行存款;上年度地方黨部銀行存款;本年應收票據;上年度應收票據;本年消耗性財產;上年度消耗性財產;本年非消耗性財產;上年度非消耗性財產;本年其他資產;上年度其他資產;本年資產合計;上年度資產合計;本年應付費用;上年度應付費用;本年其他負債;上年度其他負債;本年累計結餘;上年度累計結餘;本年前期損益調整;上年度前期損益調整;本年本期結餘;上年度本期結餘;本年負債及結餘合計;上年度負債及結餘合計;政治團體名稱;擬參選人;選舉名稱;會計報告書申報種類;政黨捐贈收入;收入小計;超過三萬元之收入總額;宣傳支出;租用宣傳車輛支出;租用競選辦事處支出;集會支出;交通旅運支出;支出小計;超過三萬元之支出總額;(加)購買金錢以外之財產;(減)變賣金錢以外之財產;餘額;收支結存內金錢餘額;金錢以外之財產;前期賸餘;利息收入;變賣金錢以外之財產現金收入;支付當選後與其公務有關之費用;捐贈政治團體或其所屬政黨支出;捐贈教育、文化、公益、慈善機構或團體支出;參加公職人員選舉使用支出;(加)變賣前期金錢以外之財產;(減)變賣本期金錢以外財產;本期餘額,不更新,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 16:44,
96755,107年度黨團補助第4季季報表,立法院,公共資訊,各機關公款補助團體私人情形季報表,,每季,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 13:44,
96769,東部鐵路快捷化計畫－北宜直線鐵路,交通部高速鐵路工程局,公共資訊,部鐵路快捷化計畫－北宜直線鐵路(含礁溪車站東移段)初步綜合規劃報告,"開發單位,資料名稱,連結網址",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 11:33,
96794,推動高齡者參與志願服務成果統計表,南投縣政府,退休,南投縣政府稅務局推動高齡者參與志願服務成果統計表,成立高齡志工服務團隊隊數;65歲以上志工人數;服務措施名稱;接受服務總人次;提供服務總時數;執行起迄日;高齡志工教育訓練場次;高齡志工教育訓練人數;高齡志工新增領取志願服務紀錄冊人數;開發多元高齡訓練教材及訓練型態名稱;辦理促進高齡者參與志願服務之宣導及行銷活動或措施;高齡志工獎勵表揚;推動志工人力銀行參與人數,每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 23:00,
96795,全功能服務櫃臺統計表,南投縣政府,公共資訊,南投縣政府稅務局全功能服務櫃臺統計表,稅務查詢;書證核發件數;稅單補發;稅務諮詢及輔導申辦;自訂作業,每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 23:00,
96796,推展志願服務志工人數及服務成果,南投縣政府,退休,南投縣政府稅務局推展志願服務志工人數及服務成果,按性別分;按年齡別分;按教育程度分;具原住民身分;按服務年資分,每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 23:00,
96761,107年9月土地增值稅徵收報表,嘉義縣財政稅務局,公共資訊,107年9月土地增值稅徵收報表,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 16:33,
96762,107年10月土地增值稅徵收報表,嘉義縣財政稅務局,公共資訊,107年10月土地增值稅徵收報表,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 08:45,
96763,107年8月土地增值稅徵收報表,嘉義縣財政稅務局,公共資訊,107年8月土地增值稅徵收報表,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 08:53,
96765,107年11月土地增值稅徵收報表,嘉義縣財政稅務局,公共資訊,107年11月土地增值稅徵收報表,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2018/12/26 00:00,2018/12/26 08:57,
