資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
93605,國際研究生學程歷年招生、錄取、報到人數彙整表,國際事務處,求學及進修,國際研究生學程歷年招生、錄取、報到人數彙整表,年份;申請人數;錄取人數;錄取率(％);報到人數;報到率(％);,每年,政府資料開放授權條款-第1版,,2018/10/16 00:00,2018/10/16 13:19,
93608,國內學位學程歷年招生、錄取、報到人數彙整表,國際事務處,求學及進修,國內學位學程歷年招生、錄取、報到人數彙整表,年份;申請人數;錄取人數;錄取率(％);報到人數;報到率(％),每年,政府資料開放授權條款-第1版,,2018/10/16 00:00,2018/10/16 13:19,
93605,國際研究生學程歷年招生、錄取、報到人數彙整表,國際事務處,求學及進修,國際研究生學程歷年招生、錄取、報到人數彙整表,年份;申請人數;錄取人數;錄取率(％);報到人數;報到率(％);,每年,政府資料開放授權條款-第1版,,2018/10/16 00:00,2018/10/16 13:19,
93608,國內學位學程歷年招生、錄取、報到人數彙整表,國際事務處,求學及進修,國內學位學程歷年招生、錄取、報到人數彙整表,年份;申請人數;錄取人數;錄取率(％);報到人數;報到率(％),每年,政府資料開放授權條款-第1版,,2018/10/16 00:00,2018/10/16 13:19,
93695,雪山隧道機電照明數量設備一覽表,交通部高速公路局,交通及通訊,雪山隧道機電照明數量設備,項次;項目;數量,每日,政府資料開放授權條款-第1版,,2018/10/02 00:00,2018/10/16 16:51,
93674,內政部建築研究所行政講習作業議程主題一覽表,內政部建築研究所,公共資訊,介紹本所106年度行政講習作業議程主題資訊,課程;內容;主講人,每年,政府資料開放授權條款-第1版,,2018/10/16 08:40,2018/10/16 11:01,
93675,內政部建築研究所日文期刊一覽表,內政部建築研究所,公共資訊,介紹本所106年度日文期刊主題資訊,編號;期刊名稱,每年,政府資料開放授權條款-第1版,,2018/10/16 08:41,2018/10/16 11:01,
93676,內政部建築研究所建築研究成果發表講習會議程主題一覽表,內政部建築研究所,公共資訊,介紹內政部建築研究所106年度建築研究成果發表講習會議程主題相關資料,日期;場次;單元主題;主持人;單元議題;主講人,每年,政府資料開放授權條款-第1版,,2018/10/16 08:42,2018/10/16 11:02,
93696,寵物食品資料,行政院農業委員會,公共資訊,資料提供包括:食品序號、食品名稱、食品種類、產品來源、包裝規格、主要原料及添加物、主要營養成分及含量、適用寵物種類、使用方法、保存方法、原產地、廠商名稱等欄位資料。,ID;fname;fitem;fsource;fwcn;fmat;fnut;fusage1;fusage2;fusage3;forigin;flegalname,即時,政府資料開放授權條款-第1版,https://animal.coa.gov.tw/html2/seekfood.aspx,2018/10/16 00:00,2018/10/16 20:00,
93697,主要農產品產銷及進出口量值-農產品價格及批發市場交易量,行政院農業委員會,公共資訊,資料提供包括:年度、種類、分類、品名、進口/出口、數量(公噸)、價值(新台幣千元)等欄位資料。,year;type;category;category_name;status;num;pic,每日,政府資料開放授權條款-第1版,http://www.afa.gov.tw/GrainStatistics_index.aspx?CatID=196;http://www.afa.gov.tw/GrainStatistics_index.aspx?CatID=196,2018/10/15 00:00,2018/10/16 19:30,
92614,104年12月份土石特別稅績徵表,屏東縣政府財稅局,投資理財,104年12月份土石特別稅績徵表,"查定數實徵數",每日,政府資料開放授權條款-第1版,,2018/10/13 00:00,2018/10/14 11:23,
93610,108年度新北市附屬單位預算營業基金損益綜計表(依收支科目分列)(預算案),新北市政府主計處,公共資訊,"1.108年度新北市附屬單位預算營業基金損益綜計表(依收支科目分列)(預算案) 2.單位：新臺幣千元 3.各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->108年度附屬單位預算案""( http://www.bas.ntpc.gov.tw/download/?mode=edit&type_id=10933)或電洽主計處查詢。",field1;field2;field3;field4;field5;field6;field7,每年,政府資料開放授權條款-第1版,,2018/10/16 10:26,2018/10/16 10:27,
93611,108年度新北市附屬單位預算營業基金損益綜計表(依機關別分列)(預算案),新北市政府主計處,公共資訊,"1.108年度新北市附屬單位預算營業基金損益綜計表(依機關別分列)(預算案) 2.單位：新臺幣千元 3.各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->108年度附屬單位預算案""(http://www.bas.ntpc.gov.tw/download/?mode=edit&type_id=10933)或電洽主計處查詢。",field1;field2;field3;field4;field5;field6;field7,每年,政府資料開放授權條款-第1版,,2018/10/16 10:31,2018/10/16 10:31,
93612,108年度新北市附屬單位預算營業基金盈虧撥補綜計表(依撥補項目分列)(預算案),新北市政府主計處,公共資訊,"1.108年度新北市附屬單位預算營業基金盈虧撥補綜計表(依撥補項目分列)(預算案) 2.單位：新臺幣千元 3.各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->108年度附屬單位預算案""(http://www.bas.ntpc.gov.tw/download/?mode=edit&type_id=10933)或電洽主計處查詢。",field1;field2;field3;field4;field5;field6;field7,每年,政府資料開放授權條款-第1版,,2018/10/16 10:33,2018/10/16 10:33,
93613,108年度新北市附屬單位預算營業基金財務摘要綜計表(預算案),新北市政府主計處,公共資訊,"1.108年度新北市附屬單位預算營業基金財務摘要綜計表(預算案) 2.單位：新臺幣百萬元 3.各項欄位說明詳參""新北市政府主計處網頁->附屬單位預算及綜計表->108年度附屬單位預算案""( http://www.bas.ntpc.gov.tw/download/?mode=edit&type_id=10933)或電洽主計處查詢。",field1;field2;field3;field4;field5,每年,政府資料開放授權條款-第1版,,2018/10/16 10:25,2018/10/16 10:39,
