資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
95334,國家發展委員會辦理人民申請提供政府資訊案件統計,國家發展委員會,公共資訊,人民向國家發展委員會請求提供政府資訊(含檔案)，而依檔案法或政府資訊公開法受理案件之年度統計表,年度;全部核准案件數(檔案應用);全部核准案件數(其他政府資訊);部分核准案件數(檔案應用);部分核准案件數(其他政府資訊);全部駁回核准案件數(檔案應用);全部駁回案件數(其他政府資訊);檔案連結,每季,政府資料開放授權條款-第1版,https://www.ndc.gov.tw/Content_List.aspx?n=0EEE11D049B78706,2018/11/26 00:00,2018/11/26 16:20,
97388,臺灣鋅金屬 年腐蝕速率資料(近3年),交通部運輸研究所,公共資訊,於臺灣各地共佈放90個試驗站，建置臺灣鋅金屬大氣腐蝕環境分類資料，提供產官學各界參考應用,提供臺灣鋅金屬年腐蝕速率資料,每年,政府資料開放授權條款-第1版,https://www.ihmt.gov.tw/opendata/upload/act/corrosion_Zn.xlsx,2019/01/10 00:00,2019/01/10 16:07,
97392,臺灣鋁金屬 年腐蝕速率資料(近3年),交通部運輸研究所,公共資訊,於臺灣各地共佈放90個試驗站，建置臺灣鋁金屬大氣腐蝕環境分類資料，提供產官學各界參考應用,項次;年;試驗地點;鋁年腐蝕速率,每年,政府資料開放授權條款-第1版,https://www.ihmt.gov.tw/opendata/upload/act/corrosion_AI.xlsx,2019/01/10 00:00,2019/01/10 16:34,項次、年、試驗地點、鋁年腐蝕速率
97381,臺北賓館開放參觀管理要點,外交部,公共資訊,臺北賓館開放參觀管理要點,,不更新,政府資料開放授權條款-第1版,https://www.mofa.gov.tw/News_Content_M_2.aspx?n=A30D6E978846B3C0&sms=BA727B25FD99C6CC&s=84418E8B1CBA43A7,2019/01/10 00:00,2019/01/10 11:06,
97382,外交部求才公告,外交部,公共資訊,外交部求才公告,,即時,政府資料開放授權條款-第1版,https://www.mofa.gov.tw/Newsnodept.aspx?n=7CC95A2324DDE643&sms=AED69924ED5F5E5A,2019/01/10 00:00,2019/01/10 11:04,
97383,外交部聲明及公報彙編,外交部,公共資訊,外交部聲明及公報彙編,出版品名稱;出版時間;檔案格式;檔案連結,每年,政府資料開放授權條款-第1版,https://www.mofa.gov.tw/NewsNoHeadOnlyTitle.aspx?n=12D62FF6BB1737C9&sms=8BE86319074BA343,2019/01/10 00:00,2019/01/10 11:01,
97378,107年第4季契稅查定季報表,新竹縣政府,公共資訊,107年第4季契稅查定季報表,107年第4季契稅查定季報表,每季,政府資料開放授權條款-第1版,https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=D4120F1D-597F-4288-8D2C-8222E6FF380A;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=D4120F1D-597F-4288-8D2C-8222E6FF380A;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=D4120F1D-597F-4288-8D2C-8222E6FF380A;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=D4120F1D-597F-4288-8D2C-8222E6FF380A,2019/01/09 10:35,2019/01/10 00:30,
97401,新竹縣政府稅捐稽徵局主管人員性別統計表(截至107.12.31),新竹縣政府,公共資訊,新竹縣政府稅捐稽徵局主管人員性別統計表(截至107.12.31),新竹縣政府稅捐稽徵局主管人員性別統計表,每日,政府資料開放授權條款-第1版,https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=046B3AF4-C9CD-4758-93F9-2CAC95F3DC1B;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=046B3AF4-C9CD-4758-93F9-2CAC95F3DC1B;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=046B3AF4-C9CD-4758-93F9-2CAC95F3DC1B;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=046B3AF4-C9CD-4758-93F9-2CAC95F3DC1B,2019/01/10 12:02,2019/01/11 00:30,
97402,新竹縣政府稅捐稽徵局委員會性別比例一覽表(107年12月),新竹縣政府,公共資訊,新竹縣政府稅捐稽徵局委員會性別比例一覽表(107年12月),新竹縣政府稅捐稽徵局委員會性別比例一覽表,每日,政府資料開放授權條款-第1版,https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=6C290747-7260-428E-9F80-9C8118584CF3;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=6C290747-7260-428E-9F80-9C8118584CF3;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=6C290747-7260-428E-9F80-9C8118584CF3;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=6C290747-7260-428E-9F80-9C8118584CF3,2019/01/10 12:06,2019/01/11 00:30,
97403,新竹縣政府稅捐稽徵局編制內職員性別統計表(截至107.12.31),新竹縣政府,公共資訊,新竹縣政府稅捐稽徵局編制內職員性別統計表(截至107.12.31),新竹縣政府稅捐稽徵局編制內職員性別統計表,每日,政府資料開放授權條款-第1版,https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=5AFBB91E-67CA-457A-BAF1-4B774FC6D704;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=5AFBB91E-67CA-457A-BAF1-4B774FC6D704;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=5AFBB91E-67CA-457A-BAF1-4B774FC6D704;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=5AFBB91E-67CA-457A-BAF1-4B774FC6D704,2019/01/10 12:08,2019/01/11 00:30,
