資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
98065,臺灣花蓮地方法院107年12月份會計月報,臺灣花蓮地方法院,公共資訊,歲入累計表等表件,,不更新,政府資料開放授權條款-第1版,,2019/01/25 00:00,2019/01/25 16:50,
98124,福建金門地方法院107年12月份會計月報_XML、PDF,福建金門地方法院,公共資訊,福建金門地方法院107年12月份會計月報_XML、PDF,,每月,政府資料開放授權條款-第1版,,2019/01/28 00:00,2019/01/28 11:10,
98129,福建高等法院金門分院107年度單位決算,福建高等法院金門分院,公共資訊,福建高等法院金門分院107年度單位決算,,每年,政府資料開放授權條款-第1版,,2019/01/28 00:00,2019/01/28 15:40,
98137,國史館107年12月會計月報,國史館,公共資訊,國史館107年12月會計月報資料,,每月,政府資料開放授權條款-第1版,,2019/01/28 00:00,2019/01/28 17:28,
98138,國史館107年12月特別預算會計月報,國史館,公共資訊,國史館107年12月特別預算會計月報資料,,每月,政府資料開放授權條款-第1版,,2019/01/28 00:00,2019/01/28 17:28,
98137,國史館107年12月會計月報,國史館,公共資訊,國史館107年12月會計月報資料,,每月,政府資料開放授權條款-第1版,,2019/01/28 00:00,2019/01/28 17:28,
98138,國史館107年12月特別預算會計月報,國史館,公共資訊,國史館107年12月特別預算會計月報資料,,每月,政府資料開放授權條款-第1版,,2019/01/28 00:00,2019/01/28 17:28,
98123,107年度民航事業作業基金附屬單位分預算,民用航空局,公共資訊,本資料集係為交通部民用航空局提供之107年度民航事業作業基金附屬單位分預算,XML,每日,政府資料開放授權條款-第1版,http://www.caa.gov.tw/apfile/big5/download/imo/1548397534556.rar,2019/01/25 00:00,2019/01/28 11:18,
98133,105-106年國土利用調查成果縣市統計資料（104年版土地使用分類系統表，1級分類）,內政部國土測繪中心,公共資訊,因應資源整合，自101年由內政部、行政院農業委員會林務局（以下簡稱林務局）及水土保持局（以下簡稱水保局），劃分權責區域共同維護，內政部負責區域自105年起更新頻率由5年提升為2年，並依據內政部104年4月13日修訂並更名之「土地利用分類系統表」辦理至第2級分類。,縣市;面積單位;農業使用01;森林使用02;交通使用03;水利使用04;建築使用05;公共使用06;遊憩使用07;礦鹽使用08;其他使用09,每年,政府資料開放授權條款-第1版,https://www.tgos.tw/TGOS/Web/MetaData/TGOS_Query_MetaData.aspx?key=TW-01-301000100G-000023,2019/01/28 16:18,2019/01/28 16:51,
98134,105-106年國土利用調查成果鄉鎮市區統計資料（104年版土地使用分類系統表，2級分類）,內政部國土測繪中心,公共資訊,因應資源整合，自101年由內政部、行政院農業委員會林務局（以下簡稱林務局）及水土保持局（以下簡稱水保局），劃分權責區域共同維護，內政部負責區域自105年起更新頻率由5年提升為2年，並依據內政部104年4月13日修訂並更名之「土地利用分類系統表」辦理至第2級分類。,縣市;鄉鎮市;面積單位;水田0101;旱作0102;果園0103;水產養殖0104;畜牧0105;農業相關設施0106;未細分_02森林使用;針葉林0201;闊葉林0202;竹林0203;混淆林0204;灌木林0205;其他森林利用土地0206;未細分_03交通使用;機場0301;一般鐵路及相關設施0302;高速鐵路及相關設施0303;捷運及相關設施0304;國道0305;省道0306;快速道路0307;一般道路0308;道路相關設施0309;港口0310;未細分_04水利使用;河道0401;堤防0402;溝渠0403;水庫0404;湖泊0405;蓄水池0406;水道沙州灘地0407;水利構造物0408;防汛道路0409;海面0410;未細分_05建築使用;商業0501;純住宅0502;混合使用住宅0503;製造業0504;倉儲0505;宗教0506;殯葬設施0507;其他建築用地0508;政府機關0601;學校0602;醫療保建0603;社會福利設施0604;公用設備0605;環保設施0606;未細分_07遊憩使用;文化設施0701;公園綠地0702;休閒設施0703;礦業及相關設施0801;土石及相關設施0802;鹽業及相關設施0803;未細分_09其他使用;溼地0901;草生地0902;裸露地0903;營建剩餘土石收容相關設施0904;空置地0905,每年,政府資料開放授權條款-第1版,https://www.tgos.tw/TGOS/Web/MetaData/TGOS_Query_MetaData.aspx?key=TW-01-301000100G-000022,2019/01/28 16:15,2019/01/28 16:58,
