資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
113933,109年臺南市公告地價表,臺南市政府地政局,購屋及遷徙,109年臺南市公告地價,區名;段名;地號;公告地價,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/109;https://data.tainan.gov.tw/dataset/109;https://data.tainan.gov.tw/dataset/109;https://data.tainan.gov.tw/dataset/109;https://data.tainan.gov.tw/dataset/109;https://data.tainan.gov.tw/dataset/109;https://data.tainan.gov.tw/dataset/109;https://data.tainan.gov.tw/dataset/109;https://data.tainan.gov.tw/dataset/109;https://data.tainan.gov.tw/dataset/109;https://data.tainan.gov.tw/dataset/109,2019/12/31 15:44,
