資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
118310,嘉義市東區109年1月至12月各里人口數統計,嘉義市政府,公共資訊,嘉義市東區109年1月至12月各里人口數統計,村里;鄰數;戶數;男;女;人數合計,每月,政府資料開放授權條款-第1版,https://data.chiayi.gov.tw;https://data.chiayi.gov.tw,2020/01/31 19:30,
