資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
95111,工業局所轄工業區簡介資料,經濟部工業局,公共資訊,提供工業區機關單位了解工業區內基本資訊,"工業區代碼、工業區名稱、工業區簡介",不更新,政府資料開放授權條款-第1版,,,,
97090,高鐵彰化站各樓層平面圖,交通部鐵道局,公共資訊,高鐵彰化站各樓層平面圖,資料集名稱;連結網址,每日,政府資料開放授權條款-第1版,,2016/05/20 14:30,2019/01/04 15:57,
97091,高鐵苗栗站各樓層平面圖,交通部鐵道局,公共資訊,高鐵苗栗站各樓層平面圖(1樓、2樓、3樓、4樓、配置),資料集名稱;連結網址,每日,政府資料開放授權條款-第1版,,2016/05/20 14:27,2019/01/04 15:52,
97092,高鐵雲林站各樓層平面圖,交通部鐵道局,公共資訊,高鐵雲林站各樓層平面圖,資料集名稱;連結網址,每日,政府資料開放授權條款-第1版,,2016/05/20 14:35,2019/01/04 15:50,
97094,月氣候資料面化圖集,交通部中央氣象局,生活安全及品質,2.5km解析度月氣候資料面化圖,datasetDescription;parameterName;resourceDesc,每年,政府資料開放授權條款-第1版,,2019/01/04 00:00,2019/01/04 17:28,
97095,地震目錄,交通部中央氣象局,生活安全及品質,臺灣地震觀測網之地震目錄,catalogType;minimumMagnitude;maximumMagnitude;startTime;endTime;region;earthquakeinfo,每月,政府資料開放授權條款-第1版,,2019/01/04 00:00,2019/01/04 18:06,
96731,董監事資料集,經濟部商業司,開創事業,提供全國公司登記董監事資料集,統一編號;公司名稱;職稱;姓名;所代表法人;持有股份數,每日,政府資料開放授權條款-第1版,,2018/12/24 00:00,2018/12/25 18:31,
97102,南投縣土地公告現值及公告地價(南投市、名間鄉、中寮鄉),南投縣政府,生育保健,南投縣公告現值及公告地價(係為產製當時之資料，後續因土地分割、合併等致地價變動，可利用南投縣公告土地現值、公告地價查詢系統(http://link.nantou.gov.tw/land/Land.aspx)所提供公告土地現值及公告地價查詢功能，如有土地合併或分割時，該系統會同步更新土地分割或合併後之地價資料；公告現值於每年1月1日公告，公告地價每2年公告1次，必要時得延長。),縣市別;行政區;段小段;地號;公告土地現值;公告地價,每日,政府資料開放授權條款-第1版,,2019/01/04 00:00,2019/01/04 23:01,
97083,新竹縣政府電動公車運營路線號及運行車輛數與廠牌資料,新竹縣政府,公共資訊,提供電動公車資料,"運營縣市,運營路線,運營路線號運營車輛數,車輛廠牌,車輛型號 ",每日,政府資料開放授權條款-第1版,https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=0DCEF215-9ECE-4780-9D9F-72B767A4EE98;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=0DCEF215-9ECE-4780-9D9F-72B767A4EE98;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=0DCEF215-9ECE-4780-9D9F-72B767A4EE98;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=0DCEF215-9ECE-4780-9D9F-72B767A4EE98,2019/01/03 11:36,2019/01/04 00:30,
97087,108年公告土地現值及公告地價,臺中市政府地政局‧地價科,公共資訊,108年臺中市公告土地現值及公告地價,段小段;地號;面積;公告現值;公告地價;鄉鎮市區,每年,政府資料開放授權條款-第1版,,2019/01/04 09:50,2019/01/04 09:50,
97099,臺北市各區清潔隊資源回收量,臺北市政府環境保護局,公共資訊,公布各區清潔隊回收量,"區隊,月份,回收量",每日,政府資料開放授權條款-第1版,無;無;無;無;無;無;無;無;無;無;無;無;無;無,2019/01/03 00:00,2019/01/04 20:33,
