資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
96328,107年11月會計月報,臺灣橋頭地方法院,公共資訊,107年11月會計月報,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,http://ctd.judicial.gov.tw/UserFiles/10711月報XML.zip,2018/12/17 00:00,2018/12/17 14:22,
96331,國防部辦理人民申請資訊案件統計,國防部,公共資訊,國防部辦理人民申請資訊案件統計,,每季,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 14:01,
96330,糧食平衡表(總表),行政院農業委員會,公共資訊,資料提供包括:年度、種植期數、國際貿易-進口量(千公噸)、國際貿易-出口量(千公噸)、存貨變動量(千公噸)、國內供給量(千公噸)、國內供給量分配-飼料用(千公噸)、國內供給量分配-種子用(千公噸)、國內供給量分配-加工用(千公噸)、國內供給量分配-損耗量(千公噸)、國內供給量分配-糧食毛供給量(千公噸)、國內供給量分配-食用率(千公噸)、國內供給量分配-純糧食供給量(千公噸)、每人純糧食供給量-每日(公克)、每人每日營養供給量-熱量(卡路里)、每人每日營養供給量-蛋白質(公克)、每人每日營養供給量-脂肪(公克)、每人每日營養供給量-碳水化合物(公克)、每人每日營養供給量--鈣(毫克)、每人每日營養供給量-磷(毫克)、每人每日營養供給量-鐵(毫克)、每人每日營養供給量-維生素A(國際單位i.u.)、每人每日營養供給量-維生素B1(毫克)、每人每日營養供給量-維生素B2(毫克)、每人每日營養供給量-菸鹼素(毫克)、每人每日營養供給量-維生素C(毫克)等欄位資料。,year;plant_type;domestic_yield;import;export;stock_change;supply_feed;supply_seed;supply_process;supply_loss;supply_gross_food;supply_edible_rate;supply_pure_food;person_everyday_food;person_everyday_calorie;person_everyday_protein_g;person_everyday_fat_g;person_everyday_carbohydrates_g;person_everyday_Ca_mg;person_everyday_P_mg;person_everyday_Fe_mg;person_everyday_vitamin_A_mg;person_everyday_vitamin_B1_mg;person_everyday_vitamin_B2_mg;person_everyday__niaci_mgn;person_everyday_vitamin_C_mg,每年,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 13:45,
96354,臺灣稻米進出口量值(按稻米種類分),行政院農業委員會,公共資訊,資料提供包括:年度、作物種類、進口-價值(千美元)等欄位資料。,year;type;help_count,每年,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 15:33,
96355,臺灣稻米進出口量值(按稻米種類分),行政院農業委員會,公共資訊,資料提供包括:年度、作物種類、進口-價值(千美元)等欄位資料。,year;type;help_count,每年,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 15:35,
96368,糧食平衡表分類表(歷年甘藷),行政院農業委員會,公共資訊,資料提供包括:年度、國內生產量(千公噸)、國際貿易-進口量(千公噸)、國際貿易-出口量(千公噸)、存貨變動量(千公噸)、國內供給量(千公噸)、國內供給量分配-飼料用(千公噸)、國內供給量分配-種子用(千公噸)、國內供給量分配-加工用(千公噸)、國內供給量分配-損耗量(千公噸)、國內供給量分配-糧食毛供給量(千公噸)、國內供給量分配-食用率(千公噸)、國內供給量分配-純糧食供給量(白米)、每人純糧食供給量-每年(公斤)、每人純糧食供給量-每日(公克)、每人每日營養供給量-熱量(卡路里)、每人每日營養供給量-蛋白質(公克)、每人每日營養供給量-脂肪(公克)、每人每日營養供給量-碳水化合物(公克)、每人每日營養供給量--鈣(毫克)、每人每日營養供給量-磷(毫克)、每人每日營養供給量-鐵(毫克)、每人每日營養供給量-維生素A(國際單位i.u.)、每人每日營養供給量-維生素B1(毫克)、每人每日營養供給量-維生素B2(毫克)、每人每日營養供給量-菸鹼素(毫克)、每人每日營養供給量-維生素C(毫克)等欄位資料。,year;plant_type;domestic_yield;import;export;stock_change;supply_feed;supply_seed;supply_process;supply_loss;supply_gross_food;supply_edible_rate;supply_pure_food;person_every_year_food;person_everyday_food;person_everyday_calorie;person_everyday_protein_g;person_everyday_fat_g;person_everyday_carbohydrates_g;person_everyday_Ca_mg;person_everyday_P_mg;person_everyday_Fe_mg;person_everyday_vitamin_A_mg;person_everyday_vitamin_B1_mg;person_everyday_vitamin_B2_mg;person_everyday__niaci_mgn;person_everyday_vitamin_C_mg,每年,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 16:30,
96376,主要農產品產銷及進出口量值-農業生產,行政院農業委員會,公共資訊,資料提供包括:年度、種類、分類、種植面積(公頃)、收穫面積(公頃)、每公頃產量(公斤)、產量(公噸)等欄位資料。,year;type;category;plant_area;reward_area;yield_avg;yield,每年,政府資料開放授權條款-第1版,http://www.afa.gov.tw/GrainStatistics_index.aspx?CatID=194;http://www.afa.gov.tw/GrainStatistics_index.aspx?CatID=194,2018/12/17 00:00,2018/12/17 16:45,
96378,主要農產品產銷及進出口量值-農業價格,行政院農業委員會,公共資訊,資料提供包括:年度、種類、分類、產地價格(元/公斤)、總平均價(元/公斤)、總交易量(公噸)、市場、平均價(元/公斤)、交易量(公噸)等欄位資料。,year;type;category;plant_pic;total_avg_pic;total_yield;market;avg_pic;yield,每年,政府資料開放授權條款-第1版,http://www.afa.gov.tw/GrainStatistics_index.aspx?CatID=195;http://www.afa.gov.tw/GrainStatistics_index.aspx?CatID=195,2018/12/17 00:00,2018/12/17 23:34,
96337,統計刊物106年連江縣家庭收支調查報告,連江縣政府,公共資訊,106年連江縣家庭收支調查報告,,每年,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 17:38,
96338,統計刊物107年11月各鄉村人口數,連江縣政府,公共資訊,107年11月各鄉村人口數,,每月,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 17:38,
