資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
96344,106年度政府對民間團體補(捐)助經費表-連江縣政府,連江縣政府,公共資訊,106年度政府對民間團體補(捐)助經費表-連江縣政府,,每年,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 17:39,
96345,107年度公益彩券盈餘分配數補助各團體運用情形表_第3季,連江縣政府,公共資訊,107年度公益彩券盈餘分配數補助各團體運用情形表_第3季,,每年,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 17:38,
96346,連江縣公彩季報表107第3季 ,連江縣政府,公共資訊,連江縣公彩季報表107第3季,,每年,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 17:38,
96347,107年7-8月違反性別工作平等法事業單位,連江縣政府,公共資訊,107年7-8月違反性別工作平等法事業單位,,每2月,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 17:38,
96348,107年9-10月違反性別工作平等法事業單位,連江縣政府,公共資訊,107年9-10月違反性別工作平等法事業單位,,每2月,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 17:38,
96358,統計刊物107年5月統計通報(連江縣106年商業登記數及資本額),連江縣政府,生活安全及品質,107年5月統計通報(連江縣106年商業登記數及資本額),,每月,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 17:38,
96359,統計刊物106年人力資源調查統計表,連江縣政府,公共資訊,106年人力資源調查統計表,,每年,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 17:39,
96360,統計刊物105年人力資源調查報告,連江縣政府,公共資訊,105年人力資源調查報告,,每年,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 17:38,
96361,107年7月各鄉村人口數,連江縣政府,公共資訊,107年7月各鄉村人口數,,每月,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 17:39,
96363,連江縣107年6月各鄉人口數,連江縣政府,公共資訊,連江縣107年6月各鄉人口數,,每月,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 17:39,
96364,連江縣107年5月各鄉人口數,連江縣政府,公共資訊,連江縣107年5月各鄉人口數,,每月,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 17:39,
96365,連江縣107年4月各鄉村人口數,連江縣政府,公共資訊,連江縣107年4月各鄉村人口數,,每月,政府資料開放授權條款-第1版,,2018/12/17 00:00,2018/12/17 17:39,
