資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
97071,臺灣桃園國際機場捷運全線里程及路線資料,交通部鐵道局,交通及通訊,臺灣桃園國際機場捷運全線里程及路線資料,"結構類型,站間里程,連續里程,備註,座標N值,座標E值,高程",每日,政府資料開放授權條款-第1版,,2015/12/29 10:07,2019/01/03 11:05,
97072,花東線鐵路車站改建施工資訊,交通部鐵道局,交通及通訊,本資料主要為花東線鐵路車站改建施工資訊。,"車站名稱,設計發包現況,施工現況,工程類別,車站所在,車站附近人口稠密度。",每日,政府資料開放授權條款-第1版,,2016/07/21 18:53,2019/01/03 12:01,
97076,扎根高鐵特定區邁向高速新時代之中文文宣,交通部鐵道局,公共資訊,扎根高鐵特定區邁向高速新時代之中文文宣,"文宣名稱,連結網址",每日,政府資料開放授權條款-第1版,,2016/04/29 14:36,2019/01/03 17:24,
97032,新北市里長資訊-萬里區,新北市政府民政局,公共資訊,新北市全市1032里里長聯絡資訊-萬里區,district;village;name;address;tel;cellphone_tel;x_coordinate;y_coordinates;I;J;positioning_accuracy,每月,政府資料開放授權條款-第1版,,2018/06/01 09:31,2019/01/03 01:42,
97033,新北市里長資訊-板橋區,新北市政府民政局,公共資訊,新北市全市1032里里長聯絡資訊-板橋區,district;village;name;address;tel;cellphone_tel;x_coordinate;y_coordinates;I;J;positioning_accuracy,每月,政府資料開放授權條款-第1版,,2018/06/01 09:31,2019/01/03 01:45,
97034,新北市里長資訊-五股區,新北市政府民政局,公共資訊,新北市全市1032里里長聯絡資訊-五股區,district;village;name;address;tel;cellphone_tel;x_coordinate;y_coordinates;I;J;positioning_accuracy,每月,政府資料開放授權條款-第1版,,2018/06/01 09:30,2019/01/03 01:48,
97035,新北市里長資訊-樹林區,新北市政府民政局,公共資訊,新北市全市1032里里長聯絡資訊-樹林區,district;village;name;address;tel;cellphone_tel;x_coordinate;y_coordinates;I;J;positioning_accuracy,每月,政府資料開放授權條款-第1版,,2018/06/01 09:31,2019/01/03 01:50,
97037,新北市里長資訊-坪林區,新北市政府民政局,公共資訊,新北市全市1032里里長聯絡資訊-坪林區,district;village;name;address;tel;cellphone_tel;x_coordinate;y_coordinates;I;J;positioning_accuracy,每月,政府資料開放授權條款-第1版,,2018/06/01 09:31,2019/01/03 01:56,
97038,新北市里長資訊-金山區,新北市政府民政局,公共資訊,新北市全市1032里里長聯絡資訊-金山區,district;village;name;address;tel;cellphone_tel;x_coordinate;y_coordinates;I;J;positioning_accuracy,每月,政府資料開放授權條款-第1版,,2018/06/01 09:31,2019/01/03 01:59,
97039,新北市里長資訊-新店區,新北市政府民政局,公共資訊,新北市全市1032里里長聯絡資訊-新店區,district;village;name;address;tel;cellphone_tel;x_coordinate;y_coordinates;I;J;positioning_accuracy,每月,政府資料開放授權條款-第1版,,2018/06/01 09:31,2019/01/03 02:05,
97040,新北市里長資訊-石門區,新北市政府民政局,公共資訊,新北市全市1032里里長聯絡資訊-石門區,district;village;name;address;tel;cellphone_tel;x_coordinate;y_coordinates;I;J;positioning_accuracy,每月,政府資料開放授權條款-第1版,,2018/06/01 09:31,2019/01/03 02:08,
97041,新北市里長資訊-烏來區,新北市政府民政局,公共資訊,新北市全市1032里里長聯絡資訊-烏來區,district;village;name;address;tel;cellphone_tel;x_coordinate;y_coordinates;I;J;positioning_accuracy,每月,政府資料開放授權條款-第1版,,2018/06/01 09:31,2019/01/03 02:12,
97042,新北市里長資訊-林口區,新北市政府民政局,公共資訊,新北市全市1032里里長聯絡資訊-林口區,district;village;name;address;tel;cellphone_tel;x_coordinate;y_coordinates;I;J;positioning_accuracy,每月,政府資料開放授權條款-第1版,,2018/06/01 09:31,2019/01/03 02:12,
97043,新北市里長資訊-瑞芳區,新北市政府民政局,公共資訊,新北市全市1032里里長聯絡資訊-瑞芳區,district;village;name;address;tel;cellphone_tel;x_coordinate;y_coordinates;I;J;positioning_accuracy,每月,政府資料開放授權條款-第1版,,2018/06/01 09:31,2019/01/03 02:20,
97044,新北市里長資訊-瑞芳區,新北市政府民政局,公共資訊,新北市全市1032里里長聯絡資訊-瑞芳區,district;village;name;address;tel;cellphone_tel;x_coordinate;y_coordinates;I;J;positioning_accuracy,每月,政府資料開放授權條款-第1版,,2018/06/01 09:31,2019/01/03 02:21,
97045,新北市里長資訊-永和區,新北市政府民政局,公共資訊,新北市全市1032里里長聯絡資訊-永和區,district;village;name;address;tel;cellphone_tel;x_coordinate;y_coordinates;I;J;positioning_accuracy,每月,政府資料開放授權條款-第1版,,2018/06/01 09:31,2019/01/03 02:26,
97046,新北市里長資訊-永和區,新北市政府民政局,公共資訊,新北市全市1032里里長聯絡資訊-永和區,district;village;name;address;tel;cellphone_tel;x_coordinate;y_coordinates;I;J;positioning_accuracy,每月,政府資料開放授權條款-第1版,,2018/06/01 09:31,2019/01/03 02:28,
97047,新北市里長資訊-汐止區,新北市政府民政局,公共資訊,新北市全市1032里里長聯絡資訊-汐止區,district;village;name;address;tel;cellphone_tel;x_coordinate;y_coordinates;I;J;positioning_accuracy,每月,政府資料開放授權條款-第1版,,2018/06/01 09:31,2019/01/03 02:29,
97048,新北市里長資訊-汐止區,新北市政府民政局,公共資訊,新北市全市1032里里長聯絡資訊-汐止區,district;village;name;address;tel;cellphone_tel;x_coordinate;y_coordinates;I;J;positioning_accuracy,每月,政府資料開放授權條款-第1版,,2018/06/01 09:31,2019/01/03 02:31,
