資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
行政院所屬各機關施政計畫,22119,配合中程施政計畫及核定預算，並針對經社情勢變化及其未來發展需要，編定年度施政計畫,年度;版本;檔案描述;格式;下載連結,國家發展委員會
Taiwan Statistical Data Book,22120,Taiwan Statistical Data Book 全本為英文版，目前共有17大類統計資料。,年度;名稱;出版單位;ISSN;GPN;會編號;檔案格式;連結,國家發展委員會
瑞士洛桑管理學院(IMD)世界競爭力,22122,IMD每年公布世界各國競爭力排名,名稱;檔案格式;檔案連結,國家發展委員會
世界經濟論壇(WEF)全球競爭力,22123,WEF每年公布世界各國競爭力排名,名稱;檔案格式;檔案連結,國家發展委員會
歷屆機關檔案管理金檔獎獲獎機關名單,22130,為配合政府資料開放政策，提供歷屆機關檔案管理金檔獎獲獎機關名單，以達施政便民及公開透明之目的。,屆別;年度;名稱;全文網址,國家發展委員會檔案管理局
創業拔萃方案,22917,說明政府推動創業拔萃的發展願景、推動策略及做法。,時間;案名;簡介;策略;經費;期程;效益;檔案格式;全文下載連結,國家發展委員會
中長期資金運用與推動情形,22918,說明中長期資金的緣起、法令依據、推動與執行情形。,緣起;法令依據;申請程序;執行情形;全文下載連結,國家發展委員會
自由經濟示範區規劃方案(修正案),22919,說明政府推動自由經濟示範區的核心理念、推動策略與預期效益。,方案名稱;核定日期;核心理念與意涵;推動策略;示範創新重點;示範區位與主管機關;實施期程;預期效益;檔案格式;全文下載連結,國家發展委員會
行政院列管案件進度季(年)報,22920,報告章節包含概述、列管案件執行情形一覽表、落後案件執行情形及原因分析表、行政院及所屬一級機關公文時效分類統計表等內容（公文時效分類統計自106年第3季起不再納入本報告中，請另行至檔案管理局網站「機關服務/文書檔案管理/文書流程管制」項下查詢）,年度;標題;類別;檔案連結;各機關個案計畫總數;各機關個案計畫年計畫經費（億元）;行政院管制計畫總數;行政院管制計畫年計畫經費（億元）;行政院管制計畫年累計執行數（億元）,國家發展委員會
行政院管制計畫實地查證報告,22921,報告章節包含前言、計畫概要、執行概況、主要發現、建議事項及附件等內容,查證年度;案號;計畫名稱;主管機關;查證年月;查證報告函送文號;查證報告檔案連結,國家發展委員會
行政院管制計畫評核報告,22922,報告章節包含說明、評核作業辦理情形、評核結果統計摘要、個案計畫評核結果、政院管制計畫免評計畫現況報告等內容,年度;標題;報告完成年月;公告機關;檔案連結;行政院管制計畫總數;初核優等計畫數;初核甲等計畫數;初核乙等計畫數;初核丙等計畫數;複核複審優等計畫數;複核複審甲等計畫數;複核複審乙等計畫數;複核複審丙等計畫數,國家發展委員會
國營事業年度工作考成總報告,22923,國營事業之財政貢獻、經濟貢獻、整體經營績效、員額及員工生產力、研究發展支出、環境保護支出等6類,年度;標題;報告完成年月;報告檔案連結;受考成事業個數;考成依據;考成依據修正訂頒日期,國家發展委員會
國家發展委員會委員會決議,22924,國發會委員會議審議通過案件結論,名稱;開會日期;決議案;主辦機關;檔案連結,國家發展委員會
國家發展委員會大事紀,22925,國家發展委員會重要事蹟描述,時間;主題,國家發展委員會
國家發展委員會重要統計資料,22926,有關總體經濟、金融、財政、人力資源與社會發展,名稱;出刊日期;內容;編印機關;檔案連結,國家發展委員會
國家發展委員會新聞稿,22927,國家發展委員會新聞稿,ArticleType;FileName;Link;Source;主題;內容;上版日期;Data_Id,國家發展委員會
政府入口網-安全專題,22928,提供食品、醫療、住宅、交通、育樂及職場六大類相關安全資訊。,title;content;note;hitcount;oid;starttime;endtime;createdate;modifydate,國家發展委員會
國家發展委員會招標資訊,22929,有關本會招標資訊供民眾閱覽,ArticleType;FileName;Link;Source;主題;內容;上版日期;Data_Id,國家發展委員會
10大類民生商品電子發票價格資訊,22933,提供物價相關資訊與服務，並彙集民眾意見，以促進物價透明化及優化政府施政。,日期;商品類別;商品名稱;最低價格;最高價格,國家發展委員會
國家檔案選粹地理分布,24580,以本局檔案樂活情報文章之地標為單位，開放各地標縣市名稱、鄉鎮市區、地標、標題、資料更新時間及國家選粹文章網址等欄位。,縣市代碼;縣市名稱;鄉鎮市區代碼;鄉鎮市區;地標;標題;資料更新時間;網址,國家發展委員會檔案管理局
政府機關電腦應用概況,26845,政府行政機關、公營事業機構、公立學校、公立研究機構中資訊設備設置數、資訊職務人數、資訊經費支出結構。,年份;調查類型;檔案格式;下載連結,國家發展委員會
國家發展委員會資料開放行動策略,27270,行政院104年4月7日函頒「政府資料開放諮詢小組設置要點」，中央二級機關諮詢小組應擬訂該機關與所屬機關資料開放行動策略，強化政府資料開放質與量、建立推廣及績效管理機制。據此，本會擬具「國家發展委員會資料開放行動策略(105至109年)」作為本會各單位及所屬機關辦理資料開放業務之依據。,項次;版本日期;訂定/修訂;修訂說明;檔案下載連結_PDF;檔案下載連結_DOCX;檔案下載連結_ODT,國家發展委員會
最新臺灣採購經理人指數新聞稿,27541,臺灣採購經理人指數調查結果，包含製造業採購經理人指數(PMI)、非製造業經理人指數(NMI)構成指數及參考指標,date(發布日期);title(標題);url(網址),國家發展委員會
國家發展委員會法制作業內部辦理流程圖,27542,國家發展委員會法制作業內部辦理流程圖,資料名稱;檔案格式;檔案連結,國家發展委員會
最新景氣概況新聞稿,27543,景氣概況綜合研判，包含景氣對策信號、景氣指標(領先指標、同時指標、落後指標)之分析,,國家發展委員會
臺灣經商環境改革報告,27548,為利世界銀行理解我國經商環境改革，自2010年起，針對世界銀行經商環境報告評比指標，國發會每年彙整各機關之改革成果，完成《臺灣經商環境改革報告》以提供世界銀行、本地受訪員及各界參考。,報告年度及名稱;版本;連結網址,國家發展委員會
虛擬世界發展法規調適規劃方案核定本,27560,因科技發展，帶動虛實整合之新趨勢，因此衍生新興商業模式及新型態法律關係，行政院爰於103年12月核定此方案，擇定10項主題進行法規檢視，期望藉由法規調適工作，促進相關產業之發展。,資料名稱;檔案格式;檔案連結,國家發展委員會
創業點火國發會推動創新創業政策報告,27697,說明政府推動創新創業的綠起、建構創業生態體系及國際創新創業園區推動方向。,標題;內容,國家發展委員會
傳統產業維新方案及推動計畫,27750,說明政府推動傳統產業維新的綠起、推動架構與具體措施,方案名稱;核定日期;推動計畫項目;緣起;面臨問題;願景;目標;推動措施;檔案格式;全文下載連結,國家發展委員會
自由經濟示範區第一階段推動計畫執行情形,27751,自102年８月迄104年3月底，政府推動自由經濟示範區第一階段執行情形與成效。,報告名稱;提報日期;執行情形;成效;執行檢討;結語;檔案格式;全文下載連結,國家發展委員會
推動創業家簽證之規劃,27757,說明政府推動創業家簽證的綠起、規劃作法與期程,時間;案名;簡介;策略;經費;期程;效益;檔案格式;全文下載連結,國家發展委員會
加強推動臺商回臺投資方案,27758,說明政府推動臺商回臺投資的緣起、具體措施與預期效益。,方案名稱;核定日期;緣起;面臨問題;發展優勢;願景;目標;推動措施;檔案格式;全文下載連結,國家發展委員會
行政院公營事業民營化推動及監督會設置要點,27763,本要點係規範設行政院公營事業民營化推動及監督會之組成及任務等,名稱;資料集描述;發行時間;核定字號;主管機關;委員會成員;任務;檔案規格;下載網址,國家發展委員會
Taiwan's Free Economic Pilot Zones,27764,自由經濟示範區理念、目標與策略、示範創新重點、分階段執行、區位等政策介紹,Titles;Introduction;Ideas and Goals;Strategies;Target Activities;Location;Concluding Remarks;檔案格式;檔案路徑,國家發展委員會
New Highlight for Investing in Taiwan-FEPZs,27766,說明投資臺灣的理由、享受的優惠，及新亮點政策自由經濟示範區的介紹。,Titles;The Best Choice for Investment;New Highlight for Investing in Taiwan;Exclusive Privileges;Priorities for FEPZs Development;檔案規格;檔案路徑,國家發展委員會
創新創業政策會報推動成果,27776,說明政府於創新創業政策會報相關的推動成果。,項次;名稱;行政院 通過日期;立法院 通過日期;檔案格式;全文下載連結,國家發展委員會
政府服務品質獎評獎紀實,27868,為擴散政府服務品質獎得獎機關優質服務，彙整各得獎機關服務績效。,資料名稱;屆別;年度;檔案格式;全文下載連結,國家發展委員會
政府服務品質獎評獎實施計畫及作業手冊,27869,為鼓勵各政府機關提升服務品質，國發會自98年起逐年辦理政府服務品質獎評獎，資料集內容為評獎實施計畫及評審指標說明。,資料名稱;日期;簡介;評獎類別;獎勵方式;評審標準;評獎作業;檔案格式;全文下載連結,國家發展委員會
政府服務品質獎得獎機關名單,27870,為鼓勵各政府機關提升服務品質，國發會自98年起逐年辦理政府服務品質獎評獎，資料集內容為歷屆政府服務品質獎得獎機關名單。,屆別;參奬類別;得獎機關,國家發展委員會
國家發展委員會廉政會報,27938,定期公開本會廉政會報會議紀錄及會議資料,會議名稱;會議日期;地點;主持人;議題;下載1_會議紀錄;下載2_會議資料;下載3_相關資料或附件,國家發展委員會
老年經濟安全制度專刊,27960,有鑒於我國現行年金體系涵蓋多項制度，並分屬不同部會主管，制度資料散見於所屬部會相關統計或年報，不利外界瞭解及掌握我國整體老年經濟安全保障制度之全貌，爰國家發展委員會於103年1月成立後，由人力發展處之老年經濟安全科同仁收集並分析國內及國際年金制度相關資訊，綜整出版「老年經濟安全制度專刊」，期能掌握國內外年金制度發展及改革趨勢，並形成跨制度資訊交流平台，俾利各界針對年金議題進行深入交流與討論。,資料名稱;資料年度;資料簡介;資料下載網址;檔案格式,國家發展委員會
國家發展委員會組織架構圖,27982,本資料集係介紹國家發展委員會(以下簡稱國發會)組織架構，設主任委員1名，副主任委員3名，主任秘書1名。目前委員會成員包含行政院政務委員、行政院秘書長、內政部部長、外交部部長、國防部部長、教育部部長、財政部部長、經濟部部長、交通部部長、勞動部部長、行政院農業委員會主任委員、衛生福利部部長、行政院環境保護署署長、文化部部長、科技部部長、行政院公共工程委員會主任委員、金融監督管理委員會主任委員、行政院大陸委員會主任委員、原住民族委員會主任委員、客家委員會主任委員、行政院主計總處主計長、中央銀行總裁。 國發會組織下設有綜合規劃處、經濟發展處、社會發展處、產業發展處、人力發展處、國土區域離島發展處、管制考核處、資訊管理處、法制協調中心、秘書室、人事室、政風室、主計室及國家發展委員會檔案管理局。,項次;資料名稱;內容,國家發展委員會
國家發展委員會性別平等專案小組委員名單,27983,本會性別平等專案小組內聘及外聘委員名單,編號;職稱;姓名;性別;現職;備註,國家發展委員會
行政院國家發展基金收支保管及運用辦法,28263,介紹國發基金之設置目的及性質、資金來源及用途、主管及管理機關、資金運用及組織運作等相關規定。本資料內容已完善，多年未經修改。,名稱;資料集描述;發行時間;核定字號;主管機關;管理機關;管理會成員;任務;基金來源;檔案下載_PDF,行政院國家發展基金管理會
申請國發基金投資之公司營運計畫書電腦格式,28264,申請國發基金投資之公司營運計劃書參考內容，提供予申請公司依產業狀況不同及草創或增資等階投不同做適當內容調整。,資料名稱;資料集描述;內容;PDF檔案,行政院國家發展基金管理會
行政院國家發展基金加強投資中小企業實施方案及執行情形,28265,有關方案執行情形、執行單位、方案額度、投資範圍、投資評估與管理等相關規定。,資料集名稱;開辦日期;執行單位;匡列金額(新台幣億元);至109.3.31累計轉投資家數;至109.3.31累計轉投資金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
行政院國家發展基金加強投資文化創意產業實施方案及執行情形,28266,有關方案執行情形、執行單位、方案額度、投資範圍 、投資評估與管理等相關規定。,資料集名稱;開辦日期;執行單位;匡列金額(新台幣億元);至109.3.31累計轉投資家數;至109.3.31轉投資金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
行政院國家發展基金加強投資策略性服務業實施方案及執行情形,28267,介紹方案執行情形、執行單位、方案額度、投資範圍 、投資評估與管理等相關規定。,資料集名稱;開辦日期;執行單位;匡列金額(新台幣億元);投資期限;至109.3.31累計轉投資家數;至109.3.31累計轉投資金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
行政院國家發展基金加強投資策略性製造業實施方案及辦理情形,28268,有關方案執行情形、執行單位、方案額度、投資範圍 、投資評估與管理等相關規定。,資料集名稱;開辦日期;執行單位;匡列金額(新台幣億元);投資期限;至109.3.31累計轉投資家數;至109.3.31累計轉投資金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
輔導中小企業升級貸款要點及貸放情形,28269,輔導中小企業升級貸款貸放情形，包括貸款總額度、基金出資額度、累計核准件數、累計核准金額及要點檔案下載等。,貸款項目;開辦日期;貸款總額度(新台幣億元);基金出資額度(新台幣億元);108.6.28累計核准件數;108.6.28累計核准金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
購置自動化機器設備優惠貸款要點及貸放情形,28270,介紹購置自動化機器設備優惠貸款(第十期)貸款要點內容，包括資金額度、貸款對象、貸款範圍、辦理單位、貸款額度及利率等相關規定。,貸款項目;開辦日期;貸款總額度(新台幣億元);國發基金出資額度(新台幣億元);108.6.28累計核准件數;108.6.28累計核准金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
振興傳統產業優惠貸款要點及貸放情形,28271,介紹振興傳統產業貸款(第4期)貸款要點內容，包括資金額度、貸款對象、貸款範圍、辦理單位、貸款額度及利率等相關規定。,貸款項目;開辦日期;貸款總額度(新台幣億元);基金出資額度(新台幣億元);108.6.28累計核准件數;108.6.28累計核准金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
協助企業併購專案融資要點及貸放情形,28272,介紹協助企業併購專案融資要點內容，包括資金額度、貸款對象、貸款範圍、辦理單位、貸款額度及利率等相關規定。,貸款項目;開辦日期;貸款總額度(新台幣億元);國發基金出資額度(新台幣億元);108.6.28累計核准件數;108.6.28累計核准金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
因應貿易自由化產業振興輔導優惠貸款要點及貸放情形,28273,介紹因應貿易自由化產業振興輔導優惠貸款要點內容，包括資金額度、貸款對象、貸款範圍、辦理單位、貸款額度及利率等相關規定。,貸款項目;開辦日期;貸款總額度(新台幣億元);基金出資額度(新台幣億元);108.12.31累計核准件數;108.12.31累計核准金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
綠能與產業設備輸出貸款要點及貸放情形,28274,介紹綠能與產業設備輸出貸款要點內容，包括資金額度、貸款對象、貸款範圍、辦理單位、貸款額度及利率等相關規定。,貸款項目;開辦日期;貸款總額度(新台幣億元);國發基金出資額度(新台幣億元);108.6.28累計核准件數;108.6.28累計核准金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
民營事業污染防治設備低利貸款要點及貸放情形,28275,介紹民營事業污染防治設備低利貸款(第六期)貸款要點內容，包括資金額度、貸款對象、貸款範圍、辦理單位、貸款額度及利率等相關規定。,貸款項目;開辦日期;貸款總額度(新台幣億元);國發基金出資額度(新台幣億元);108.6.28累計核准件數;108.6.28累計核准金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
購置節約能源設備優惠貸款要點及貸放情形,28276,介紹購置節約能源設備優惠貸款(第二期)貸款要點內容，包括資金額度、貸款對象、貸款範圍、辦理單位、貸款額度及利率等相關規定。,貸款項目;開辦日期;貸款總額度(新台幣億元);國發基金出資額度(新台幣億元);108.6.28累計核准件數;108.6.28累計核准金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
機器設備輸出貸款要點及貸放情形,28277,介紹機器設備輸出融資計畫(第四期)要點內容，包括資金額度、貸款對象、貸款範圍、辦理單位、貸款額度及利率等相關規定。,貸款項目;開辦日期;貸款總額度(新台幣億元);國發基金出資額度(新台幣億元);108.12.31累計核准件數;108.12.31累計核准金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
海外投資融資貸款要點及貸放情形,28278,介紹海外投資融資(第九期)貸款要點內容，包括資金額度、貸款對象、貸款範圍、辦理單位、貸款額度及利率等相關規定。,貸款項目;開辦日期;貸款總額度(新台幣億元);國發基金出資額度(新台幣億元);108.12.31累計核准件數;108.12.31累計核准金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
加強推動台商回台投資專案貸款要點及貸放情形,28279,介紹加強推動台商回台投資專案貸款(第二期)貸款要點內容，包括資金額度、貸款對象、貸款範圍、辦理單位、貸款額度及利率等相關規定。,貸款項目;開辦日期;貸款總額度(新台幣億元);基金出資額度(新台幣億元);108.6.28累計核准件數;108.6.28累計核准金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
促進東部地區產業發展優惠貸款要點及貸放情形,28280,介紹促進東部地區產業發展優惠貸款要點內容，包括資金額度、貸款對象、貸款範圍、辦理單位、貸款額度及利率等相關規定。,貸款項目;開辦日期;貸款總額度(新台幣億元);國發基金出資額度(新台幣億元);108.12.31累計核准件數;108.12.31累計核准金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
協助天然災區住宅修繕貸款要點及貸放情形,28281,介紹協助天然災區住宅修繕貸款要點內容，包括資金額度、貸款對象、貸款範圍、辦理單位、貸款額度及利率等相關規定。,貸款項目;開辦日期;貸款總額度(新台幣億元);基金出資額度(新台幣億元);108.12.31累計核准件數;108.12.31累計核准金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
促進民間參與公共建設優惠貸款要點及貸放情形,28282,介紹促進民間參與公共建設優惠貸款要點內容，包括資金額度、貸款對象、貸款範圍、辦理單位、貸款額度及利率等相關規定。,貸款項目;開辦日期;貸款總額度(新台幣億元);國發基金出資額度(新台幣億元);108.12.31累計核准件數;108.12.31累計核准金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
促進服務業發展優惠貸款要點及貸放情形,28283,介紹促進服務業發展優惠貸款貸放情形、要點內容，包括資金額度、貸款對象、貸款範圍、辦理單位、貸款額度及利率等相關規定。,貸款項目;開辦日期;貸款總額度(新台幣億元);國發基金出資額度(新台幣億元);105.6.30累計核准件數;105.6.30累計核准金額(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
行政院國家發展基金投資創業投資事業之審查及管理要點及辦理情形,28284,介紹國發基金審查創業投資事業及管理相關內容，包括適用範圍、申請流程、投資限制、經營管理、投資標的等相關規定。,資料集名稱;開辦日期;截至108.12.31累計轉投資創業投資事業家數;截至108.12.31累計轉投資金額(新台幣億元);截至108.12.31創業投資事業累計轉投資事業家數;截至108.12.31創業投資事業累計轉投資事業(新台幣億元);要點檔案下載_PDF,行政院國家發展基金管理會
行政院國家發展基金投資臺灣生技產業起飛行動方案－生技創業投資事業之審查及管理要點,28285,介紹國發基金審查生技創業投資事業及管理相關內容，包括辦理目的、執行原則、申請資格、審查及撥款程序、投資後管理等相關規定。,名稱;資料集描述;訂定日期;辦理目的;匡列金額;檔案下載_PDF,行政院國家發展基金管理會
台紐共同投資創業投資基金審查及管理要點,28286,介紹國發基金審查台紐共同投資創業投資事業及管理相關內容，包括執行方式、執行原則、申請條件、審查及撥款程序、投資後管理等相關規定。,名稱;資料集描述;訂定日期;執行依據;匡列金額;執行期間;檔案下載_PDF,行政院國家發展基金管理會
行政院國家發展基金推動創業拔萃方案投資計畫之審查及管理要點,28287,介紹國發基金審查創業拔萃方案投資計畫及管理相關內容，包括辦理依據及目的、執行期間、管理團隊資格、執行原則、獲利分享機制、申請流程等相關規定。本計畫自103.9.18通過實施，計畫期間為3年，目前本計畫已結案不受理申請。,名稱;資料集描述;訂定日期;辦理目的;執行期間;檔案下載_PDF,行政院國家發展基金管理會
行政院國家發展基金推動「台灣矽谷科技基金投資計畫 」作業要點,28288,介紹國發基金台灣矽谷科技基金投資計畫作業要點內容，包括辦理依據及目的、執行額度及期間、管理團隊資格、執行原則、獲利分享機制、申請流程等相關規定。,資料集名稱;訂定日期;辦理目的;匡列金額;執行期間;檔案下載_PDF,行政院國家發展基金管理會
行政院國家發展基金創業天使計畫,28289,介紹計畫內容，包括計畫額度、辦理方式、個案額度、申請資格、申請文件、審議機制及回饋機制等相關規定。,名稱;資料集描述;發行時間;管理機關;主管機關;執行機構;計畫目的;計劃額度(億元);執行期間;檔案下載_PDF;檔案下載_DOCX;檔案下載_ODT,行政院國家發展基金管理會
國土空間發展策略計畫：國土空間結構全國階層,28468,臺灣天然地形與地貌型塑國土空間結構及發展朝向「三軸、海環、離島」。,資料名稱;發布時間;資料敘述;檔案格式;全文網址;檔案下載,國家發展委員會
國土空間發展策略計畫：國土空間結構區域階層,28470,據國際所形成城市區域競爭態勢來看，分析具國際競爭力之城市區域為三大城市區域及東部區域,資料名稱;發布時間;資料敘述;檔案格式;全文網址;檔案下載,國家發展委員會
國家發展委員會機構典藏館藏目錄,28526,提供國發會及其前身經建會、經合會、經社會自1960年來所出版品之圖書類目錄資訊，俾利產官學各界查詢利用；經由此目錄，可連結至國發會出版品數位典藏系統，並提供全文可供瀏覽、下載利用。,序號;系統編號;主要題名;頁碼;作者;出版者;出版年;國際標準書號;政府出版品統一編號,國家發展委員會
國家發展委員會圖書室外文圖書館藏目錄,28527,提供國發會圖書室圖書類館藏目錄資訊，俾利產官學各界查詢利用,序號;書名;作者;出版者;出版年;版本項;面數;國際標準書號(ISBN),國家發展委員會
國家發展委員會圖書室中文圖書館藏目錄,28528,提供國發會圖書室中文圖書類館藏目錄資訊，俾利產官學各界查詢利用,序號;書名;作者;出版者;出版年;版本項;面數;國際標準書號/ISBN,國家發展委員會
中央行政機關室內公共區域免費手機充電站查詢服務,28592,行政院及所屬各級機關(構)、全國各地方縣市政府為提升為民服務品質，及滿足民眾外出活動或洽公等候的手機充電需求， 於各地選定部分iTaiwan熱點近處設置免費手機充電站，包含洽公場所、旅遊景點、交通運輸節點、文教館所、公立醫院等，提供民眾免費手機充電服務，民眾可利用本資料集查詢且快速找到免費手機充電站的相關資訊。,主管機關;地區;充電站名稱;地址;緯度;經度,國家發展委員會
離島建設基金補助計畫清單,28600,離島建設基金補助澎湖、金門、連江、屏東、臺東縣政府計畫清單,序號;縣市別;主管機關;計畫名稱;離島基金補助金額/千元,國家發展委員會
國家發展委員會檔案管理局中文簡介,30921,簡介國家發展委員會檔案管理局沿革、組織、職掌業務、目標與各項服務資訊等內容。另提供該項資料清單。,序號;年度;月份;名稱;全文網址,國家發展委員會檔案管理局
機關共通性檔案保存年限基準(GRS)運用指引,30922,提供機關共通性檔案保存年限基準(GRS)之運用指引，包括由來、簡介、運用、未來展望。,目次;內容;製作者;資料下載網址;頁碼,國家發展委員會檔案管理局
通過國家發展委員會檔案管理局公文及檔案管理資訊系統驗證名單,30923,提供歷年通過國家發展委員會檔案管理局公文及檔案管理資訊系統驗證機關名單。,機關名稱;產品名稱;產品版本;驗證範圍;通過日期,國家發展委員會檔案管理局
全國政府機關電子公布欄公告資訊,30924,提供行政院所屬各部會行總處局署、各直轄市及縣市政府張貼使用之公告資訊。,序號;發文機關;發文字號;主旨;發文日期;登載日期;截止日期,國家發展委員會檔案管理局
Web版公文製作系統表單範本,30943,公開於文書編輯共通服務平台網站提供全國使用者下載使用公文製作。,項次;表單類別;表單範本名稱;表單下載網址,國家發展委員會檔案管理局
國家檔案徵集計畫,30945,為建構國家檔案多元典藏特色，採系統性、計畫性方式逐步徵集國家檔案，爰訂定國家檔案徵集計畫(109至112年)，計畫內容包括國家檔案徵集整體架構、國家檔案審選原則及基準、國家檔案徵集成果、國家檔案審選及移轉策略與作業期程等，作為國家檔案徵集全面指導方針及作業準據。,目次;內容;製作者;資料下載網址;頁碼,國家發展委員會檔案管理局
上級機關審核所屬檔案銷毀目錄作業指引,30946,提供上級機關審核所屬檔案銷毀目錄作業指引，包括查核重點、輔導所屬應改善事項、審核意見與後續處置。另提供該項資料清單。,目次;內容;製作者;下載網址;頁碼,國家發展委員會檔案管理局
機關檔案編目作業指引,30949,提供機關檔案編目之作業指引，包括名詞解釋、各媒體類型檔案編目原則、注意事項與範例。另提供該項資料清單。,目次;內容;製作者;資料下載網址;頁碼,國家發展委員會檔案管理局
電子檔案格式資料介紹,30960,電子檔案格式資料介紹，內容包括電子檔案格式、檔案格式版本及其簡易說明,電子檔案格式;檔案格式版本;簡易說明,國家發展委員會檔案管理局
電子檔案線上百科研究報告,31007,電子檔案線上百科研究報告，內容包括電子檔案相關研究報告,年度;撰寫人;電子檔案研究報告名稱;網址,國家發展委員會檔案管理局
電子檔案保存實驗室年度服務統計,31008,電子檔案保存實驗室年度服務統計，內容包括每年電子檔案轉置、媒體銷毀、技術服務諮詢等數量,年度;電子檔案轉置數量;媒體銷毀數量;技術服務諮詢數量,國家發展委員會檔案管理局
國家檔案典藏數量成果統計,31013,國家檔案典藏數量成果統計，內容包括檔案來源機關、國家發展委員會檔案管理局典藏量(單位:公尺)、授權原機關代管典藏量(單位:公尺)。,檔案來源機關;國家發展委員會檔案管理局典藏量;授權原機關代管典藏量;授權第三機關代管典藏量;其他,國家發展委員會檔案管理局
機關檔案目錄匯入數量成果統計,31014,機關檔案目錄匯入數量成果統計，內容包括檔案目錄彙送機關代碼、檔案目錄彙送機關名稱、現行檔案目錄件數及回溯編目建檔之檔案目錄件數等。,檔案目錄彙送機關;現行檔案目錄;回溯編目建檔之檔案目錄,國家發展委員會檔案管理局
檔案法令彙編,31015,計收錄檔案法及相關子法等27則供參考。,序號;法令層級;名稱;異動日期;主管機關;負責組室;連結網址,國家發展委員會檔案管理局
國家檔案數量與內容大要,31173,為便捷國家檔案之應用，讓使用者能快速瞭解本局典藏之國家檔案概況，按季統計各類檔案典藏情形，就現藏國家檔案之來源機關、內容大要、起迄期間及檔案長度整理說明。,國家檔案分類;全宗名稱;內容大要;起訖期間_民國年;檔案長度_單位:公尺,國家發展委員會檔案管理局
國家檔案典藏新訊,31175,為促進各界瞭解國家檔案入藏情形，本局自99年起按季提供最新典藏訊息，介紹每季完成徵集之國家檔案來源機關、內容大要、起迄期間及檔案長度。,徵集期間;國家檔案分類;來源機關;內容大要;起訖期間_民國年;長度_單位:公尺,國家發展委員會檔案管理局
國家檔案典藏數量成果,31176,為便捷國家檔案之應用，讓使用者能快速瞭解本局所典藏之國家檔案概況，爰訂定國家檔案分類表，共分為19個類別，統計各類別典藏長度，並繪製圖表進行介紹。,國家檔案分類號;類目名稱;典藏長度_單位:公尺,國家發展委員會檔案管理局
國家檔案保存維護中心介紹,31177,國家檔案保存維護中心，包括紙質檔案修護室、檔案描述及數位化作業室、多媒體檔案工作室、檔案媒材體驗區等空間功能擇要介紹,中心各區域名稱;各區域介紹;製作者;資料下載網址;頁碼,國家發展委員會檔案管理局
國家發展委員會檔案管理局職員學歷、年齡、官等性別統計報表,31178,包含本局職員之學歷、年齡、官等性別等各項統計。,職等;學歷年齡及性別之統計;人數,國家發展委員會檔案管理局
國家發展委員會檔案管理局編制表,31179,內容包含編制職員之職稱、官等、職等及員額等。,職稱;官等;職等;員額;備考,國家發展委員會檔案管理局
檔案半年刊,31180,提供檔案管理學術研究與經驗交流園地，強化檔案管理專業與技術發展，內容包括「專論」、「實務」及「新訊」等專欄之目錄及摘要。,卷期;出版年月;目次;作者;題名,國家發展委員會檔案管理局
圖書自動化系統書目資料,31293,本局於102年搬遷行政院新莊聯合辦公大樓，並於1樓國家檔案閱覽中心建置圖書館自動化系統，將本局典藏檔案管理相關圖書供民眾現場查詢閱覽。書目資料欄位包含登錄號、題名、作者及出版者。,登錄號;題名;作者;出版者,國家發展委員會檔案管理局
檔案支援教學網主題檔案瀏覽統計,31294,本局建置「檔案支援教學網」（Archival Resources for Teaching，簡稱ART），提供高中職教師挑選適用之國家檔案影像應用於教學教材中，使檔案應用得與學校教育結合，將檔案內涵與應用融入學校課程。本網站主題檔案瀏覽統計係分年分月統計民眾點選各主題瀏覽的資料次數。,年度;月份;主題1:民國38年以前國共兩黨的合作與衝突;主題2:臺灣光復初期的接收與治理;主題3:民國38年以前國家重大發展：抗日戰爭;主題4:民國38 年以後臺灣政治發展;主題5:民國34年至70年臺灣經濟發展;主題6:民國34年至87年臺灣議會與地方自治發展;主題7:臺灣農工業發展與轉型,國家發展委員會檔案管理局
