資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
福建高等法院金門分院108年度單位決算,117998,福建高等法院金門分院108年度單位決算,,福建高等法院金門分院
臺灣花蓮地方法院108年12月份會計月報,118001,歲入累計表等表件,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止分配預算數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;保留數_4;分配數預算餘額_5;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;截至本月止累計分配數_1;應付數;保留數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,臺灣花蓮地方法院
臺灣桃園地方法院108年單位決算,118005,臺灣桃園地方法院108年單位決算,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;預算年度;以前年度轉入數_應收數;以前年度轉入數_保留數;本年度減免註銷數_應收數;本年度減免註銷數_保留數;本年度實現數_應收數;本年度實現數_保留數;本年度調整數_應收數;本年度調整數_保留數;本年度未結清數_應收數;本年度未結清數_保留數;以前年度轉入數_應付數;本年度減免註銷數_應付數;本年度實現數_應付數;本年度調整數_應付數;本年度未結清數_應付數;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額,臺灣桃園地方法院
臺灣基隆地方法院108年12月份會計月報,118006,108年12月份會計月報：歲入累計表等10張,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止分配預算數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;保留數_4;分配數預算餘額_5;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;截至本月止累計分配數_1;應付數;保留數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,臺灣基隆地方法院
108年度臺灣南投地方法院單位決算(XML),118010,108年度臺灣南投地方法院單位決算(XML),會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;預算年度;以前年度轉入數_應收數;以前年度轉入數_保留數;本年度減免註銷數_應收數;本年度減免註銷數_保留數;本年度實現數_應收數;本年度實現數_保留數;本年度調整數_應收數;本年度調整數_保留數;本年度未結清數_應收數;本年度未結清數_保留數;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額;url_link,臺灣南投地方法院
臺灣高等法院臺中分院109年度會計月報,118046,臺灣高等法院臺中分院109年度會計月報,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;業務計畫或工作計畫;經資門;執行數;會計分類;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;基金別;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;金額_本月數;金額_累計數;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;預算項目;預算執行數;調整數;會計收支;會計科目,臺灣高等法院臺中分院
法官學院109年度會計月報,118051,法官學院109年度會計月報,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,法官學院
臺灣桃園地方法院108年12月份會計報告,118061,臺灣桃園地方法院108年12月份會計報告,,臺灣桃園地方法院
臺灣高雄少年及家事法院108年度決算,118069,臺灣高雄少年及家事法院108年度決算,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;預算年度;以前年度轉入數_應收數;以前年度轉入數_保留數;本年度減免註銷數_應收數;本年度減免註銷數_保留數;本年度實現數_應收數;本年度實現數_保留數;本年度調整數_應收數;本年度調整數_保留數;本年度未結清數_應收數;本年度未結清數_保留數;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額;url_link,臺灣高雄少年及家事法院
108年度臺灣新北地方法院單位決算,118073,108年度臺灣新北地方法院單位決算,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;預算年度;以前年度轉入數_應收數;以前年度轉入數_保留數;本年度減免註銷數_應收數;本年度減免註銷數_保留數;本年度實現數_應收數;本年度實現數_保留數;本年度調整數_應收數;本年度調整數_保留數;本年度未結清數_應收數;本年度未結清數_保留數;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額;url_link,臺灣新北地方法院
108年度臺灣高等法院單位決算,118084,108年度臺灣高等法院單位決算,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;預算年度;以前年度轉入數_應收數;以前年度轉入數_保留數;本年度減免註銷數_應收數;本年度減免註銷數_保留數;本年度實現數_應收數;本年度實現數_保留數;本年度調整數_應收數;本年度調整數_保留數;本年度未結清數_應收數;本年度未結清數_保留數;以前年度轉入數_應付數;本年度減免註銷數_應付數;本年度實現數_應付數;本年度調整數_應付數;本年度未結清數_應付數;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額;url_link,臺灣高等法院
108年12月司法院及所屬各級法院之終結案件資料與欄位說明,118089,108年12月司法院及所屬各級法院之終結案件資料，資料提供格式請參閱「司法統計系統資料欄位說明」,,司法院
109年度臺灣澎湖地方法院1至12月會計月報,118108,109年度臺灣澎湖地方法院1至12月會計月報,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;業務計畫或工作計畫;經資門;執行數;會計分類;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;基金別;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;金額_本月數;金額_累計數;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;預算項目;預算執行數;會計收支;會計科目,臺灣澎湖地方法院
臺灣臺中地方法院109年度會計月報,118110,臺灣臺中地方法院109年度會計月報,,臺灣臺中地方法院
臺灣高等法院花蓮分院108年度單位決算(XML及PDF),118138,臺灣高等法院花蓮分院108年度單位決算(XML及PDF),會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額;url_link,臺灣高等法院花蓮分院
臺灣花蓮地方法院109年1月份會計月報,118139,歲入累計表等表件,,臺灣花蓮地方法院
臺灣宜蘭地方法院108年度單位決算,118150,臺灣宜蘭地方法院108年度單位決算,,臺灣宜蘭地方法院
109年度1月份會計月報,118151,會計月報10張： 平衡表、歲入累計表、經費累計表、以前年度歲入轉入數累計表、歲出用途別累計表、繳付公庫數分析表、公庫撥入數分析表、收入支出表、長期投資、固定資產、遞耗資產及無形資產變動表、預算執行及會計收支對照表。,,臺灣宜蘭地方法院
臺灣高等法院臺南分院109年會計月報,118157,臺灣高等法院臺南分院109年會計月報,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,臺灣高等法院臺南分院
臺灣高雄少年及家事法院109年01月份會計月報,118184,臺灣高雄少年及家事法院109年01月份會計月報,,臺灣高雄少年及家事法院
臺灣高雄少年及家事法院108年12月份會計月報,118185,臺灣高雄少年及家事法院108年12月份會計月報,,臺灣高雄少年及家事法院
臺灣臺中地方法院108年度決算,118189,臺灣臺中地方法院108年度決算,,臺灣臺中地方法院
臺灣新竹地方法院109年度會計月報,118224,臺灣新竹地方法院109年度會計月報（歲入累計表、經費累計表、以前年度歲入轉入數累計表、以前年度歲出轉入數累計表、歲出用途別累計表、繳付公庫數分析表、公庫撥入數分析表、平衡表、收入支出表、長期投資固定資產遞耗資產及無形資產變動表、預算執行與會計收支對照表）,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數;預算項目;預算執行數;會計收支;會計科目,臺灣新竹地方法院
臺中高等行政法院109年1月份會計月報,118227,臺中高等行政法院109年1月份會計月報,,臺中高等行政法院
108年12月份會計月報,118237,108年12月份會計月報,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止分配預算數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;保留數_4;分配數預算餘額_5;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;截至本月止累計分配數_1;應付數;保留數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,智慧財產法院
公務員懲戒委員會108年度單位決算,118275,公務員懲戒委員會108年度決算相關資料,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額;url_link,公務員懲戒委員會
臺灣士林地方法院單位決算(108年度起),118278,臺灣士林地方法院單位決算,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;預算年度;以前年度轉入數_應收數;以前年度轉入數_保留數;本年度減免註銷數_應收數;本年度減免註銷數_保留數;本年度實現數_應收數;本年度實現數_保留數;本年度調整數_應收數;本年度調整數_保留數;本年度未結清數_應收數;本年度未結清數_保留數;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額;url_link,臺灣士林地方法院
最高法院108年度12月份會計月報,118289,最高法院108年度12月份會計月報,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止分配預算數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;保留數_4;分配數預算餘額_5;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;截至本月止累計分配數_1;應付數;保留數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;用途別科目;支付累計數;項目;經資門;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,最高法院
臺灣高雄地方法院108年度單位決算,118332,臺灣高雄地方法院108年度單位決算,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;預算年度;以前年度轉入數_應收數;以前年度轉入數_保留數;本年度減免註銷數_應收數;本年度減免註銷數_保留數;本年度實現數_應收數;本年度實現數_保留數;本年度調整數_應收數;本年度調整數_保留數;本年度未結清數_應收數;本年度未結清數_保留數;以前年度轉入數_應付數;本年度減免註銷數_應付數;本年度實現數_應付數;本年度調整數_應付數;本年度未結清數_應付數;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額;url_link,臺灣高雄地方法院
臺中高等行政法院108年度單位決算,118344,臺中高等行政法院108年度單位決算,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額;url_link,臺中高等行政法院
臺灣屏東地方法院108年度單位決算,118359,臺灣屏東地方法院108年度單位決算,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;預算年度;以前年度轉入數_應收數;以前年度轉入數_保留數;本年度減免註銷數_應收數;本年度減免註銷數_保留數;本年度實現數_應收數;本年度實現數_保留數;本年度調整數_應收數;本年度調整數_保留數;本年度未結清數_應收數;本年度未結清數_保留數;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額,臺灣屏東地方法院
最高法院108年度單位決算,118438,XML,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額;url_link,最高法院
高雄高等行政法院108年度單位決算,118443,高雄高等行政法院108年度單位決算,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額;url_link,高雄高等行政法院
109年1月司法院及所屬各級法院之終結案件資料與欄位說明,118465,109年1月司法院及所屬各級法院之終結案件資料，資料提供格式請參閱「司法統計系統資料欄位說明」,,司法院
109年度臺灣新北地方法院1-12月份會計報告,118474,109年度臺灣新北地方法院1-12月份會計報告,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數;預算項目;預算執行數;會計收支;會計科目,臺灣新北地方法院
臺灣彰化地方法院109年度會計報告,118483,臺灣彰化地方法院會計報告(自104年1月起提供開放),會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;業務計畫或工作計畫;經資門;執行數;會計分類;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;基金別;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;金額_本月數;金額_累計數;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;預算項目;預算執行數;會計收支;會計科目,臺灣彰化地方法院
臺中高等行政法院109年2月份會計月報,118515,臺中高等行政法院109年2月份會計月報,,臺中高等行政法院
