資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
國軍生產及服務作業基金決算書表,21663,國軍生產及服務作業基金決算，每年計有「平衡表明細」、「收支決算」、「現金流量決算表」及「餘絀扱補決算表」等報表。,https://www.mnd.gov.tw/newUpload/files/%e5%9c%8b%e8%bb%8d%e7%94%9f%e7%94%a2%e5%8f%8a%e6%9c%8d%e5%8b%99%e4%bd%9c%e6%a5%ad%e5%9f%ba%e9%87%91103%e5%b9%b4%e6%b1%ba%e7%ae%97%e8%a1%a8.rar;https://www.mnd.gov.tw/NewUpload/201709/105%E5%B9%B4%E5%B9%B3%E8%A1%A1%E8%A1%A8%E6%98%8E%E7%B4%B0.xml;https://www.mnd.gov.tw/NewUpload/201709/105%E5%B9%B4%E6%94%B6%E6%94%AF%E6%B1%BA%E7%AE%97.xml;https://www.mnd.gov.tw/NewUpload/201709/105%E5%B9%B4%E7%8F%BE%E9%87%91%E6%B5%81%E9%87%8F%E6%B1%BA%E7%AE%97%E8%A1%A8%E6%98%8E%E7%B4%B0.xml;https://www.mnd.gov.tw/NewUpload/201709/105%E5%B9%B4%E9%A4%98%E7%B5%80%E6%92%A5%E8%A3%9C%E6%B1%BA%E7%AE%97%E8%A1%A8%E6%98%8E%E7%B4%B0.xml;http://www.mnd.gov.tw/NewUpload/201809/106%E5%B9%B4%E5%9C%8B%E8%BB%8D%E7%94%9F%E7%94%A2%E5%8F%8A%E6%9C%8D%E5%8B%99%E4%BD%9C%E6%A5%AD%E5%9F%BA%E9%87%91%E6%B1%BA%E7%AE%97%E6%9B%B8(%E5%AF%A9%E5%AE%9A%E7%89%88)_471993.pdf;http://www.mnd.gov.tw/NewUpload/201908/107%E5%B9%B4%E5%9C%8B%E8%BB%8D%E7%94%9F%E7%94%A2%E5%8F%8A%E6%9C%8D%E5%8B%99%E4%BD%9C%E6%A5%AD%E5%9F%BA%E9%87%91%E6%B1%BA%E7%AE%97%E6%9B%B8(%E5%AF%A9%E5%AE%9A%E7%89%88)_474153.pdf;http://www.mnd.gov.tw/NewUpload/202003/108%E5%B9%B4%E5%9C%8B%E8%BB%8D%E7%94%9F%E7%94%A2%E5%8F%8A%E6%9C%8D%E5%8B%99%E4%BD%9C%E6%A5%AD%E5%9F%BA%E9%87%91%E6%B1%BA%E7%AE%97%E5%A0%B1%E8%A1%A8%20_333252.pdf,國防部
國防部所屬會計報告,21707,國防部單位預算會計報告,https://www.mnd.gov.tw/newUpload/files/%e5%9c%8b%e9%98%b2%e9%83%a8%e6%89%80%e5%b1%ac104%e5%b9%b41%e8%87%b37%e6%9c%88%e6%9c%83%e8%a8%88%e5%a0%b1%e5%91%8a.rar;https://www.mnd.gov.tw/NewUpload/201805/%E5%9C%8B%E9%98%B2%E9%83%A8%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(107%E5%B9%B41%E6%9C%88%E4%BB%BDXML)_203708_205961.zip;https://www.mnd.gov.tw/NewUpload/201805/%E5%9C%8B%E9%98%B2%E9%83%A8%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(107%E5%B9%B43%E6%9C%88%E4%BB%BD)_222781.PDF;https://www.mnd.gov.tw/NewUpload/201806/%E5%9C%8B%E9%98%B2%E9%83%A8%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(107%E5%B9%B44%E6%9C%88%E4%BB%BD)_451697.PDF;https://www.mnd.gov.tw/NewUpload/201807/%E5%9C%8B%E9%98%B2%E9%83%A8%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(107%E5%B9%B45%E6%9C%88%E4%BB%BD)_565180.PDF;https://www.mnd.gov.tw/NewUpload/201808/%E5%9C%8B%E9%98%B2%E9%83%A8%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(107%E5%B9%B46%E6%9C%88%E4%BB%BD)_464711.PDF;https://www.mnd.gov.tw/NewUpload/201809/%E5%9C%8B%E9%98%B2%E9%83%A8%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(107%E5%B9%B47%E6%9C%88%E4%BB%BD)_181944.PDF;https://www.mnd.gov.tw/NewUpload/201811/%E5%9C%8B%E9%98%B2%E9%83%A8%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(107%E5%B9%B48%E6%9C%88%E4%BB%BD)_150202.PDF;https://www.mnd.gov.tw/NewUpload/201812/%E5%9C%8B%E9%98%B2%E9%83%A8%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(107%E5%B9%B410%E6%9C%88%E4%BB%BD)_231086.PDF;https://www.mnd.gov.tw/NewUpload/201901/%E5%9C%8B%E9%98%B2%E9%83%A8%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(107%E5%B9%B411%E6%9C%88%E4%BB%BD)_480337.PDF;https://www.mnd.gov.tw/NewUpload/201905/%E5%9C%8B%E9%98%B2%E9%83%A8%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(108%E5%B9%B42%E6%9C%88%E4%BB%BD)_084807.pdf;https://www.mnd.gov.tw/NewUpload/201905/%E5%9C%8B%E9%98%B2%E9%83%A8%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(108%E5%B9%B43%E6%9C%88%E4%BB%BD)_090808.pdf;https://www.mnd.gov.tw/NewUpload/201907/%E5%9C%8B%E9%98%B2%E9%83%A8%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(108%E5%B9%B45%E6%9C%88%E4%BB%BD)_584265.PDF;https://www.mnd.gov.tw/NewUpload/201908/%E5%9C%8B%E9%98%B2%E9%83%A8%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(108%E5%B9%B46%E6%9C%88%E4%BB%BD)_443223.PDF;https://www.mnd.gov.tw/NewUpload/201908/%E5%9C%8B%E9%98%B2%E9%83%A8%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(108%E5%B9%B47%E6%9C%88%E4%BB%BD)_445085.PDF;http://www.mnd.gov.tw/NewUpload/202004/%E5%9C%8B%E9%98%B2%E9%83%A8109%E5%B9%B4%E5%BA%A61-3%E6%9C%88%E4%BB%BD%E8%BE%A6%E7%90%86%E6%94%BF%E7%AD%96%E5%AE%A3%E5%B0%8E%E7%9B%B8%E9%97%9C%E4%B9%8B%E5%BB%A3%E5%91%8A%E8%AA%BF%E6%9F%A5%E8%A1%A8_260053.pdf;http://www.mnd.gov.tw/NewUpload/202003/%E5%9C%8B%E9%98%B2%E9%83%A8%E6%89%80%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(109%E5%B9%B402%E6%9C%88%E4%BB%BD)_525392.pdf;http://www.mnd.gov.tw/NewUpload/202004/%E5%9C%8B%E9%98%B2%E9%83%A8%E6%89%80%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(109%E5%B9%B403%E6%9C%88%E4%BB%BD)_114416.pdf;http://www.mnd.gov.tw/NewUpload/202004/%E5%9C%8B%E9%98%B2%E9%83%A8%E6%89%80%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(109%E5%B9%B403%E6%9C%88%E4%BB%BD)_315887.odg;http://www.mnd.gov.tw/NewUpload/202006/%E5%9C%8B%E9%98%B2%E9%83%A8%E6%89%80%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(109%E5%B9%B404%E6%9C%88%E4%BB%BD)_274237.pdf;http://www.mnd.gov.tw/NewUpload/202007/%E5%9C%8B%E9%98%B2%E9%83%A8%E6%89%80%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(109%E5%B9%B405%E6%9C%88%E4%BB%BD)_015808.rar;http://www.mnd.gov.tw/NewUpload/202008/%E5%9C%8B%E9%98%B2%E9%83%A8%E6%89%80%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(109%E5%B9%B406%E6%9C%88%E4%BB%BD)_205861.rar;http://www.mnd.gov.tw/NewUpload/202009/%E5%9C%8B%E9%98%B2%E9%83%A8%E6%89%80%E5%96%AE%E4%BD%8D%E9%A0%90%E7%AE%97%E6%9C%83%E8%A8%88%E5%A0%B1%E5%91%8A(109%E5%B9%B407%E6%9C%88%E4%BB%BD)_174850.pdf,國防部
國軍營舍及設施改建基金會計月報,23087,國軍營舍及設施改建基金會計月報,,國防部
國防部年度單位預算,24438,國防部各年度單位預算(法定),,國防部
國防部年度單位決算,24439,國防部各年度單位決算,,國防部
國防業務報告,24440,國防部各項公開業務報告,會期;目錄;內容;附件,國防部
國防部暨所屬出版品目錄,24455,103~107年國防部暨所屬出版品目錄,國防部至所屬機關　出版年月：民國103年01月～民國104年06月（包含尚在出刊之期刊資料）　出版品類別：全部　資料類型：全部,國防部
「國防部政府資料開放諮詢小組」會議紀錄,24665,本部政府資料開放諮詢小組定期會議簡報與紀錄,xmlData,國防部
國軍軍醫志願役衛勤人員緊急救護技術證照持照率統計表,24851,EMT-1、EMT-2、EMT-P、技術證照、持照率,單位;EMT-1;EMT-2;EMT-P,國防部
戒菸門診服務資訊,24852,提供國軍醫院各戒菸門診服務資訊。,單位;門診時段;電話,國防部
菸害檳榔小常識,24853,提供菸害檳榔小常識資訊。,名稱;項次;內容;致癌倍率,國防部
中華民國忠烈將士資料,26417,國民革命忠烈祠供奉自民國元年以前革命死難者，及民國元年以後凡討袁、護法，東征、北伐、討逆、剿匪、抗日、戡亂等護國戰役，為國捐軀之忠烈將士資料。,牌位號碼;烈士姓名;祭祀地點;階級;時期;備考;死難年;死難月;死難日;籍貫省分;籍貫城市,國防部
國防部政府資料開放行動策略,28159,配合行政院頒定創意臺灣 (ide@ Taiwan 2020) 政策白皮書，建立政府資料開放諮詢機制、完備信賴資料開放環境、公私跨域合作應用推廣等3項具體作法，爰訂定本部行動策略，期引領國防部各機關深化推動資料開放作業。,,國防部
國防報告書,28166,國防部依國防法第30條：「國防部應根據國家目標、國際一般情勢、軍事情勢、國防政策、國軍兵力整建、戰備整備、國防資源與運用、全民國防等，定期提出國防報告書」。,出版年度;分類;中文;英文;漫畫,國防部
資料盤點成果,30303,本部所屬資料開放盤點成效,系統;資料庫或計畫名稱；系統;資料庫或計畫內容描述；使用對象；蒐集資料項目；資料分類；現況；不能開放之理由；已開放 / 預定開放日期；管理單位；備註,國防部
優惠專案,30916,提供三軍軍官俱樂部母親節優惠資訊,優惠活動內容簡介;優惠日期;連絡方式,國防部
軍事譯著,30917,提供軍事譯著書籍出版資訊,書籍;內容簡介;作者;出版單位;出版日期;定價;展售地點;書名;發行日期;發行單位;展售處,國防部
國防部推動跨機關服務及合作,31688,跨機關合作項目數,合作機關;合作項目;成立年月及成效統計,國防部
國防部公務出國報告目錄,31689,國防部公務出國報告目錄,,國防部
1985諮詢服務專線,31690,本專線24小時受理國軍官兵、眷屬權益受損案件及諮詢國防相關事務,國防部「1985諮詢服務專線」案件統計表;,國防部
國軍歷史文物館,31691,提供國軍歷史文物館參觀人數統計資訊。,年度;月份;開放天數;參觀人次;備考,國防部
國軍檔案管理手冊,31697,提供國防部檔案管理資訊,國防部檔案分類與附則等9章落實國軍檔案制度並貫徹檔管效能,國防部
委託法人團體從事研發產製維修作業,31708,行政院所屬各機關應依國防政策，結合民間力量，發展國防科技工業，獲得武器裝備，以自製為優先，向外採購時，應落實技術轉移，達成獨立自主之國防建設。,xmlData,國防部
軍事機關限制性貨品輸入簽審作業,31710,軍事機關申請限制性貨品輸入簽審作業要點及範例說明。,作業要點;規定及範例說明,國防部
管有土地無運用計畫,33392,管有土地無運用計畫土地清冊，公告範圍以無運用計畫土地所載內容，主要內容有土地坐落、面積、來源等資料,土地坐落;面積;來源;獲得時間,國防部
改善官兵生活設施及工作環境工程基本資料,33426,改善官兵生活設施、工作環境工程基本資料，公告範圍以工地 工程告示牌所載內容，主要內容有工程名稱、設計單位、施工廠商等資料,,國防部參謀本部
三軍軍官俱樂部,33427,提供三軍軍官俱樂部資訊,三軍軍官俱樂部,國防部參謀本部
全民國防教育工作計畫,33465,本部辦理全民國防教育工作年度規劃,全民國防教育工作計畫,國防部參謀本部
全民國防教育考核評鑑計畫,33466,本部辦理全民國防教育考核評鑑工作實施規劃,全民國防教育考核評鑑計畫,國防部參謀本部
全民國防教育寒、暑期戰鬥營,33467,為推動各級學校全民國防教育，並採「多元教學」與「寓教於樂」方式，結合國防專業與軍事特色，辦理暑期戰鬥營活動，藉實訓、實作、實況，引導青年學子體驗國防事務，強化國防建設對國家整體安全重要性之認知，建立全民國防信念，激發防衛國家意識。,xmlData,國防部參謀本部
全民國防教育傑出貢獻獎,33468,為鼓勵政府機關（構）、學校、團體及個人積極參與「全民國防教育」工作，特訂定本要點,全民國防教育傑出貢獻獎選拔表揚作業要點相關規定,國防部參謀本部
推動全民國防教育暨宣導募兵制,33469,為提供高中(職)學校與軍事院校、部隊間之交流管道，規劃走入校園活動，藉由交流互動、雙向溝通，融入「全民國防教育」及「募兵制」政策說明，增進青年學子對國防事務的認同與支持，以招募優質國防人才，扎根全民國防理念。,國防部推動全民國防教育暨宣導募兵制走入校園活動實施規定,國防部參謀本部
全民國防南沙研習營,33470,本部辦理南沙研習營活動各校報名表內容,全民國防南沙研習營簡章,國防部參謀本部
軍法專刊,34045,提供軍法專刊各期目錄,http://www.mnd.gov.tw/NewUpload/202006/軍法專刊62卷1至6期目錄_571346.pdf;http://www.mnd.gov.tw/NewUpload/202006/軍法專刊63卷1至6期目錄_573751.pdf;http://www.mnd.gov.tw/NewUpload/202006/軍法專刊64卷1至6期目錄_574938.pdf;http://www.mnd.gov.tw/NewUpload/202006/軍法專刊65卷1至6期目錄_580368.pdf;http://www.mnd.gov.tw/NewUpload/202006/軍法專刊66卷1至2期目錄_582334.pdf,國防部參謀本部
國防部法規會相關資訊,34066,提供國防部法規會設置要點、委員名冊及法規異動資訊,法規名稱：國防部法規會設置要點;http://www.mnd.gov.tw/NewUpload/202006/國防部現行法規、行政規則異動累計表(10904)_412021.pdf,國防部參謀本部
國防部國家賠償事件處理會相關資訊,34068,提供國防部國家賠償事件處理會請求流程、請求書格式及收結情形表,http://www.mnd.gov.tw/NewUpload/202006/國防部國家賠償請求流程圖_470293.pdf;http://www.mnd.gov.tw/NewUpload/202006/國防部國家賠償請求書格式及填寫須知_472198.odt;http://www.mnd.gov.tw/NewUpload/202006/105年國防部國家賠償事件收結情形表_475851.pdf;http://www.mnd.gov.tw/NewUpload/202006/106年國防部國家賠償事件收結情形表_481413.pdf;http://www.mnd.gov.tw/NewUpload/202006/107年國防部國家賠償事件收結情形表_482449.pdf;http://www.mnd.gov.tw/NewUpload/202006/108年國防部國家賠償事件收結情形表_484099.pdf,國防部參謀本部
國防部訴願審議會相關資訊,34072,提供國防部訴願審議會言詞辯論作業要點、訴願書格式及訴願決定書,國防部訴願審議會言詞辯論作業要點 (民國 101 年 10 月 31 日 修正);http://www.mnd.gov.tw/NewUpload/202006/國防部訴願審議會訴願書格式及填寫須知_575924.odt;http://www.mnd.gov.tw/NewUpload/202006/國防部105年訴願決定書_583456.pdf;http://www.mnd.gov.tw/NewUpload/202006/國防部106年訴願決定書_584545.pdf;http://www.mnd.gov.tw/NewUpload/202006/國防部107年訴願決定書_585767.pdf;http://www.mnd.gov.tw/NewUpload/202006/國防部108年訴願決定書_591149.pdf,國防部參謀本部
國軍老舊眷村改建基金附屬單位決算,34075,國軍老舊眷村改建基金附屬單位決算,預算數;決算數;比較增減,國防部參謀本部
國軍老舊眷村改建基金會計月報,34076,國軍老舊眷村改建基金會計月報,,國防部參謀本部
利益衝突迴避法宣導情形,36749,為加強國軍人員對公職人員利益衝突迴避法之知能，本部自103年起結合財產申報講習，併同辦理全軍公職人員利益衝突迴避法宣導講習。本資料集彙整歷年宣導講習之授課簡報。,,國防部參謀本部
國防部示範樂隊年度訓練成果發表巡迴音樂會,37782,提供年度訓練成果發表巡迴音樂會相關資訊,演出資訊;內容簡介;演出時間;地點;費用,國防部參謀本部
國軍醫院就醫收費標準,37783,國軍醫院就醫收費標準,類別;項目;掛號費;部份;合計;攜帶證件,國防部參謀本部
國軍醫院計程車行叫車服務電話,37784,國軍醫院計程車行叫車服務電話,序號;計程車行名稱(筆劃排序);叫車專線;備考,國防部參謀本部
國軍醫院杏林溫情,37785,國軍醫院杏林溫情,,國防部參謀本部
國軍醫院醫療新知,37789,國軍醫院醫療新知,序號;標題;發布單位;發布日期;作者;內容;,國防部參謀本部
國軍醫院榮譽事蹟,37790,國軍醫院榮譽事蹟,序號;標題;發布單位;發布日期;,國防部參謀本部
軍備局執行國防科技學術合作計畫研究項目基本資料,37807,本中心執行國防科技學術合作計畫研究項目基本資料，公告範圍以研究計畫所載內容，主要內容有研究項目、需求單位、研究期程、研究經費及委託研究執行機構及計畫款源等資料,,國防部參謀本部
軍備局生產製造中心產品型錄,37808,本中心為拓展軍備產品銷售市場及提升推介廣度，提供本中心產品型錄供刊載，公告範圍以產品型錄所載內容為主，說明項目計有生產廠別、產品項目、簡介、性能諸元、圖示、新式軍品及其他產品等項,,國防部參謀本部
軍備局睦鄰捐助計畫暨執行成效,37814,位於國軍主要武器訓練場、實彈射擊危險影響區域及油料庫、彈藥庫、彈藥庫營區外燒、爆燬場所在之地方，依實彈射擊及遂行油料、彈藥勤務造成人民生活影響程度，酌予捐助睦鄰經費，委由地方政府辦理，藉以改善其相關生活設施，促進地方發展，以確保國軍戰訓任務及油料、彈藥勤務正常實施，維護國防安全。,,國防部參謀本部
軍備局規格鑑測中心檢校合作協定書,37815,國防部軍備局與經濟部標準檢驗局為秉持資源共享及能量互補理念，加強技術合作，學術交流及資源共享，以期提升研究水準、增強專業知能，並使人員及儀器設備發揮最大效益；在不影響雙方原有檢驗任務前提下，特訂本協定。,,國防部參謀本部
國防大學招生、考選簡章,37911,提供國防大學碩博士班、正期班、志願役預備軍士官等招生相關資訊。,,國防部參謀本部
國防大學考選規定,37912,提供國防大學深造教育等考選相關資訊,,國防部參謀本部
國防大學入學須知,37913,提供學員生入學相關須知,xmlData,國防部參謀本部
國防大學生活須知,37914,提供學員生在校生活相關須知,,國防部參謀本部
國防大學莒光日教學,37915,提供教職官、學員生、軍、士官、兵、文職即聘雇人員在校時師莒光日教學作法等,,國防部參謀本部
國防大學軍歌競賽,37916,藉競賽方式落實軍歌推廣與教唱，激發團隊精神與士氣，以發揮無形戰力之目的,,國防部參謀本部
國防大學參與元旦升旗典禮,37917,規劃各校區學生代表參加升旗典禮及「國防部示範樂隊、三軍儀隊」序幕表演等相關活動,,國防部參謀本部
國防大學校園參訪辦法,37918,規劃校友或單位申請參訪國防大學活動相關辦法,xmlData,國防部參謀本部
國防大學文宣投稿活動,37919,教職員、學員生及軍、士官、兵、文職、聘雇等人員踴躍投稿，藉由優良作品之推廣，提昇本校文宣成效,xmlData,國防部參謀本部
國防大學社團活動,37920,提供社團宗旨、願景及運作目標,,國防部參謀本部
國防大學申訴評議,37921,提供學生（含研究生）申訴管道及處理申訴案件,xmlData,國防部參謀本部
國防大學教育課程,37922,提供學員生課程規劃及授課資訊,xmlData,國防部參謀本部
國防大學德行考核,37923,提供學員生在校期間對國家忠誠、品德、才能、生活及人格特質等具體言行表現，實施評鑑考核，做為輔導教育及留優汰劣之依據,xmlData,國防部參謀本部
國防大學復興崗學報,37924,復興崗校區軍事、新聞相關學術研究期刊,,國防部參謀本部
國防大學空權與國防學術研討,37925,以學術研究角度探討共軍軍事戰略及我空軍戰略等，驗證學術研究成效,,國防部參謀本部
國防大學通識教育期刊,37926,探討通識課程與通識教育等相關學術研究,,國防部參謀本部
國防大學軍人武德與品格教育學術研討,37927,探討國共兩軍軍人武德、武德典範及武德精神等相關學術研究,,國防部參謀本部
陸軍人才招募資料,37937,陸軍人才招募資料,xmlData,國防部參謀本部
陸軍預算及科目表,37938,陸軍公開預算,,國防部參謀本部
陸軍法律服務業務,37939,陸軍法律服務業務,xmlData,國防部參謀本部
陸軍航空噪音業務,37940,陸軍航空噪音業務,,國防部參謀本部
陸軍暑期戰鬥營,37941,陸軍暑期戰鬥營,,國防部參謀本部
軍人儲蓄獎券中獎號碼,40011,軍人儲蓄獎券中獎號碼、中獎額度,http://www.mnd.gov.tw/newUpload/files/%e8%bb%8d%e4%ba%ba%e5%84%b2%e8%93%84%e7%8d%8e%e5%88%b8%e4%b8%ad%e7%8d%8e%e8%99%9f%e7%a2%bc.rar,國防部參謀本部
