資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
中央研究院資訊服務處107年線上資料庫教育訓練課程,89250,中央研究院資訊服務處107年線上資料庫教育訓練課程,課程分類;課程名稱;開課日期;時數;堂數;課程大綱,資訊服務處
中央研究院國際事處各類講座及必修課程,89256,中央研究院國際事處各類講座及必修課程,講座;影音連結,國際事務處
中央研究院數位學習專區課程清單,89304,中央研究院數位學習專區課程清單,課程類型;課程分類第一層;課程分類第二層;課程名稱;課程時數(分鐘);認證時數(小時);終身課程類別;課程連結網址,資訊服務處
中央研究院外籍人士國籍統計表(研究人員及研究技術人員),89427,中央研究院外籍人士國籍統計表(研究人員及研究技術人員),單位國別;現有人數;美國;馬來西亞;日本;德國;韓國;印度;加拿大;瑞典;法國;香港;荷蘭;奧地利;瑞士;合 計;外籍人士佔各所現有員額百分比;各組外籍人士百分比,人事室
中央研究院廉政會報會議紀錄,89433,本院為配合政府推動各項廉政工作、端正政風，促進廉政效能，特設中央研究院廉政會報，其任務為：本院廉政工作之規劃事項、本院廉政工作之諮詢事項、本院廉政工作執行情形之督導及考核事項、本院廉政教育與宣導之規劃及審議事項、其他有關端正機關風紀及促進廉政事項。本資料集係本院103-106年歷年廉政會報會議之紀錄。,YEAR;DATE;PLACE;RECORD,政風室
中央研究院研究人員及研究技術人員人數統計表,89437,中央研究院研究人員及研究技術人員人數統計表,研究人員特聘研究員;研究人員研究員;研究人員副研究員;研究人員助研究員;研究人員研究助理;研究人員助理;研究技術人員研究技師;研究技術人員研究副技師;研究技術人員研究助技師;研究技術人員技術助理,人事室
中央研究院原住民與身心障礙者人數統計表,89444,中央研究院原住民與身心障礙者人數統計表,原住民實際進用人數;身心障礙實際進用人數,人事室
中央研究院編制內人員年齡統計表,89445,中央研究院編制內人員年齡統計表,;29歲以下;30至39 歲;40至49 歲;50至59 歲;60至69 歲;70歲以上;平均年齡,人事室
中央研究院編制內人員性別統計表,89447,中央研究院編制內人員性別統計表,分類;職級;男;女,人事室
中央研究院編制內人員學歷統計表,89448,中央研究院編制內人員學歷統計表,;博士;碩士;學士;學士以下,人事室
中央研究院編制內現有行政、技術人員員額分析表,89450,中央研究院編制內現有行政、技術人員員額分析表,;109年2月29日在職人數;一級以上主管;考試分發列管;機要缺;商調或遴補中;借調他機關;其他,人事室
中央研究院歷年公職人員財產申報人數統計表,89511,中央研究院歷年公職人員財產申報人數統計表,年度;就(到)職申報人數;卸(離)職申報人數;代理申報人數;定期申報人數(A);使用授權作業人數(B);授權人數比例(B/A);總共人數,政風室
中央研究院與國外文件傳遞服務歷年統計資料(2008-),89544,中央研究院與國外文件傳遞服務歷年統計資料,年度;完成影印件數;完成影印頁數;完成借書件數;完成總計件數;總申請件數;完成比率,資訊服務處
中央研究院資訊服務處RapidILL館際互借服務歷年統計資料(201504-),89555,提供中央研究院資訊服務處RapidILL館際互借歷年服務統計資料,年度;申請完成件數;申請完成頁數;被申請完成件數;被申請完成頁數;申請完成百分比率;被申請完成百分比率,資訊服務處
中央研究院歷年公職人員財產申報實質審核及抽籤比例統計表,89613,中央研究院歷年公職人員財產申報實質審核及抽籤比例統計表,年度;主管機關政風機關(構);辦理實質審查公開抽籤之政風機關(構);受理申報人數(A);經公開抽籤實質審核件數(B);抽籤比例(B)/(A);前後年度比對件數(C);抽籤比例(C/B);備註,政風室
中央研究院資訊業務諮議委員會歷屆名單,89620,中央研究院資訊業務諮議委員會歷屆名單,屆別;姓名;組別;職稱;任期;兼任身份,資訊服務處
中央研究院科學研究基金附屬單位決算,89677,中央研究院科學研究基金決算書表,年度;網址,主計室
中央研究院科學研究基金會計月報,89686,中央研究院科學研究基金會計月報,年度;網址,主計室
國史館107年7月會計月報,89695,國史館107年7月會計月報資料,,國史館
國史館107年7月特別預算會計月報,89699,國史館107年7月特別預算會計月報資料,,國史館
中央研究院出版品整合書目資料,89753,本院出版品整合書目資料,單位;ISBN/ISSN;編號;書名;編著者;定價(元);重量(公克);分類號 (CIP);精裝/平裝;初版日期;尺寸( 寬*高)cm;頁數;版別;*簡介,學術及儀器事務處
國史館臺灣文獻館107年度7月份會計月報,89784,國史館臺灣文獻館107年度7月份會計月報資料,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,國史館臺灣文獻館
中央研究院歷年出國及赴大陸地區計畫執行情形-基金,89812,中央研究院歷年出國及赴大陸地區計畫執行情形-基金,年度;網址,主計室
中央研究院單位決算,89815,中央研究院單位決算,年度;網址,主計室
中央研究院公務會計月報,89819,中央研究院公務會計月報,年度;網址,主計室
中央研究院歷年前瞻特別預算決算,89821,中央研究院歷年前瞻特別預算決算,年度;網址,主計室
中央研究院電子週報歷年資料集,89839,中央研究院提供電子週報歷年資料集,發行日期;期數;網址,秘書處
中央研究院歷年對民間團體及個人補捐助經費,89840,中央研究院歷年對民間團體及個人補捐助經費報告表,年度;名稱;連結網址,主計室
中央研究院院本部保有個人資料檔案公開項目,89844,提供中央研究院院本部保有個人資料檔案公開項目,項目;個人資料檔案名稱;保有依據;個人資料類別;保有單位,資訊服務處
中央研究院王世杰院長科普講座,89890,中央研究院提供王世杰院長科普講座,日期;主講人;講題;主持人;影音連結,秘書處
中央研究院歷年政策建議書,89918,中央研究院組織法明訂，中央研究院院士有「籌議國家學術研究方針」之職權。院士們出席本院定期舉行之院士會議、評議會、國內院士季會等大型會議，會中均曾就各重要科技學術議題加以討論，並提出建議。為進一步落實職責並將作業制度化，本院將不定期針對科技學術及相關社會重要議題，由院長遴選院士及國內外相關領域之專家學者組成研究小組，共同研擬討論，並出版報告提出建議。,政策建議主題;出版年月;網址,秘書處
中央研究院歷年檔案保管數量統計,90048,中央研究院歷年檔案保管數量統計,類別;歸檔件數,秘書處
中央研究院檔案閱覽抄錄複製收費標準-檔案複製收費標準表,90049,依「中央研究院檔案申請應用作業須知」第13點閱覽、抄錄或複製檔案，依國家發展委員會檔案管理局所訂定之檔案閱覽抄錄複製收費標準辦理；閱覽、抄錄檔案每二小時以收取新台幣二十元為原則，不足二小時，以二小時計算。其另需提供郵寄服務者，郵遞費用以實支數額計算，每次並加收處理費新台幣五十元。有關收費所開立之收據併同檔案複製品於檔案應用完畢後交與申請人。,服務類型;外觀形式;複製或交付方式;複製格式;收費標準(依原檔案外觀型式為計價單位，以新臺幣計價);備註,秘書處
中央研究院檔案管理與應用資訊,90050,中央研究院秘書處檔案管理與應用資訊,法規名稱;最後更新日期;下載網址,秘書處
中央研究院歷年科技移轉件數及總收入統計表,90101,有關本院自104年至108年底，每年之科技移轉件數及總收入,年;科技移轉件數(件);科技移轉總收入(萬元),智財技轉處
中央研究院歷年私人企業出資委託或合作計畫件數及實收經費統計表,90102,有關本院自104年至108年，每年之私人企業出資委託或合作計畫件數及實收經費統計表,年;私人企業出資委託或合作計畫件數(件);私人企業出資委託或合作計畫實收經費(萬元),智財技轉處
中央研究院歷年獲證之專利清單,90103,有關本院自104年至108年，每年獲證之專利清單,序號;覽號;發明人;專利名稱;申請國家;申請國別,智財技轉處
中央研究院學術及儀器事務處業務職掌,90292,本院學術及儀器事務處業務職掌,序號;職掌;Tasks,學術及儀器事務處
總統府108年度單位預算案,90593,總統府108年度單位預算案,,總統府
中央研究院科研採購公告招標之決標資料,90711,中央研究院科研採購公告招標107年1月份決標,標案編號;標案名稱;採購單位;公告標案金額;決標金額;決標比;得標廠商;決標日期,總務處
中央研究院院士名單,90716,中央研究院現有院士284人，其中數理科學組70人、工程科學組60人、生命科學組96人、人文及社會科學組58人（國內98人、國外 171人、大陸及港澳地區15人）。院士為終身名譽職。,組別;中文姓名;First Name;Last Name,秘書處
中央研究院科研採購之逕行採購標案資料,90754,中央研究院科研採購之逕行採購標案資料(按月統計公布),編號;標案名稱;決標金額;承攬廠商;決標日期,總務處
中央研究院南港院區王大閎設計建築物清單,90756,中央研究院南港院區王大閎設計建築物清單,Building;Building permit;Architect;city;district;longitude;latitude;note,總務處
中央研究院科研採購統計資訊,90764,中央研究院科研採購統計資訊 (依採購單位進行統計),單位名稱;公開招標;逕行採購;合計件數,總務處
中央研究院綜合體育館設施表,90765,中央研究院綜合體育館設施表,設施名稱;位置;場地內容;開放時間,總務處
中央研究院學術活動中心設施表,90767,中央研究院學術活動中心設施表,名稱;電話;開放時間;位置;間數;管理規定,總務處
中央研究院垃圾不落地清運表,90803,中央研究院垃圾不落地清運表，其中含有各所收取垃圾的地點經緯度座表以及時間。,位置;時間;經度;緯度,總務處
中央研究院紀念館及美術館資訊,90804,中央研究院紀念館及美術館資訊,館名;電話;地址;開放時間,總務處
中央研究院綜合體育館入館清潔費及場地使用收費標準,90805,中央研究院綜合體育館入館清潔費及場地使用收費標準,館名;電話;地址;開放時間,總務處
中央研究院公用AED位置,90808,中央研究院公用AED位置的經緯度座標。,地點;經度;緯度,總務處
中央研究院指定吸菸區位置,90809,因中央研究院全院禁止吸菸，提供部分可吸菸區域等經緯度座標。,位置;經度;緯度,總務處
中央研究院哺乳室位置,90810,中央研究院哺乳室位置之經緯度座標。,地點;經度;緯度,總務處
中央研究院科研採購無法決標公告,90822,中央研究院107年8月份科研採購無法決標公告,案號;採購案名稱;原因;公告日期,總務處
中央研究院停車收費標準,90823,中央研究院停車收費標準,收費種類;收費對象;一般停車區;優惠停車區;備註說明,總務處
中央研究院學術活動中心會議場地收費標準,90826,中央研究院學術活動中心會議場地收費標準,單位;大禮堂;第一會議室;第二會議室;第三會議室;第四會議室;第五會議室;平面演講室,總務處
中央研究院錢思亮院長科普講座,90841,中央研究院提供錢思亮院長科普講座,日期;主講人;講題;主持人;影音連結,秘書處
中央研究院朱家驊院長科普講座,90846,中央研究院提供朱家驊院長科普講座,日期;主講人;講題;主持人;影音連結,秘書處
中央研究院蔡元培院長科普講座,90847,中央研究院提供蔡元培院長科普講座,日期;主講人;講題;主持人;影音連結,秘書處
中央研究院吳大猷院長科普講座,90848,中央研究院提供吳大猷院長科普講座,日期;主講人;講題;主持人;影音連結,秘書處
中央研究院胡適院長科普講座,90849,中央研究院提供胡適院長科普講座,日期;主講人;講題;主持人;影音連結,秘書處
中央研究院歷年度單位預算,90852,中央研究院歷年度單位預算,Year;Type;Link,主計室
中央研究院歷年度附屬單位預算,90855,中央研究院歷年度附屬單位預算,Year;Type;Link,主計室
中央研究院藝文活動,90859,中央研究院提供藝文活動列表,日期;活動名稱;說明網址,秘書處
中央研究院知識饗宴系列電子書,90860,中央研究院提供知識饗宴系列電子書,出版日期;名稱;連結,秘書處
中央研究院2018年全院各處所用水紀錄表,90925,中央研究院2018年全院各處所用水紀錄表,各處所;應收度數,總務處
中央研究院2018年全院各處所用電紀錄表,90926,中央研究院2018年全院各處所用電紀錄表,各處所;度數;電號;,總務處
中央研究院法規會相關資料,91077,歷屆法規會相關資料,資料名稱;日期;網址,法制處
國史館107年8月會計月報,91096,國史館107年8月會計月報資料,,國史館
國史館107年8月特別預算會計月報,91097,國史館107年8月特別預算會計月報資料,,國史館
中央研究院院訊,91475,中央研究院提供院訊及電子報,發行日期;期數;網址,秘書處
中央研究院院本部會議行事曆,91476,中央研究院提供院本部會議行事曆,eventID;instCode;eventName;eventNameEn;eventNameShort;startDate;startTime;endDate;endTime;location;locationEn;hostName;hostNameEn;speakerName;speakerNameEn;eventCategory;others;linkUrl;eventMemo;isFellowsEvent;isPopScience;eventState;latestUpdateTime,秘書處
中央研究院數理科學組會議行事曆,91478,中央研究院提供數理科學組會議行事曆,eventID;instCode;eventName;eventNameEn;eventNameShort;startDate;startTime;endDate;endTime;location;locationEn;hostName;hostNameEn;speakerName;speakerNameEn;eventCategory;others;linkUrl;eventMemo;isFellowsEvent;isPopScience;eventState;latestUpdateTime,秘書處
中央研究院生命科學組會議行事曆,91480,中央研究院提供生命科學組會議行事曆,eventID;instCode;eventName;eventNameEn;eventNameShort;startDate;startTime;endDate;endTime;location;locationEn;hostName;hostNameEn;speakerName;speakerNameEn;eventCategory;others;linkUrl;eventMemo;isFellowsEvent;isPopScience;eventState;latestUpdateTime,秘書處
中央研究院人文科學組會議行事曆,91481,中央研究院提供人文科學組會議行事曆,eventID;instCode;eventName;eventNameEn;eventNameShort;startDate;startTime;endDate;endTime;location;locationEn;hostName;hostNameEn;speakerName;speakerNameEn;eventCategory;others;linkUrl;eventMemo;isFellowsEvent;isPopScience;eventState;latestUpdateTime,秘書處
108年度國史館單位預算案,91517,108年度國史館單位預算案,,國史館
中央研究院廉政倫理事件登錄案件統計表,91523,中央研究院廉政倫理事件登錄案件統計表,年度;受贈財物總案數;政風單位留存;列為機關財物;轉贈慈善單位;退回受贈財物;其他,政風室
中央研究院辦理社會參與一覽表,91524,中央研究院辦理社會參與一覽表,日期;活動;網址,政風室
中央研究院院區開放資訊,91555,中央研究院提供當年院區開放服務及交通指引資訊,資料;連結,秘書處
中央研究院人文組知識饗宴科普講座,91557,中央研究院提供人文組知識饗宴科普講座,日期;主講人;講題;主持人;影音連結,秘書處
中央研究院多媒體中英文簡介,91570,中央研究院多媒體中英文簡介,名稱;連結,秘書處
中央研究院中英文簡介網頁版及電子書,91571,中央研究院中英文簡介網頁版及電子書,出版日期;名稱;連結,秘書處
中央研究院數理組知識饗宴科普講座,91572,中央研究院提供數理組知識饗宴科普講座,日期;主講人;講題;主持人;影音連結,秘書處
國史館臺灣文獻館107年度8月份會計月報,91587,國史館臺灣文獻館107年度8月份會計月報資料,,國史館臺灣文獻館
國史館臺灣文獻館108年度單位預算案,91588,國史館臺灣文獻館108年度單位預算案資料,,國史館臺灣文獻館
中央研究院生命組知識饗宴科普講座,91599,中央研究院提供生命組知識饗宴科普講座,日期;主講人;講題;主持人;影音連結,秘書處
中央研究院前瞻計畫核定通過名單一覽表,91614,本院前瞻計畫核定通過名單一覽表,序號;西元年;組別;研究所(處)、中心;計畫編號;計畫名稱(中);計畫名稱(英);計畫主持人(中);計畫主持人(英);職稱(中);職稱(英);執行期間(起);執行期間(迄);備註,學術及儀器事務處
中央研究院生命組單位聯絡清單,91656,提供中央研究院生命組單位聯絡清單,Division;No;DepName;Tel;Fax;Email;Address,資訊服務處
中央研究院院本部單位聯絡清單,91739,提供中央研究院院本部單位聯絡清單,Division;No;DepName;Tel;Fax;Email;Address,資訊服務處
中央研究院數理組單位聯絡清單,91740,提供中央研究院數理組單位聯絡清單,Division;No;DepName;Tel;Fax;Email;Address,資訊服務處
中央研究院人文組單位聯絡清單,91741,提供中央研究院人文組單位聯絡清單,Division;No;DepName;Tel;Fax;Email;Address,資訊服務處
中央研究院歷年統計資料,91860,中央研究院歷年統計資料,Year;Type;Link,主計室
中央研究院利益衝突管理相關資料,92100,利益衝突管理相關資料,資料名稱;日期;網址,法制處
中央研究院與工研院學研合作計畫,92181,中央研究院與工研院學研合作計畫,執行年度;計畫類別;計畫編號;主持人姓名;主持人類別;主持人所屬單位;計畫名稱(中文);計畫名稱(英文);研究期程 (起);研究期程 (迄),學術及儀器事務處
中央研究院資料科學研究計畫,92182,本院資料科學研究計畫,執行年度;計畫類別;計畫編號;主持人姓名;主持人類別;主持人所屬單位;計畫名稱(中文);計畫名稱(英文);研究期程 (起);研究期程 (迄),學術及儀器事務處
榮總三總中研院合作研究計畫,92184,本院與榮總三總合作研究計畫,執行年度;計畫類別;計畫編號;主持人姓名;主持人類別;主持人所屬單位;計畫名稱(中文);計畫名稱(英文);研究期程 (起);研究期程 (迄),學術及儀器事務處
臺灣大學與中研院創新合作計畫,92185,臺灣大學與中研院創新合作計畫,核定年度;計畫類別;計畫編號;主持人姓名;主持人類別;主持人所屬單位;計畫名稱(中文);計畫名稱(英文);研究期程 (起);研究期程 (迄),學術及儀器事務處
中央研究院數位文化中心計畫,92186,本院數位文化中心計畫,執行年度;計畫類別;計畫編號;主持人姓名;主持人類別;主持人所屬單位;計畫名稱(中文);計畫名稱(英文);研究期程 (起);研究期程 (迄),學術及儀器事務處
中央研究院關鍵材料與分析科技研究計畫,92188,本院關鍵材料與分析科技研究計畫,執行年度;計畫類別;計畫編號;主持人姓名;主持人類別;主持人所屬單位;計畫名稱(中文);計畫名稱(英文);研究期程 (起);研究期程 (迄),學術及儀器事務處
中央研究院全院性核心設施及新創儀器計畫,92189,本院全院性核心設施及新創儀器計畫,編號;計畫名稱;計畫主持人;共同主持人;所屬單位,學術及儀器事務處
中央研究院國家生技研究園區生態與環境,92269,國家生技研究園區生態與環境,生態與環境;連結網址,總務處
中央研究院國家生技研究園區計劃概要,92271,國家生技研究園區計劃概要,計劃概要;連結網址,總務處
中央研究院國家生技研究園區工程設計特色,92272,國家生技研究園區工程設計特色,園區設計特色;連結網址,總務處
中央研究院線上簽核比率表,92494,中央研究院線上簽核比率表,報表名稱;年度;月份;電子收文;紙本轉線上簽核數;自創簽稿數;線上簽核數;線上簽核比率,秘書處
中央研究院文書處理法規,92495,中央研究院文書處理法規,法規名稱;最後更新日期;下載網址,秘書處
國史館107年9月會計月報,93190,國史館107年9月會計月報資料,,國史館
國史館107年9月特別預算會計月報,93191,國史館107年9月特別預算會計月報資料,,國史館
中央研究院國際研究生學程歷年招生、錄取、報到人數彙整表,93605,國際研究生學程歷年招生、錄取、報到人數彙整表,年份;申請人數;錄取人數;錄取率(％);報到人數;報到率(％),國際事務處
中央研究院國內學位學程歷年招生、錄取、報到人數彙整表,93608,國內學位學程歷年招生、錄取、報到人數彙整表,年份;申請人數;錄取人數;錄取率(％);報到人數;報到率(％),國際事務處
國史館臺灣文獻館107年度9月份會計月報,93692,國史館臺灣文獻館107年度9月份會計月報資料,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,國史館臺灣文獻館
中央研究院國際組織,93750,世界科學院台灣分會、世界科學院台灣分會,名稱;網頁,國際事務處
中央研究院期刊論文目錄,93886,中央研究院期刊論文目錄,contributor;creator;date;description.sponsorship;description.note;language;publisher;relation;title;type,學術及儀器事務處
中央研究院專書、論文集目錄,93889,本院專書、論文集目錄,contributor;creator;date;description.sponsorship;description.note;language;publisher;relation;title;type,學術及儀器事務處
中央研究院研討會論文目錄,93891,本院研討會論文目錄,contributor;creator;date;description.sponsorship;description.note;language;relation;title;type,學術及儀器事務處
中央研究院其他著作目錄,93892,本院其他著作目錄,contributor;creator;date;description.sponsorship;description.note;language;publisher;relation;title;type,學術及儀器事務處
中央研究院世界科學院台灣分會各獎項得主名單,94003,中央研究院世界科學院台灣分會各獎項得主名單,獲獎名稱;得獎年份;類別;姓名;Name,國際事務處
中央研究院世界科學院台灣分會台灣TWAS 院士,94020,中央研究院世界科學院台灣分會台灣TWAS 院士,名稱;網頁,國際事務處
中央研究院學術活動,94021,中央研究院學術活動,nID;subCatID;title;titleEn;pubDate;linkOut;linkUrl;linkUrlEn;icon_new;catTitle;catTitleEn,資訊服務處
中央研究院學術行政,94022,中央研究院學術行政,nID;subCatID;title;titleEn;pubDate;linkOut;linkUrl;linkUrlEn;icon_new;catTitle;catTitleEn,資訊服務處
中央研究院法規專區,94023,中央研究院法規專區,aID;title;titleEn;contents;contentsEn;insTime;linkUrl;linkUrlEn;subCatID;catTitle;catTitleEn,資訊服務處
中央研究院院新聞稿,94024,中央研究院院新聞稿,nID;subCatID;title;titleEn;pubDate;linkOut;linkUrl;linkUrlEn;icon_new;catTitle;catTitleEn,資訊服務處
中央研究院國際研究生學程各分項學程簡介,94033,中央研究院國際研究生學程各分項學程簡介,學程名稱;Progream Name;簡稱;網址,國際事務處
中央研究院104-109年度各類人員育嬰留職停薪人數統計表,94244,中央研究院104-109年度各類人員育嬰留職停薪人數統計表,項目;104年正編人員;104年臨時人員;105年正編人員;105年臨時人員;106年正編人員;106年臨時人員;107年正編人員;107年臨時人員;108年正編人員;108年臨時人員;109年正編人員;109年臨時人員,人事室
國史館臺灣文獻館107年度10月份會計月報,94705,國史館臺灣文獻館107年度10月份會計月報資料,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,國史館臺灣文獻館
國史館107年10月會計月報,94746,國史館107年10月會計月報資料,,國史館
國史館107年10月特別預算會計月報,94747,國史館107年10月特別預算會計月報資料,,國史館
國史館107年11月會計月報,96258,國史館107年11月會計月報資料,,國史館
國史館107年11月特別預算會計月報,96259,國史館107年11月特別預算會計月報資料,,國史館
國史館臺灣文獻館107年度11月份會計月報,96507,國史館臺灣文獻館107年度11月份會計月報資料,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,國史館臺灣文獻館
國史館臺灣文獻館107年度12月份會計月報,97947,國史館臺灣文獻館107年度12月份會計月報資料,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,國史館臺灣文獻館
國史館107年12月會計月報,98137,國史館107年12月會計月報資料,,國史館
國史館107年12月特別預算會計月報,98138,國史館107年12月特別預算會計月報資料,,國史館
國史館108年1月會計月報,98927,國史館108年1月會計月報資料,,國史館
國史館108年1月特別預算會計月報,98928,國史館10年1月特別預算會計月報資料,,國史館
總統府108年度單位預算(XML),99132,總統府108年度單位預算(XML),,總統府
