資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
93～96年度西南海域海床底質剖面調查,32502,天然氣水合物潛能調查 chirp sonar 探測海床底質剖面,剖面編號;航次編號;領隊;研究船;起始日期;起始時間;結束日期;結束時間;起始編號;結束編號;編號種類;PING_RATE;取樣頻率;記錄長度;特徵描述;Chirp Sonar剖面圖;定位,經濟部中央地質調查所
溫泉露頭調查資料,32504,溫泉名稱、位置、坐標、水溫範圍、離子分析值等屬性資料,編號;溫泉名稱;縣市;x座標;y座標;修正後東經;修正後北緯;高程,經濟部中央地質調查所
中央地質調查所委託資訊服務,32505,委託資訊服務採購契約書,年度;契約書類型;檔案類型;檔案下載,經濟部中央地質調查所
中央地質調查所委託技術服務,32506,委託技術服務採購契約書,年度;契約書類型;檔案類型;檔案下載,經濟部中央地質調查所
中央地質調查所財務採購,32507,財物採購契約書,年度;契約書類型;檔案類型;檔案下載,經濟部中央地質調查所
華僑來臺投資分區月資料統計,32509,各月份核准華僑來臺之分區統計資料,時間(核准年月);地區1(地區代碼);地區2(地區名稱);件數(核准之件數);金額(核准之金額以千美元為單位),經濟部投資審議委員會
中央地質調查所勞務外包,32510,勞務外包採購契約書,年度;契約書類型;檔案類型;檔案下載,經濟部中央地質調查所
華僑來臺投資分業月資料統計,32511,各月份核准華僑來臺之分業統計資料,核准年月;行業代碼;行業名稱;件數;金額-千美元,經濟部投資審議委員會
中央地質調查所委託專業服務,32513,委託專業服務採購契約書,年度;契約書類型;檔案類型;檔案下載,經濟部中央地質調查所
華僑來臺投資分區分業月資料統計,32514,各月份核准華僑來臺之分區分業分業統計資料,核准年月;地區代碼;地區名稱;行業代碼;行業名稱;件數;金額-千美元,經濟部投資審議委員會
外國人來臺投資分區月資料統計,32515,各月份核准外國人來臺之分區統計資料,核准年月;地區代碼;地區名稱;件數;金額-千美元,經濟部投資審議委員會
外國人來臺投資分業月資料統計,32517,各月份核准外國人來臺之分業統計資料,核准年月;行業代碼;行業名稱;件數;金額-千美元,經濟部投資審議委員會
外國人來臺投資分區分業月資料統計,32518,各月份核准外國人來臺之分區分業統計資料,核准年月;地區代碼;地區名稱;行業代碼;行業名稱;件數;金額-千美元,經濟部投資審議委員會
貿易局招標採購評選委員性別比例統計,32519,為配合行政院婦女權益促進委員會所提「各級委員會的組成要符合任一性別不得低於三分之一的原則」及「性別統計分析」，貿易局彙整104年各類研究計畫及招標採購案件評選委員之男女性別比例統計，提供「單位」、「業務名稱」、「時間」、「參加人數合計」、「男性參加人數」、「女性參加人數」及「女性參加比例(%)」等欄位資料，俾利未來辦理性別平等相關業務時運用。,單位;業務名稱;時間;參加人數合計;男性參加人數;女性參加人數;女性參加百分比,經濟部國際貿易局
國外投資分區月資料統計,32520,各月份核准國外投資之分區統計資料,核准年月;地區代碼;地區名稱;件數;金額-千美元,經濟部投資審議委員會
國外投資分業月資料統計,32521,各月份核准國外投資之分業統計資料,核准年月;行業代碼;行業名稱;件數;金額-千美元,經濟部投資審議委員會
國外投資分區分業月資料統計,32522,各月份核准國外投資之分區分業統計資料,核准年月;地區代碼;地區名稱;行業代碼;行業名稱;件數;金額-千美元,經濟部投資審議委員會
對中國大陸投資分區月資料統計,32523,各月份核准對中國大陸之分區統計資料,核准年月;地區代碼;地區名稱;件數;金額-千美元,經濟部投資審議委員會
對中國大陸投資分業月資料統計,32524,各月份核准對中國大陸之分業統計資料,核准年月;行業代碼;行業名稱;件數;金額-千美元,經濟部投資審議委員會
對中國大陸投資分區分業月資料統計,32525,各月份核准對中國大陸之分區分業統計資料,核准年月;地區代碼;地區名稱;行業代碼;行業名稱;件數;金額-千美元,經濟部投資審議委員會
貿易局研討會訊息,32526,貿易局各單位為推動其業務，針對貿易實務、出口管制、貿易糾紛仲裁、市場商機及拓銷等相關議題，舉辦多場研討會、座談會或說明會，並於網站提供政府機關、工商團體、報關業者及出進口廠商（含一般民眾）等採線上報名方式參與。本資料集彙整2014年至目前之資料，包括「項次」、「活動名稱」、「活動開始日期」、「報名狀態」及「線上報名人數」等欄位。,項次;活動名稱;活動開始日期;報名狀態;線上報名人數,經濟部國際貿易局
貿易局為民服務單一窗口,32527,為辦理提升服務品質執行計畫，推動便捷、透明及高效率之服務，貿易局依據人事異動及組織調整，適時更新「為民服務單一窗口(含高辦處)」資料，以達成優質便民服務目標。本資料集提供「單位」、「職稱」、「姓名」、及「電話」等欄位資料。,單位;職稱;姓名;電話,經濟部國際貿易局
經濟合作暨發展組織_OECD會員國,32528,OECD素有WTO智庫之稱，強調以政策對話方式達到跨政府間的經濟合作與發展。OECD原始會員及嗣後獲准加入之新會員目前共計34個國家。為爭取OECD會員對我國推動參與OECD之支持，有必要掌握OECD會員之組成特色。本資料集按OECD會員國之所屬區域經濟整合分布提供序號、分類及會員國等欄資料。,序號;分類;會員國,經濟部國際貿易局
非洲地區駐外單位聯絡資訊,32529,為協助我國廠商（含民眾）在非洲地區商務往來更迅速、活絡與便利，貿易局彙整最新「非洲地區駐外單位聯絡資訊」，以供其詢問經貿相關事務。本資料集包含「駐外地點(中英文)」、「辦事處(中文)」、「辦事處(英文)」、主管(中英文姓名)、「聯絡電話」、「E-mail」、「時差」等欄位。,駐外中英文地點;辦事處中文名稱;辦事處英文名稱;主管中英文姓名;聯絡電話;EMail;時差,經濟部國際貿易局
聲明異議人性別統計,32531,貿易局依貿易法辦理人民因不服貿易裁罰處分之聲明異議事件，此聲明異議屬行政爭訟程序之訴願先行程序。本資料集彙整104年依受裁罰處分之男女性別統計資料，包括年月(YYYMM)、案件人數合計、男性負責人數、男性負責人數比重(%)、女性負責人數、女性負責人數比重(%)等欄位。,年月;案件人數合計;男性負責人數;男性負責人數百分比;女性負責人數;女性負責人數百分比,經濟部國際貿易局
貿易調查委員會_98年2月特定產品之進口量價異常情形,32539,因應我國加入WTO後，市場開放致進口產品對國內產業造成衝擊，經濟部貿易調查委員會自90年起委託台灣經濟研究院分階段建置貿易救濟預警系統。主要挑選歷年來較易發生傾銷案件的產業，並每月編製貿易調查預警速報（自99年12月起變更名稱為產業損害預警監測月報），自民國90年1月起至民國104年12月止共編製180期。相關訊息揭露於貿易調查委員會網站。 其中有關本資料集係上開預警監測速（月）報98年2月之監測結果彙整表，為便於速報使用者快速掌握進口量、價之變動情形，特輔予警示燈號，並依變異程度，區分為：紅燈表該產品可能有異常現象、黃燈表該產品須多加注意及觀察、綠燈表該產品處於正常狀態。其主要內容包括資料期間、產業別、異常類別、異常項目、異常燈號，提供CSV檔案供各界下載。如有相關資料集需求與建議，可透過本平臺意見回饋機制反應。,資料期間;產業別;異常類別;異常項目;異常燈號,經濟部貿易調查委員會
貿易調查委員會_98年3月特定產品之進口量價異常情形,32540,因應我國加入WTO後，市場開放致進口產品對國內產業造成衝擊，經濟部貿易調查委員會自90年起委託台灣經濟研究院分階段建置貿易救濟預警系統。主要挑選歷年來較易發生傾銷案件的產業，並每月編製貿易調查預警速報（自99年12月起變更名稱為產業損害預警監測月報），自民國90年1月起至民國104年12月止共編製180期。相關訊息揭露於貿易調查委員會網站。 其中有關本資料集係上開預警監測速（月）報98年3月之監測結果彙整表，為便於速報使用者快速掌握進口量、價之變動情形，特輔予警示燈號，並依變異程度，區分為：紅燈表該產品可能有異常現象、黃燈表該產品須多加注意及觀察、綠燈表該產品處於正常狀態。其主要內容包括資料期間、產業別、異常類別、異常項目、異常燈號，提供CSV檔案供各界下載。如有相關資料集需求與建議，可透過本平臺意見回饋機制反應。,資料期間;產業別;異常類別;異常項目;異常燈號,經濟部貿易調查委員會
貿易調查委員會_98年4月特定產品之進口量價異常情形,32541,因應我國加入WTO後，市場開放致進口產品對國內產業造成衝擊，經濟部貿易調查委員會自90年起委託台灣經濟研究院分階段建置貿易救濟預警系統。主要挑選歷年來較易發生傾銷案件的產業，並每月編製貿易調查預警速報（自99年12月起變更名稱為產業損害預警監測月報），自民國90年1月起至民國104年12月止共編製180期。相關訊息揭露於貿易調查委員會網站。 其中有關本資料集係上開預警監測速（月）報98年4月之監測結果彙整表，為便於速報使用者快速掌握進口量、價之變動情形，特輔予警示燈號，並依變異程度，區分為：紅燈表該產品可能有異常現象、黃燈表該產品須多加注意及觀察、綠燈表該產品處於正常狀態。其主要內容包括資料期間、產業別、異常類別、異常項目、異常燈號，提供CSV檔案供各界下載。如有相關資料集需求與建議，可透過本平臺意見回饋機制反應。,資料期間;產業別;異常類別;異常項目;異常燈號,經濟部貿易調查委員會
貿易調查委員會_98年5月特定產品之進口量價異常情形,32542,因應我國加入WTO後，市場開放致進口產品對國內產業造成衝擊，經濟部貿易調查委員會自90年起委託台灣經濟研究院分階段建置貿易救濟預警系統。主要挑選歷年來較易發生傾銷案件的產業，並每月編製貿易調查預警速報（自99年12月起變更名稱為產業損害預警監測月報），自民國90年1月起至民國104年12月止共編製180期。相關訊息揭露於貿易調查委員會網站。 其中有關本資料集係上開預警監測速（月）報98年5月之監測結果彙整表，為便於速報使用者快速掌握進口量、價之變動情形，特輔予警示燈號，並依變異程度，區分為：紅燈表該產品可能有異常現象、黃燈表該產品須多加注意及觀察、綠燈表該產品處於正常狀態。其主要內容包括資料期間、產業別、異常類別、異常項目、異常燈號，提供CSV檔案供各界下載。如有相關資料集需求與建議，可透過本平臺意見回饋機制反應。,資料期間;產業別;異常類別;異常項目;異常燈號,經濟部貿易調查委員會
貿易調查委員會_98年6月特定產品之進口量價異常情形,32543,因應我國加入WTO後，市場開放致進口產品對國內產業造成衝擊，經濟部貿易調查委員會自90年起委託台灣經濟研究院分階段建置貿易救濟預警系統。主要挑選歷年來較易發生傾銷案件的產業，並每月編製貿易調查預警速報（自99年12月起變更名稱為產業損害預警監測月報），自民國90年1月起至民國104年12月止共編製180期。相關訊息揭露於貿易調查委員會網站。 其中有關本資料集係上開預警監測速（月）報98年6月之監測結果彙整表，為便於速報使用者快速掌握進口量、價之變動情形，特輔予警示燈號，並依變異程度，區分為：紅燈表該產品可能有異常現象、黃燈表該產品須多加注意及觀察、綠燈表該產品處於正常狀態。其主要內容包括資料期間、產業別、異常類別、異常項目、異常燈號，提供CSV檔案供各界下載。如有相關資料集需求與建議，可透過本平臺意見回饋機制反應。,資料期間;產業別;異常類別;異常項目;異常燈號,經濟部貿易調查委員會
貿易調查委員會_98年7月特定產品之進口量價異常情形,32544,因應我國加入WTO後，市場開放致進口產品對國內產業造成衝擊，經濟部貿易調查委員會自90年起委託台灣經濟研究院分階段建置貿易救濟預警系統。主要挑選歷年來較易發生傾銷案件的產業，並每月編製貿易調查預警速報（自99年12月起變更名稱為產業損害預警監測月報），自民國90年1月起至民國104年12月止共編製180期。相關訊息揭露於貿易調查委員會網站。 其中有關本資料集係上開預警監測速（月）報98年7月之監測結果彙整表，為便於速報使用者快速掌握進口量、價之變動情形，特輔予警示燈號，並依變異程度，區分為：紅燈表該產品可能有異常現象、黃燈表該產品須多加注意及觀察、綠燈表該產品處於正常狀態。其主要內容包括資料期間、產業別、異常類別、異常項目、異常燈號，提供CSV檔案供各界下載。如有相關資料集需求與建議，可透過本平臺意見回饋機制反應。,資料期間;產業別;異常類別;異常項目;異常燈號,經濟部貿易調查委員會
貿易調查委員會_98年8月特定產品之進口量價異常情形,32545,因應我國加入WTO後，市場開放致進口產品對國內產業造成衝擊，經濟部貿易調查委員會自90年起委託台灣經濟研究院分階段建置貿易救濟預警系統。主要挑選歷年來較易發生傾銷案件的產業，並每月編製貿易調查預警速報（自99年12月起變更名稱為產業損害預警監測月報），自民國90年1月起至民國104年12月止共編製180期。相關訊息揭露於貿易調查委員會網站。 其中有關本資料集係上開預警監測速（月）報98年8月之監測結果彙整表，為便於速報使用者快速掌握進口量、價之變動情形，特輔予警示燈號，並依變異程度，區分為：紅燈表該產品可能有異常現象、黃燈表該產品須多加注意及觀察、綠燈表該產品處於正常狀態。其主要內容包括資料期間、產業別、異常類別、異常項目、異常燈號，提供CSV檔案供各界下載。如有相關資料集需求與建議，可透過本平臺意見回饋機制反應。,資料期間;產業別;異常類別;異常項目;異常燈號,經濟部貿易調查委員會
貿易調查委員會_98年9月特定產品之進口量價異常情形,32546,因應我國加入WTO後，市場開放致進口產品對國內產業造成衝擊，經濟部貿易調查委員會自90年起委託台灣經濟研究院分階段建置貿易救濟預警系統。主要挑選歷年來較易發生傾銷案件的產業，並每月編製貿易調查預警速報（自99年12月起變更名稱為產業損害預警監測月報），自民國90年1月起至民國104年12月止共編製180期。相關訊息揭露於貿易調查委員會網站。 其中有關本資料集係上開預警監測速（月）報98年9月之監測結果彙整表，為便於速報使用者快速掌握進口量、價之變動情形，特輔予警示燈號，並依變異程度，區分為：紅燈表該產品可能有異常現象、黃燈表該產品須多加注意及觀察、綠燈表該產品處於正常狀態。其主要內容包括資料期間、產業別、異常類別、異常項目、異常燈號，提供CSV檔案供各界下載。如有相關資料集需求與建議，可透過本平臺意見回饋機制反應。,資料期間;產業別;異常類別;異常項目;異常燈號,經濟部貿易調查委員會
貿易調查委員會_98年10月特定產品之進口量價異常情形,32547,因應我國加入WTO後，市場開放致進口產品對國內產業造成衝擊，經濟部貿易調查委員會自90年起委託台灣經濟研究院分階段建置貿易救濟預警系統。主要挑選歷年來較易發生傾銷案件的產業，並每月編製貿易調查預警速報（自99年12月起變更名稱為產業損害預警監測月報），自民國90年1月起至民國104年12月止共編製180期。相關訊息揭露於貿易調查委員會網站。 其中有關本資料集係上開預警監測速（月）報98年10月之監測結果彙整表，為便於速報使用者快速掌握進口量、價之變動情形，特輔予警示燈號，並依變異程度，區分為：紅燈表該產品可能有異常現象、黃燈表該產品須多加注意及觀察、綠燈表該產品處於正常狀態。其主要內容包括資料期間、產業別、異常類別、異常項目、異常燈號，提供CSV檔案供各界下載。如有相關資料集需求與建議，可透過本平臺意見回饋機制反應。,資料期間;產業別;異常類別;異常項目;異常燈號,經濟部貿易調查委員會
貿易調查委員會_98年11月特定產品之進口量價異常情形,32548,因應我國加入WTO後，市場開放致進口產品對國內產業造成衝擊，經濟部貿易調查委員會自90年起委託台灣經濟研究院分階段建置貿易救濟預警系統。主要挑選歷年來較易發生傾銷案件的產業，並每月編製貿易調查預警速報（自99年12月起變更名稱為產業損害預警監測月報），自民國90年1月起至民國104年12月止共編製180期。相關訊息揭露於貿易調查委員會網站。 其中有關本資料集係上開預警監測速（月）報98年11月之監測結果彙整表，為便於速報使用者快速掌握進口量、價之變動情形，特輔予警示燈號，並依變異程度，區分為：紅燈表該產品可能有異常現象、黃燈表該產品須多加注意及觀察、綠燈表該產品處於正常狀態。其主要內容包括資料期間、產業別、異常類別、異常項目、異常燈號，提供CSV檔案供各界下載。如有相關資料集需求與建議，可透過本平臺意見回饋機制反應。,資料期間;產業別;異常類別;異常項目;異常燈號,經濟部貿易調查委員會
中國鋼鐵股份有限公司申請對自巴西、中國大陸、印度、印尼、韓國及烏克蘭產製進口碳鋼鋼板課徵反傾銷稅、臨時課徵反傾銷稅暨回溯課徵反傾銷稅案產業損害調查公開資料,32549,經濟部貿易調查委員會開放「中國鋼鐵股份有限公司申請對自巴西、中國大陸、印度、印尼、韓國及烏克蘭產製進口碳鋼鋼板課徵反傾銷稅、臨時課徵反傾銷稅暨回溯課徵反傾銷稅案產業損害初步調查公開資料」資料集，歡迎多加應用--我國反傾銷稅案件之調查業務係採財經兩部兩階段（初步及最後階段）分工之雙軌制，除由財政部辦理傾銷初步及最後調查外，由經濟部（貿易調查委員會）辦理產業損害初步及最後調查，相關訊息揭露於貿易調查委員會網站。貿易調查委員會所開放之「中國鋼鐵股份有限公司申請對自巴西、中國大陸、印度、印尼、韓國及烏克蘭產製進口碳鋼鋼板課徵反傾銷稅、臨時課徵反傾銷稅暨回溯課徵反傾銷稅案產業損害初步調查公開資料」資料集，主要包括調查編號、案件名稱、中英文新聞訊息電子檔、調查問卷電子檔、調查報告公開版電子檔等，提供CSV檔案供各界下載。如有相關資料集需求與建議，可透過本平臺意見回饋機制反應。,調查編號;案件名稱;公開資料類別;發布日期;公開資料標題;公開資料內容;公開資料檔案網址,經濟部貿易調查委員會
中國鋼鐵股份有限公司、燁輝企業股份有限公司、裕鐵企業股份有限公司、盛餘股份有限公司、中鴻鋼鐵股份有限公司及欣建工業股份有限公司等6家公司申請對自中國大陸及韓國產製進口特定鍍鋅、鋅合金扁軋鋼品課徵反傾銷稅、臨時課徵反傾銷稅暨回溯課徵反傾銷稅案產業損害調查公開資料,32550,經濟部貿易調查委員會開放「中國鋼鐵股份有限公司、燁輝企業股份有限公司、裕鐵企業股份有限公司、盛餘股份有限公司、中鴻鋼鐵股份有限公司及欣建工業股份有限公司等6家公司申請對自中國大陸及韓國產製進口特定鍍鋅、鋅合金扁軋鋼品課徵反傾銷稅、臨時課徵反傾銷稅暨回溯課徵反傾銷稅案產業損害初步調查公開資料」資料集，歡迎多加應用--我國反傾銷稅案件之調查業務係採財經兩部兩階段（初步及最後階段）分工之雙軌制，除由財政部辦理傾銷初步及最後調查外，由經濟部（貿易調查委員會）辦理產業損害初步及最後調查，相關訊息揭露於貿易調查委員會網站。貿易調查委員會所開放之「中國鋼鐵股份有限公司、燁輝企業股份有限公司、裕鐵企業股份有限公司、盛餘股份有限公司、中鴻鋼鐵股份有限公司及欣建工業股份有限公司等6家公司申請對自中國大陸及韓國產製進口特定鍍鋅、鋅合金扁軋鋼品課徵反傾銷稅、臨時課徵反傾銷稅暨回溯課徵反傾銷稅案產業損害初步調查公開資料」資料集，主要包括調查編號、案件名稱、中英文新聞訊息電子檔、調查問卷電子檔、調查報告公開版電子檔等，提供CSV檔案供各界下載。如有相關資料集需求與建議，可透過本平臺意見回饋機制反應。,調查編號;案件名稱;公開資料類別;發布日期;公開資料標題;公開資料內容;公開資料檔案網址,經濟部貿易調查委員會
園區現況表,32554,為了解園區發展現況及營運變動情形，按季蒐集園區營運資料，編制園區現況表,更新日期;年份;公司登記家數;投資額(億元);營業額(億元);出口額(億臺幣);進口額(億臺幣);員工人數,經濟部加工出口區管理處
加工出口區管理費規費及服務費收費標準,32555,為因應區內廠商經營型態日趨多元化、持續改善園區投資環境及考量維護費用成本之變動，依規費法相關規定定期檢討修正並公告施行，俾使收費標準更符合使用者付費及公平合理原則,檢視或更新日期;名稱;法條數,經濟部加工出口區管理處
97～100年度西南海域反射震測調查,32556,天然氣水合物資源潛能調查2D、3D反射震測測線,測線編號;航次編號;領隊;研究船;起始日期;起始時間;結束日期;結束時間;頻道數;炸測間距;起始編號;結束編號;編號種類;船速;測線長度;取樣頻率;記錄長度;聲源型式;震測剖面圖;定位,經濟部中央地質調查所
台灣自來水公司公文電子交換數量統計表,32557,提供本公司近年公文電子交換數量統計表,年度別;發文總件數;電子發文件數;收文總件數;電子收文件數,台灣自來水股份有限公司
台灣自來水公司檔案管理成果統計表,32558,提供本公司近年線上公文歸檔數量及紙本公文歸檔數量統計表,年度別;紙本歸檔數量;線上歸檔數量;總計,台灣自來水股份有限公司
97～100年度西南海域地熱流探測,32559,天然氣水合物資源潛能調查地熱流探測,站位序號;站位編號;航次編號;領隊;研究船;作業年份;站位經度;站位緯度;站位水深;探針插深;探針類型;定位,經濟部中央地質調查所
台灣自來水公司企業社會責任實務守則,32560,提供民眾查閱本公司推動企業社會責任之規範,名稱;內容,台灣自來水股份有限公司
台灣自來水公司風險管理政策,32561,揭示本公司領導階層對於風險管理的承諾與支持並為全體員工執行風險管理之最高指導原則,名稱;內容,台灣自來水股份有限公司
台灣自來水公司水庫有效蓄水容量表,32562,提供本公司所管理水庫有效蓄水容量表,項次;地點;庫名;有效蓄水容量,台灣自來水股份有限公司
台灣自來水公司設計出水量大於20萬CMD淨水場彙整表,32563,提供本公司設計出水量大於20萬CMD淨水場彙整表,項次;淨水場名稱;設計出水能力;快混池型式;膠羽池型式,台灣自來水股份有限公司
97～100年度西南海域岩心採樣,32564,天然氣水合物資源潛能調查岩心採樣站,岩心編號;站位編號;航次;採樣日期;採樣時間;統一站名;原始站名;記錄緯度;記錄經度;站位緯度;站位經度;站位水深;岩心種類;岩心長度;岩心岩性;分析結果;定位,經濟部中央地質調查所
台灣自來水公司工程採購報表,32565,提供本公司各區處辦理工程採購總金額,年度別;總管理處;第一區管理處;第二區管理處;第三區管理處;第四區管理處;第五區管理處;第六區管理處;第七區管理處;第八區管理處;第九區管理處;第十區管理處;第十一區管理處;第十二區管理處;北工處;中工處;南工處;全公司合計,台灣自來水股份有限公司
台灣自來水公司財務採購報表,32566,提供本公司各區處辦理財務採購總金額,年度別;總管理處;第一區管理處;第二區管理處;第三區管理處;第四區管理處;第五區管理處;第六區管理處;第七區管理處;第八區管理處;第九區管理處;第十區管理處;第十一區管理處;第十二區管理處;北工處;中工處;南工處;全公司合計,台灣自來水股份有限公司
97～100年度西南海域海床底質剖面調查,32567,天然氣水合物資源潛能調查 chirp sonar 海床底質剖面,剖面編號;航次編號;領隊;研究船;起始日期;起始時間;結束日期;結束時間;起始編號;結束編號;編號種類;PING_RATE;取樣頻率;記錄長度;特徵描述;Chirp Sonar剖面圖;定位,經濟部中央地質調查所
台灣自來水公司環境教育設施場所,32568,提供本公司通過環境教育設施場所等相關資訊,項次;設施場所名稱;認證核准字號;核准日期;聯絡電話;網址;簡介,台灣自來水股份有限公司
台灣自來水公司環境會計年報表,32569,提供本公司環境相關活動(包含工安、衛生及環保)年度經費,年度別;工安;衛生;環保;合計,台灣自來水股份有限公司
台灣自來水公司購建固定資產計畫執行月報表,32570,提供本公司年度計畫可用預算數與每月工程執行情形及分配預算比較增減,SEQNO;LEVEL;BOLD;ORDER;計畫名稱;以前年度保留數;本年度法定預算數;本年度奉准先行辦理數;調整數;累計預算分配數;實支數;應付未付數;差異或落後原因;改進措施;備註,台灣自來水股份有限公司
台灣自來水公司固定資產建設改良擴充年報表,32571,提供本公司年度計畫可用預算數與年度決算數及比較增減,年度別;以前年度保留數;本年度預算數;本年度奉准<br>先行辦理數;調整數;可用預算數合計;決算數;比較增減,台灣自來水股份有限公司
台灣自來水公司各區處檢驗量統計件數,32573,本公司各區處為達成飲用水水質安全任務而自主管理水質檢驗數量,年度別;第一區管理處;第二區管理處;第三區管理處;第四區管理處;第五區管理處;第六區管理處;第七區管理處;第八區管理處;第九區管理處;第十區管理處;第十一區管理處;第十二區管理處;總計,台灣自來水股份有限公司
台灣自來水公司新進人員性別統計表,32575,提供本公司近幾年新進人員性別統計分析,年度別;新進人數;女性人數;女性比率,台灣自來水股份有限公司
台灣自來水公司訓練所開課統計表,32576,提供本公司近幾年訓練所開課班次與參訊人數統計,年度別;開課班次;訓練人數,台灣自來水股份有限公司
台灣自來水公司中止廢止或極低用水量之用戶數,32578,提供本公司之用水用戶度數為0戶數、停用戶數、停水處份戶數,郵遞區號;郵遞區號中文名稱;總用戶數;度數為0戶數;停用戶數;停水處分戶數,台灣自來水股份有限公司
機器人創意競賽參賽資料,32579,經濟部工業局即日起開放「機器人創意競賽歷年得獎名單」資料集，歡迎各界多加利用 為鼓勵大專院校投入機器人技術開發和實作應用，經濟部工業局於97年起開始辦理機器人創意競賽，103年起導入國產關鍵組件應用，強化國內企業與學界技術交流合作，協助降低學用落差、缺少產業機器人應用經驗等問題，藉此提升在校學子技術職能。 為提供民眾、企業及各相關機構瞭解本競賽參賽及獲獎隊伍資訊，並配合政府推動資料開放措施，即日起開放「機器人創意競賽歷年得獎名單」資料集下載，內容包含機器人創意競賽參賽學校系所、指導老師、參賽學生、競賽隊名、名次等，歡迎各界多加利用。,學校;系所;指導老師;參賽學生;競賽隊名;名次,經濟部工業局
台灣中油股份有限公司_天然氣(NG1)安全資料表,32581,天然氣(NG1)安全資料表,化學品名稱;其他名稱;建議用途及限制使用;製造者、輸入者或供應者名稱;地址;緊急聯絡單位;市話;分機;化學品危害分類;詳細資料下載網址,台灣中油股份有限公司
97～100年度西南海域底拖側掃聲納調查,32582,天然氣水合物資源潛能調查底拖側掃聲納調查測線,測線編號;航次編號;領隊;研究船;年份;起始日期;起始時間;結束日期;結束時間;起始經度;起始緯度;結束經度;結束緯度;測線長度;分布深度;收集資料,經濟部中央地質調查所
再生能源-風力發電產業年投資總額,32583,經濟部工業局即日起開放 「台灣風力發電產業投資概況」資料集， 歡迎各界多加利用 綠能科技為蔡英文總統經濟政策中的五大創新產業計畫之一，目前經濟部明確訂定2025年離岸風電裝置容量達3GW，將以台灣離岸風場為我國產業鏈本土化練兵場域，建立本土化技術，鏈結國際搶攻亞太離岸風場開發市場。因應政府產業化政策，經濟部工業局推動我國廠商投入設備製造業、海事工程業等次產業之發展，並定期掌握相關投資現況。 為提供民眾及各相關機構瞭解台灣風力發電產業投資概況，並配合政府推動資料開放措施，即日起開放「台灣風力發電產業投資概況」資料集下載，內容包含產業類別、投資類別、投資金額等，歡迎各界多加利用。,大型風力發電產業;投資類別;投資金額（新台幣千元）;風力發電產業;投資金額(千元),經濟部工業局
104年水文地質鑽探岩心紀錄,32584,104年度新增建置之平原區水文地質井-地質鑽探岩心判釋結果(包括井名、井號、深度、岩性判釋紀錄),井號;井名;井址;97X座標;97Y座標;X座標;Y座標;深度;地表高程;觀測單位;執行年度;站號;地下水分層代碼;經度;緯度;上限深度;下限深度;原始井頂高;目前井頂高;專案名稱;生產單位;完工日期;種類;備註;水區代碼;鄉鎮代碼;流域代碼;鑽探方式;;厚度;岩類一;岩類一層別;岩類一比例;岩類二;岩類二層別;岩類二比例,經濟部中央地質調查所
台灣中油股份有限公司_天然氣(NG2)安全資料表,32585,天然氣(NG2)安全資料表,化學品名稱;其他名稱;建議用途及限制使用;製造者、輸入者或供應者名稱;地址;緊急聯絡單位;市話;分機;化學品危害分類;詳細資料下載網址,台灣中油股份有限公司
104年水文地質鑽探井下自然電位,32586,104年度新增建置之平原區水文地質井-井孔自然電位(Spontaneous Potential),井號;井名;井址;97X座標;97Y座標;X座標;Y座標;深度;地表高程;觀測單位;執行年度;站號;地下水分層代碼;經度;緯度;上限深度;下限深度;原始井頂高;目前井頂高;專案名稱;生產單位;完工日期;種類;備註;水區代碼;鄉鎮代碼;流域代碼;鑽探方式;;自然電位,經濟部中央地質調查所
104年水文地質鑽探井下16吋電阻,32587,104年度新增建置之平原區水文地質井-井孔16吋電阻(Short-Normal Resistivity),井號;井名;井址;97X座標;97Y座標;X座標;Y座標;深度;地表高程;觀測單位;執行年度;站號;地下水分層代碼;經度;緯度;上限深度;下限深度;原始井頂高;目前井頂高;專案名稱;生產單位;完工日期;種類;備註;水區代碼;鄉鎮代碼;流域代碼;鑽探方式;;16吋電阻,經濟部中央地質調查所
104年水文地質鑽探井下64吋電阻,32588,104年度新增建置之平原區水文地質井-井孔64吋電阻(Long-Normal Resistivity),井號;井名;井址;97X座標;97Y座標;X座標;Y座標;深度;地表高程;觀測單位;執行年度;站號;地下水分層代碼;經度;緯度;上限深度;下限深度;原始井頂高;目前井頂高;專案名稱;生產單位;完工日期;種類;備註;水區代碼;鄉鎮代碼;流域代碼;鑽探方式;;64吋電阻,經濟部中央地質調查所
104年水文地質鑽探井下自然伽瑪,32589,104年度新增建置之平原區水文地質井-井孔自然伽瑪(Natural Gamma),井號;井名;井址;97X座標;97Y座標;X座標;Y座標;深度;地表高程;觀測單位;執行年度;站號;地下水分層代碼;經度;緯度;上限深度;下限深度;原始井頂高;目前井頂高;專案名稱;生產單位;完工日期;種類;備註;水區代碼;鄉鎮代碼;流域代碼;鑽探方式;;自然珈瑪,經濟部中央地質調查所
台灣中油股份有限公司_人力資源處訓練所_圖書出版資訊,32591,台灣中油股份有限公司人力資源處訓練所圖書出版資訊,書名;作者;價格,台灣中油股份有限公司
