資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
經濟統計區圖資,5970,1.提供經濟地理統計區圖資，以「統計區分類標準」為依據，配合工商登記與校正調查資料，規劃經濟統計區，包括經濟一級發布區、經濟二級發布區、經濟三級發布區圖資。2.提供全台22個縣市經濟統計圖資。,TOWN_ID;TOWN_NA;COUN_ID;COUN_NA;CODE3;CODE2;CODE1,經濟部
貨品基本資料 (統計參考用),5971,提供2~11碼出進口貨品號列及其中英文貨名(含已截止歷史資料)。,貨品號列;實施日期;截止日期;中文貨名;英文貨名,經濟部國際貿易局
年度中小企業重要統計表,5972,年度中小企業家數、銷售值、出口值及就業人數統計資料,年度;檔案名稱;下載連結,經濟部中小企業處
國家磐石獎,5973,歷屆獲選國家磐石獎企業,屆別;公司名稱;網址;地址;電話,經濟部中小企業處
創新研究獎,5974,歷屆獲選創新研究獎企業名單,屆別;公司名稱(中文);公司名稱(英文);得獎標的(中文),經濟部中小企業處
小巨人獎,5975,歷屆獲選小巨人獎企業名單,屆別;公司名稱;電話;地址,經濟部中小企業處
臺灣活動斷層分布圖(五十萬分之一紙圖版更新數值檔),5976,為最新全台活動斷層分布圖，可直接套繪Google Earth軟體。,資料內容為各活動斷層位置分布線型及各活動斷層名稱，座標投影為WGS84，資料格式為經緯度,經濟部中央地質調查所
楠梓、高雄軟體園區就業資訊,5977,提供楠梓、高雄軟體園區之就業資訊,統一編號;求才廠商;工作內容;待遇性質;教育程度;人數;工作區域,經濟部加工出口區管理處
ISO認可登錄廠商查詢,5978,提供經濟部標準檢驗局認可ISO登錄廠商資料,廠商代號;廠商名稱;廠址;電話;傳真;登錄日期;登錄範圍;證書有效期限;版本,經濟部標準檢驗局
各類貨品檢驗合格名單,5979,提供經濟部標準檢驗局各類貨品檢驗書面審查、抽批檢驗合格名單,年月;貨品類別;廠商名稱;貨品名稱;批數;貨品號列;自印標識號碼;標示總類1;標示總類2;標示號碼起;標示號碼迄;統一編號,經濟部標準檢驗局
台灣區土石生產量值表,5980,本資料集按月更錄國內砂石碎解洗選場自產砂、碎石、級配或其他使用形式之各類砂石製品單價、產量、及產值等單月（含累計）統計數據，提供社會大眾參考並作為產官學界研析之基礎資訊。,項目;本月單價;本月產量;本月產值,經濟部礦務局
水利防災資訊,5981,"水利署整合了氣象、雨量、警戒、災情、崩塌、監控、淹水潛勢、土石流和水文水資源等資訊，提供KML下載，使用者可於「Google Earth」呈現了解即時的狀況。 本資料集係連結到KML(Keyhole Markup Language)檔案清冊，該格式是基於XML（eXtensible Markup Language,可擴展標記語言）語法標準的一種標記語言（markup language），採用標記結構，含有嵌套的元素和屬性。由Google旗下的Keyhole公司發展並維護，用來表達地理標記。根據KML語言編寫的文件則為KML文件，格式同樣採用的XML文件格式，應用於Google地球相關軟體中（Google Earth，Google Map, Google Maps for mobile...），用於顯示地理數據（包括點、線、面、多邊形，多面體以及模型...）。而現在很多GIS相關系統也追隨Google開始採用此種格式進行地理數據的交換，本資料之KML採欄位，編碼皆為UTF-8。",NAME,經濟部水利署
防災資訊_淹水警戒,5982,"經濟部水利署災害緊急應變小組，運用長期防災應變等相關經驗，進一步結合雨量、水位、水庫等即時資料，透過電腦科技的運算，提供民眾與相關單位即時淹水警戒。讓民眾了解居家淹水風險，及早準備，降低災害的發生。 本資料集係連結到KML(Keyhole Markup Language)檔案清冊，該格式是基於XML（eXtensible Markup Language,可擴展標記語言）語法標準的一種標記語言（markup language），採用標記結構，含有嵌套的元素和屬性。由Google旗下的Keyhole公司發展並維護，用來表達地理標記。根據KML語言編寫的文件則為KML文件，格式同樣採用的XML文件格式，應用於Google地球相關軟體中（Google Earth，Google Map, Google Maps for mobile...），用於顯示地理數據（包括點、線、面、多邊形，多面體以及模型...）。而現在很多GIS相關系統也追隨Google開始採用此種格式進行地理數據的交換，本資料之KML採欄位，編碼皆為UTF-8。",NAME,經濟部水利署
防災資訊_河川警戒,5983,"經濟部水利署災害緊急應變小組，運用長期防災應變等相關經驗，進一步結合雨量、水位、水庫等即時資料，透過電腦科技的運算，提供民眾與相關單位水位警戒。讓民眾了解居家淹水風險，及早準備，降低災害的發生。本資料集係連結到KML(Keyhole Markup Language)檔案清冊，該格式是基於XML（eXtensible Markup Language,可擴展標記語言）語法標準的一種標記語言（markup language），採用標記結構，含有嵌套的元素和屬性。由Google旗下的Keyhole公司發展並維護，用來表達地理標記。根據KML語言編寫的文件則為KML文件，格式同樣採用的XML文件格式，應用於Google地球相關軟體中（Google Earth，Google Map, Google Maps for mobile...），用於顯示地理數據（包括點、線、面、多邊形，多面體以及模型...）。而現在很多GIS相關系統也追隨Google開始採用此種格式進行地理數據的交換，本資料之KML採欄位，編碼皆為UTF-8。",檔案描述;檔案格式;資源網址,經濟部水利署
防災資訊_水庫洩洪警戒,5984,"經濟部水利署災害緊急應變小組，運用長期防災應變等相關經驗，進一步結合雨量、水位、水庫等即時資料，透過電腦科技的運算，提供民眾與相關單位水庫警戒。讓民眾了解居家淹水風險，及早準備，降低災害的發生。 本資料集係連結到KML(Keyhole Markup Language)檔案清冊，該格式是基於XML（eXtensible Markup Language,可擴展標記語言）語法標準的一種標記語言（markup language），採用標記結構，含有嵌套的元素和屬性。由Google旗下的Keyhole公司發展並維護，用來表達地理標記。根據KML語言編寫的文件則為KML文件，格式同樣採用的XML文件格式，應用於Google地球相關軟體中（Google Earth，Google Map, Google Maps for mobile...），用於顯示地理數據（包括點、線、面、多邊形，多面體以及模型...）。而現在很多GIS相關系統也追隨Google開始採用此種格式進行地理數據的交換，本資料之KML採欄位，編碼皆為UTF-8。",NAME,經濟部水利署
臺灣製產品MIT微笑標章網站通過驗證產品資料,6027,經濟部工業局開放 「臺灣製產品MIT微笑標章網站通過驗證產品資料」 歡迎各界多加利用 為配合政府推動資料開放措施，鼓勵各界運用開放資料發展多元創新資料服務創意構想，經濟部工業局開放「臺灣製產品MIT微笑標章網站通過驗證產品資料」，內容包含通過臺灣製MIT微笑產品驗證之產業別、標章編號、產品名稱、產品型號、品牌名稱及產品說明等產品資料，歡迎各界多加利用。,序號;產業別;標章編號;產品名稱;產品型號;品牌名稱;備註,經濟部工業局
專利百大排行,6028,經濟部智慧財產局公布之「專利百大排行」，係由該局資料庫擷取統計資料，並經人工整理後，提供每年度本國法人及外國法人在專利申請及公告發證個別的百大排行，供各界參閱。,年度;排名;ID;申請人中文名稱;發明;新型;設計;總計;申請人英文名稱;件數,經濟部智慧財產局
經濟部能源局_國際原油價格,6029,國際原油價格每週平均價格，包含西德州、杜拜及北海布蘭特,日期;西德州(美元/桶);杜拜(美元/桶);布蘭特(美元/桶),經濟部能源局
經濟部能源局_用電安全資訊,6030,經濟部能源局設置用電安全推廣教育專區(資訊平台)，主要內容包括電力法規、用電安全推廣機制、宣導教材、實地推廣活動及推動經驗分享等，以提高國人對於用電安全知識的普及率，增進用電安全認知。,線上課程;2016/5/23;教材下載;電業供電線路裝置規則解析.pdf;http://hvcs.gigaenergy.com.tw/ESK/Material/Download?materialId=8c4ad969-8b3e-e611-993a-000c29c8125a,經濟部能源局
經濟部能源局_再生能源電能躉購費率及其計算公式,6031,依年度再生能源電能躉購費率審定作業，歷經審定會議，分組會議及聽證會，完成審定程序，正式公告再生能源電能躉購費率及其計算公式。(設備曾取得經濟部能源局依據「太陽光電發電系統設置補助作業要點」提供設備補助者，其躉購費率另有適用附表，可逕自經濟部能源局網站查詢。),,經濟部能源局
經濟部能源局_車型耗能證明核發資料,6032,車型耗能證明為本局每月彙整各型新車申請耗能證明資料，包括廠牌、車型、 排氣量、耗能標準、油耗測試值、能源效率等級…等資訊（資料集所登錄之油耗測試值，係經認可之測試實驗室，依國際公認程序所作之測試，其結果與車輛於一般道路上之油耗值未必一致，特此提醒使用人對產生數據之背景有所瞭解避免誤解）。,廠牌;車型;排檔型式;門數;排氣量;參考車重;耗能標準;市區油耗;非市區油耗;油耗測試值;申請單位;耗能證明核發日期;能源效率等級,經濟部能源局
公司設立登記清冊(月份),6047,公司設立登記清冊(月份),序號;統一編號;公司名稱;公司所在地;代表人;資本額;核准設立日期,經濟部商業司
公司變更登記清冊(月份),6048,公司變更登記清冊(月份),序號;統一編號;公司名稱;公司所在地;代表人;資本額;核准變更日期,經濟部商業司
公司解散登記清冊(月份),6049,公司解散登記清冊(月份),序號;統一編號;公司名稱;公司所在地;代表人;資本額;核准設立日期;核准解散日期,經濟部商業司
停水資訊,6050,本資料集主要提供台灣自來水公司每日停水資訊,案件編號;區處;廠所;案件日期時間;恢復日期時間;案件類型;定時案件;案件時長(小時);影響戶數;影響縣市;影響行政區;停水地區;停水原因;降壓地區;降壓原因;場所,台灣自來水股份有限公司
用電統計資料,6064,本資料集包含歷年售電量、歷年用戶數及歷年平均電價資料,年度;電燈售電量(度));電力售電量(度);售電量合計(度);電燈用戶數(戶);電力用戶數(戶);用戶數合計(戶);電燈(非營業用)用戶數(戶);電燈(營業用)用戶數(戶);電燈平均電價(元);電力平均電價(元);平均電價合計(元),台灣電力股份有限公司
加油站服務資訊,6065,蒐集目的：本資料集主要提供台灣中油公司各加油站主要油品銷售類別及各項的多角化服務資訊，以方便客戶就近取得加油站的服務資訊。 資料來源為公司內部資料。微軟教學文件：加入和移除 Web Service https://msdn.microsoft.com/zh-tw/library/d9w023sx(v=vs.100).aspx 微軟教學文件：呼叫Web Service https://msdn.microsoft.com/zh-tw/library/6h0yh8f9(v=vs.100).aspx,站代號;類別;站名;縣市;鄉鎮區;地址;電話;服務中心;營業中;國道高速公路;無鉛92;無鉛95;無鉛98;酒精汽油;煤油;超柴;會員卡;刷卡自助;自助柴油站;電子發票;悠遊卡;一卡通;HappyCash;經度;緯度;營業時間;洗車類別;etag儲值時間;保養間時間,台灣中油股份有限公司
台糖加油站據點資訊,6173,台糖加油站據點內容,加油站;地址;營業時間;電話號碼;GPS定位座標北緯度;GPS定位座標東經度,台灣糖業股份有限公司
水質資訊,6308,本資料集主要提供台灣自來水公司淨水場水質資訊，每2週更新1次。,,台灣自來水股份有限公司
供水人口及普及率,6309,本資料集主要提供台灣自來水公司歷年供水人口及普及率。,年度別;行政區域人口;供水人口;普及率,台灣自來水股份有限公司
深溝水源生態園區介紹,6310,本資料集主要提供台灣自來水公司深溝水源生態園區介紹,簡介;電話;地址;開放時間,台灣自來水股份有限公司
園區土地資訊,6331,各園區土地放租統計(公頃),項目Item;園區別;可放租土地面積;待租土地面積;待租土地比率;已放租土地廠商數(戶);已放租土地面積;已放租土地比率,經濟部加工出口區管理處
園區標準廠房資訊,6332,各園區標準廠房出（租）售統計,項目Item;單位 unit;總計GrandTotal;楠梓園區NEPZ;高雄園區KEPZ;台中園區TEPZ;中港園區CEPZ;臨廣園區KLEPZ,經濟部加工出口區管理處
園區事業別營業額資訊,6333,各園區事業別營業額統計,事業種類;當年度;佔營業總額比率;上年度,經濟部加工出口區管理處
園區事業資金來源資訊,6334,各園區已核准區內事業資金來源分析,區別;總計件數;總計金額;國資件數;國資金額;計僑資件數;計僑資金額;香港僑資件數;香港僑資金額;日本僑資件數;日本僑資金額;其他地區僑資件數;其他地區僑資金額;計外資件數;計外資金額;美國外資件數;美國外資金額;日本外資件數;日本外資金額;歐洲外資件數;歐洲外資金額;其他地區外資件數;其他地區外資金額;核准設立公司其他地區家數;核准設立公司其他地區金額,經濟部加工出口區管理處
園區各業別暨受雇員工平均工資資訊,6335,區內各業別暨職員.工人等平均工資分析,事業種類Cate g or y of Industr y;合計Total(男);合計Total(女);楠梓園區(男)NEPZ;楠梓園區(女)NEPZ;高雄園區(男)KEPZ;高雄園區(女)KEPZ;臺中園區(男)TEPZ;臺中園區(女)TEPZ;中港園區(男)CEPZ;中港園區(女)CEPZ;屏東園區(男)PEPZ;屏東園區(女)PEPZ;臨廣園區(男)CKSZ;臨廣園區(女)CKSZ;高軟園區(男)KSTP;高軟園區(女)KSTP;中軟園區(男)TSTP;中軟園區(女)TSTP;楠梓二園區(男)N2EPZ;楠梓二園區(女)N2EPZ;台糖高雄物流園區(男)TLP;台糖高雄物流園區(女)TLP,經濟部加工出口區管理處
園區水電耗用狀況資訊,6336,園區別每月水電耗用統計資料,項目Item;園區park;耗用量Consumption Month KWH;費用(元)Charge(NTD),經濟部加工出口區管理處
台糖蜜鄰便利超市據點資訊,6337,台糖蜜鄰便利超市據點內容。,店名;地址;營業時間;電話號碼;GPS定位座標北緯度;GPS定位座標東經度,台灣糖業股份有限公司
貨品輸出入規定資料 (統計參考用),6338,提供11碼出進口貨品號列及其對應輸出入規定(含已截止歷史資料)。,貨品號列;輸入輸出;實施日期;截止日期;規定代號,經濟部國際貿易局
中油主產品牌價,6339,蒐集目的：本資料集主要提供台灣中油公司汽油、柴油、燃料油等油品最新零售牌價資訊。,型別名稱;產品編號;產品名稱;包裝;銷售對象;交貨地點;計價單位;參考牌價;營業稅;貨物稅;牌價生效時間;備註,台灣中油股份有限公司
遊戲軟體分級,6400,因應遊戲軟體分級管理辦法的施行，提供發行或代理遊戲軟體等相關業者登錄遊戲分級級別與情節，民眾亦可透過網站查詢市售遊戲軟體分級資訊，以保護兒少上網玩遊戲之安全。,產品名稱;廠商名稱;遊戲平台;級別;情節;上市日期,經濟部工業局
反傾銷稅案件之產業損害調查處理情形,6401,貿調會歷年來辦理反傾銷稅案件之產業損害調查處理情形，包括案件基本資料、涉案貨物、涉案國家、案件調查進度、調查結果及財政部處理情形等資訊。,調查編號;申請人;案件名稱;申請日期;案件類別;涉案貨物;貨物範圍;材質;規格;用途;涉案貨物代表稅則號別;涉案國家;財政部處理情形;展開初步調查日期;初步調查問卷填報開始日期;初步調查問卷填報結束日期;初步調查實地訪查日期;初步調查聽證日期;完成初步調查日期;初步調查結果;展開最後調查日期;最後調查問卷填報開始日期;最後調查問卷填報結束日期;最後調查實地訪查日期;最後調查聽證日期;完成最後調查日期;最後調查結果;展開調查日期;調查問卷填報開始日期;調查問卷填報結束日期;調查實地訪查日期;調查聽證日期;完成調查日期;調查結果,經濟部貿易調查委員會
加工出口區近年進出口貿易值,6403,關務署之關港貿單一窗口定時依系統排程傳送報單資料供加工出口區使用，本處再據以產出相關進出口貿易額資料，其統計值係以樍體電路（IC）為大宗，並彙製歷年表報,期間;出口金額;出口成長率;進口金額;進口成長率;出入超金額;出入超成長率,經濟部加工出口區管理處
與我國簽署投資保障(證)協定國家一覽表,6433,與我國簽署投資保障(證)協定國家一覽表,簽署國家;協定名稱;簽署日期;生效日期,經濟部投資業務處
海外服務業會展商情,6434,提供海外服務業會展商情資訊,展覽或會議名稱;主辦單位名稱;主辦單位電話;主辦單位傳真;主辦單位網址;展出或會議地點;展出或會議時間;主題及內容簡述;地區;國家;類別,經濟部國際貿易局
專利案件數量統計,6435,為公布專利新申請案及公告發證案件等各項統計，以資各界運用，經濟部智慧財產局經由該局專利資料庫蒐集產生之統計資料，統計每月1日至月底之新申請案申請、再審查案申請、舉發案申請、發明申請實體審查案、新型專利技術報告申請案、發明公開案、公告發證案及核駁案等8類，其中新申請案申請、發明公開案與公告發證案均再按本國人及外國人分類。,年月;案件別;總計;發明;新型;設計,經濟部智慧財產局
商標案件數量統計,6436,為公布商標申請註冊案件及公告註冊案件等各項統計，以資各界運用，經濟部智慧財產局經由該局商標資料庫蒐集產生之統計資料，統計每月1日至月底之申請註冊案、公告註冊案、核駁案、異議案、評定案、廢止案及延展案分類，其中申請註冊案、公告註冊案均分別再區分以案件計及以類別計。,年月;案件別;總計;本國人;外國人,經濟部智慧財產局
商標專有名詞中英對照,6437,為提升智慧局同仁及對智慧財產權有興趣人士研究商標國際議題之風氣，並促進英文商標專有名詞翻譯之一致性，將相關商標文件中有關商標專有名詞翻譯成中文，彙整為商標專有名詞中、英對照資料集，提供各界參考。,商標英文專有名詞;商標中文專有名詞,經濟部智慧財產局
進口砂石裝卸量統計表,6438,本資料集係國內各港口進口砂石航次及數量逐月統計資料；本資料係以國外進口之天然砂（CCC Code 2505.90.00.00-7）、碎石（CCC Code 2517.10.90.00-1）及碎石砂（CCC Code 2517.49.00.00-5）等3項可供砂石碎解洗選場、水泥製品加工廠、瀝青拌合廠及預拌混凝土廠等使用之砂石製品為統計標的。,年月;基隆港航次;基隆港數量;台北港航次;台北港數量;高雄港航次;高雄港數量;安平港航次;安平港數量;台中港航次;台中港數量;澎湖航次;澎湖數量;金門航次;金門數量;馬祖航次;馬祖數量(公噸),經濟部礦務局
水利署疏濬資訊(2013年9月以後),6439,本資料集主要提供全台灣水利署所掌管之最新各中央管河川疏濬資訊，包括淤積量、規劃量與目前執行量等相關資訊。,EndDate;ExecuteQuantity;PlanName;PlanQuantity;River;StartDate;StatisticDate;Status;Unit;WaterSystem,經濟部水利署
經濟部能源局_已開業加氣站分布情況,6440,目前全臺灣地區已開業加氣站分布情形,,經濟部能源局
經濟部能源局_澎湖低碳島電動機車充電站位置,6441,經濟部能源局與工業局共同補助澎湖縣設置27處330柱電動機車能源補充設施,,經濟部能源局
經濟部能源局_節能績優獎,6442,提供節能績優獎得獎廠商名錄,,經濟部能源局
產證簽發單位相關資訊,6452,提供可簽發原產地證明書之簽發單位相關資訊。,代碼;中文名稱;英文名稱;電話;傳真;中文地址;英文地址;簽發資格,經濟部國際貿易局
優良市集,6469,提供全國優良市集相關資訊,年度;市集名稱;地址;營業時間;簡介;名攤,經濟部
綠色市集,6470,提供全國綠色市集相關資訊,年度;市集名稱;地址;營業時間;簡介;名攤,經濟部
認證名攤,6471,提供全國公有市集認證名攤相關資訊,年度;所屬市場名稱;攤位名稱;聯絡方式;販賣商品,經濟部
登記工廠名錄,6569,工廠登記狀態為生產中之工廠公示資訊,工廠名稱;工廠登記編號;工廠設立許可案號;工廠地址;工廠市鎮鄉村里;工廠負責人姓名;統一編號;工廠組織型態;工廠設立核准日期;工廠登記核准日期;工廠登記狀態;產業類別;主要產品,經濟部工業局
台電服務據點相關資訊,6570,台電服務據點相關資訊,服務單位;地址;開放對外電話,台灣電力股份有限公司
經濟部所屬事業提供民眾參觀遊憩之園館廠區,6596,經濟部所屬事業包括台電、中油、台糖、台水等公司，提供民眾參觀遊憩的園區館舍。,館園名稱;所屬單位;聯絡電話;地址;參觀方式,經濟部國營事業委員會
工業生產,6607,工業生產指數及工業生產價值之統計,統計項目;行業代碼;行業別;資料期;統計值;計量單位,經濟部
商業設立登記清冊(月份),6668,商業設立登記清冊(月份),序號;縣市名稱;統一編號;商業名稱;商業所在地;資本額;組織型態;負責人;設立日期;核准文號,經濟部商業司
商業變更登記清冊(月份),6669,商業變更登記清冊(月份),序號;縣市名稱;統一編號;商業名稱;商業所在地;資本額;組織型態;負責人;變更日期;核准文號,經濟部商業司
商業歇業登記清冊(月份),6670,商業歇業登記清冊(月份),序號;縣市名稱;統一編號;商業名稱;商業所在地;資本額;組織型態;負責人;變更日期;核准文號,經濟部商業司
一百萬分之一臺灣區域地質圖數值檔-臺灣,6694,為最新全台一百萬分之一臺灣區域地質圖數值檔，可直接套繪Google Earth軟體。,本服務係以地圖影像服務發布，坐標投影為WGS84,經濟部中央地質調查所
二十五萬分之一臺灣區域地質圖數值檔-臺灣,6695,為最新全台二十五萬分之一臺灣區域地質圖數值檔，可直接套繪Google Earth軟體。,本服務係以地圖影像服務發布，坐標投影為WGS84,經濟部中央地質調查所
順向坡分布圖(該圖資為地質調查所研究成果，其調查範圍尚未涵蓋全台灣，現階段僅供參考),6696,為最新全台順向坡地質圖數值檔，可直接套繪Google Earth軟體。,本服務係以地圖影像服務發布，坐標投影為WGS84,經濟部中央地質調查所
活動斷層分布圖,6697,為最新全台活動斷層分布圖地質圖數值檔，可直接套繪Google Earth軟體。,本服務係以地圖影像服務發布，坐標投影為WGS84,經濟部中央地質調查所
批發、零售及餐飲業營業額,6842,提供批發、零售及餐飲業營業額之統計,統計項目;行業代碼;行業別;資料期;統計值;計量單位,經濟部
電腦及資訊服務業、專業技術服務業、租賃業營業額,6843,提供資訊服務業、專業技術服務業、租賃業之營業額統計,統計項目;行業代碼;行業別;資料期;統計值;計量單位,經濟部
製造業投資及營運,6844,提供製造業投資及營運之統計,統計項目;資料期;統計值;計量單位,經濟部
外銷訂單,6845,提供外銷接單變動之統計 106年4月起停止發布實質指數,統計項目;資料期;統計值;計量單位,經濟部
工廠校正營運(按行業別),6846,提供工廠營運概況之統計-按行業別,統計項目;行業代碼;行業別;資料期;統計值;計量單位,經濟部
工廠校正營運(按縣市別),6847,提供工廠營運概況之統計-按縣市別,統計項目;縣市代碼;縣市別;資料期;統計值;計量單位,經濟部
觀光工廠名錄,6848,觀光工廠廠商資料：獲選經濟部優良觀光工廠、通過評鑑觀光工廠。,序號;地區別;縣市;觀光工廠名稱;地址;觀光工廠預約電話;網址;1;北部;宜蘭縣;一米特創藝美食館;宜蘭縣蘇澳鎮祥和路199號;www.onemit.com.tw/,經濟部工業局
已設權礦區狀態統計表,6849,本資料集主要提供煤全國礦產品如大理石、石灰石、瓷土、火黏土石油（天然氣）及其他等已開工及未開工礦區數與面積資訊。,礦種;未開工礦區數;未開工面積(公頃);開工礦區數;開工面積(公頃),經濟部礦務局
主要礦產品產銷量值表,6850,本資料集主要提供104年1-12月主要礦產品產銷量值資料。如金、石油(凝結油)、天然氣、硫磺、大理石(原料石)、大理石(供交水泥用)、大理石(石材)、石灰石(原料石)、石灰石(石材)、白雲石、滑石、雲母、瓷土、蛇紋石(原料石)、蛇紋石(石材)、長石、火粘土、寶石(台灣玉)、寶石(玉髓)、水晶、鐵、矽砂、洗滌鹽、精製鹽等產銷資訊。,礦產品名 稱;量單位;生 產 量;生產值(新台幣元);銷 售 量;銷售值(新台幣元),經濟部礦務局
礦場安全相關訓練明細表,6851,"本資料集主要提供本局自101年至104年,所辦理之礦場安全相關訓練資訊。",訓練類別;年度;班數;人數,經濟部礦務局
訴願業務收結案統計,7071,提供每月最新之商標法（包括商標註冊、異議、廢止、評定等案件）、專利法（包括專利申請、異議、舉發等案件）及其他經濟法規（包括國際貿易、商業登記、商品檢驗、礦業法、水利法、公司法、電子遊戲場業等案件）等訴願案件之前期未結件數、本期新收件數、待辦案件數及審議結果。,檔案名稱;下載網址,訴願委員會
業界開發產業技術計畫補助計畫,7072,「業界開發產業技術計畫」補助計畫摘要,公司名稱;計畫名稱;計畫起訖時間;計畫總經費;計畫補助款;計畫自籌款;計畫摘要,技術處
電動車輛Easy Go-全台電動機車充電站及維修站位置,7073,"經濟部工業局即日起開放「電動車輛Easy GO-全台電動機車充電站及維修站位置」資料集，歡迎各界多加利用 為協助電動機車使用者能快速方便的尋找維修站或使用充電設施，針對全國充電站及維修站位置，共彙整約2,400筆資料，期提供最新的電動機車充電站及維修站資訊，以推動電動機車的友善使用與提升服務品質。 為便利電動機車使用資訊共享，透過查詢電動機車充電站及維修站，並配合政府推動資料開放措施，經濟部工業局即日起，開放「電動車輛Easy GO-全台電動機車充電站及維修站位置」資料集下載，內容包含電動機車充電站及維修站設置地址，以及經緯度座標等資訊(每季更新)，歡迎各界多加下載利用。",充電站名稱;地址;緯度;經度;縣市;區域;車廠名稱;車廠簡稱;經銷商名稱;電話,經濟部工業局
電動車輛Easy Go-全台電動汽車租賃據點及充電站位置,7074,經濟部工業局即日起開放「全台電動汽車租賃據點及充電站位置」資訊，歡迎各界多加利用 行政院業於99年4月30日正式核定「智慧電動車發展策略與行動方案」，並以訂定節能減碳標準、推動電動車先導運行、提高購車誘因、健全使用環境，以及輔導產業發展等5大發展策略，以推動台灣低碳節能之新興智慧電動車產業。 在中央與地方政府引領企業的參與下，「智慧電動車先導運行計畫」至今已設置多個電動車租賃據點，供民眾體驗；並於全臺多個縣市，包含政府機關、旅遊景點、交通節點、國際機場、文教場所、旅館飯店等地點設置電動汽車充電設施，以對外開放之方式，提供免費之充電服務，目前已可初步連結全島北、中、南三地。 為便利民眾共享並促進政府資料加值應用，以提升活化政府資料之價值，經濟部工業局即日起，開放全台電動汽車租賃據點及充電站位置下載，提供包含電動汽車租賃據點及充電站之設置地點、設置地址、充電站數量，以及經緯度座標等資訊(每季更新)，歡迎各界多加利用。,充電站;租賃站;地點;站數;地址;經度;緯度;聯絡資訊;備註,經濟部工業局
外國人投資-國內被投資事業清冊,7075,本資料集主要提供經經濟部投資審議委員會核准之外國人在臺投資事業統一編號、公司名稱資料。,seq_no;ban_no;comp_chtname;RESP_DATE;stockHoldNum;memo,經濟部投資審議委員會
上市櫃公司對外投資事業名錄,7076,本資料集主要提供經經濟部投資審議委員會核准（備）之國內上市櫃公司對外投資資料。,,經濟部投資審議委員會
上市櫃公司赴中國大陸投資事業名錄,7077,本資料集主要提供經經濟部投資審議委員會核准之國內上市櫃公司赴中國大陸投資相關資訊。,地區別;大陸投資事業;大陸事業地址;大陸業別;國內投資人;大陸電話;國內電話;國內投資地址;統一編號;身份註記;大陸傳真;國內傳真;主要營業項目;核准日期,經濟部投資審議委員會
應施檢驗/查驗品目資料,7078,提供經濟部標準檢驗局應施檢驗╱查驗品目資料,ccccode;chiname;engname;chinote,經濟部標準檢驗局
法定度量衡品目資料,7079,提供經濟部標準檢驗局法定度量衡品目資料,代碼;名稱;有效期間;檢定;檢查;型式認證;自行檢定;代施檢定;糾紛鑑定;校驗,經濟部標準檢驗局
屏東園區就業訊息,8180,提供屏東園區就業資訊,公司名稱;統一編號;職稱;職缺數;工作內容(含應徵方式);工作待遇;工作地點;聯絡人,經濟部加工出口區管理處
園區別營業額資訊,8181,提供歷年各園區營業額統計數及與上一年之比較資料,期間;各區合計;較去年同期成長;楠梓園區;高雄園區;臺中園區;中港園區;臨廣園區;台糖高雄物流園區;屏東園區;高軟園區;中軟園區,經濟部加工出口區管理處
園區公司登記家數及資本額資訊,8182,提供各公司登記家數及其投資資本額統計資料,期間<br>Period;項目<br>Item;園區<br>park;公司家數<br>Number of<br>Enterprises;登記資本(新台幣千元)<br>Authorized Capital（NTD Thousand）;實收資本(新台幣千元)<br>Paid-in Capital（NTD Thousand）;,經濟部加工出口區管理處
園區別歷年受雇員工人數增減比較資訊,8183,分析加工出口區自91年迄今之受雇員工人數增減數及比率,項目;合計;楠梓園區;高雄園區;台中園區;中港園區;屏東園區;其他園區;較上月增減比較;較上月進退率;較上年同期增減比較;較上年同期進退率,經濟部加工出口區管理處
高雄園區就業訊息,8184,提供高雄園區就業資訊,登記日期;統一編號;求才廠商;主營業項目;工作內容;工作時間;工作區域;教育程度;不拘人數;地址/應徵方式;電話/聯絡方式;聯絡人,經濟部加工出口區管理處
園區事業別核准投資家數分類資訊,8185,依各園區之事業種類分別統計核准公司投資家數,事業種類;比率;總計;楠梓園區;高雄園區;臺中園區;中港園區;屏東園區;臨廣園區;高軟園區;中軟園區;台糖高雄物流園區,經濟部加工出口區管理處
臺中園區就業訊息,8186,提供臺中園區就業資訊,公司名稱;統一編號;職稱;職缺數;薪資;發佈日期;截止日期;工作內容(含應徵方式),經濟部加工出口區管理處
配購爆炸物數量統計,8283,爆炸物配購數量統計,年度;石礦業申配炸藥小計（公斤）;土木業申配炸藥小計（公斤）;其他業申配炸藥小計（公斤）;炸藥類合計（公斤）;雷管類合計（發）;導爆索合計（公尺）;非電雷管延長線合計(公尺),經濟部礦務局
礦業從業人員人數性別比率統計,8284,99年至104年從事礦業員工人數性別比率統計,年度;性別;礦業從業職員合計;石油、天然氣礦業;砂、石及黏土採取業;其他礦業及土石採取業;礦業從業工員合計,經濟部礦務局
台灣綠色典範獎商品,8285,提供綠色典範獎得獎產品訊息,得獎年份;公司名稱;產品名稱;產品特性;獲獎及認證記錄,經濟部國際貿易局
國際會議展覽補助資訊,8286,提供國際會議展覽相關補助資訊,案件編號;申請單位名稱;活動名稱;辦理期間;舉辦地點;核定補助會展金額;核定補助順道觀光金額;核定補助總額,經濟部國際貿易局
