資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
102年15歲以上就業者每月收入情形,17185,102年原住民就業狀況調查:15歲以上就業者每月收入情形,Seq;DateListed;CategorizedGeneralGeographic;Region;Gender;Total;Amis;Tayal;Payuan;Rukai;Bunun;SaySiyat;Tao_Yami;Pinuyumayan;Cou;Thau;Kebalan;Truku;Sakizaya;Seediq;OtherEthnic;UnknowEthnic,原住民族委員會
102年工作場所中有無因原住民的身分受歧視,17186,102年原住民就業狀況調查:工作所中有無因原住民的身分受到歧視調查統計,Seq;DateListed;CategorizedGeneralGeographic;Region;Gender;TotalYes;TotalNo;TotalNoAnswer;AmisYes;AmisNo;AmisNoAnswer;TayalYes;TayalNo;TayalNoAnswer;PayuanYes;PayuanNo;PayuanNoAnswer;RukaiYes;RukaiNo;RukaiNoAnswer;BununYes;BununNo;BununNoAnswer;SaySiyatYes;SaySiyatNo;SaySiyatNoAnswer;Tao_YamiYes;Tao_YamiNo;Tao_YamiNoAnswer;PinuyumayanYes;PinuyumayanNo;PinuyumayanNoAnswer;CouYes;CouNo;CouNoAnswer;ThauYes;ThauNo;ThauNoAnswer;KebalanYes;KebalanNo;KebalanNoAnswer;TrukuYes;TrukuNo;TrukuNoAnswer;SakizayaYes;SakizayaNo;SakizayaNoAnswer;SeediqYes;SeediqNo;SeediqNoAnswer;OtherEthnicYes;OtherEthnicNo;OtherEthnicNoAnswer;UnknowEthnicYes;UnknowEthnicNo;UnknowEthnicNoAnswer,原住民族委員會
102年參加社會與個人保險之種類,17187,102年原住民就業狀況調查:參加社會與個人保險之種類,,原住民族委員會
102年就業資訊管道利用情形-1,17188,102年原住民就業狀況調查:就業資訊管道利用情形-1,,原住民族委員會
102年就業資訊管道利用情形-2,17189,102年原住民就業狀況調查:就業資訊管道利用情形-2,Seq;DateListed;CategorizedGeneralGeographic;Region;Gender;TrukuLine;TrukuFriends;TrukuNewspapers;TrukuSelf;TrukuJobBank;TrukuService;TrukuSchool;TrukuExam;TrukuWaiter;TrukuRepresentatives;TrukuAdvertising;TrukuReligious;TrukuCompany;TrukuSocieties;TrukuTVRadio;TrukuVenture;TrukuYeoman;TrukuOwnCareer;TrukuOther;TrukuNoAnswer;SakizayaLine;SakizayaFriends;SakizayaNewspapers;SakizayaSelf;SakizayaJobBank;SakizayaService;SakizayaSchool;SakizayaExam;SakizayaWaiter;SakizayaRepresentatives;SakizayaAdvertising;SakizayaReligious;SakizayaCompany;SakizayaSocieties;SakizayaTVRadio;SakizayaVenture;SakizayaYeoman;SakizayaOwnCareer;SakizayaOther;SakizayaNoAnswer;SeediqLine;SeediqFriends;SeediqNewspapers;SeediqSelf;SeediqJobBank;SeediqService;SeediqSchool;SeediqExam;SeediqWaiter;SeediqRepresentatives;SeediqAdvertising;SeediqReligious;SeediqCompany;SeediqSocieties;SeediqTVRadio;SeediqVenture;SeediqYeoman;SeediqOwnCareer;SeediqOther;SeediqNoAnswer;OtherEthnicLine;OtherEthnicf;OtherEthnicNewspapers;OtherEthnicSelf;OtherEthnicJobBank;OtherEthnicService;OtherEthnicSchool;OtherEthnicExam;OtherEthnicWaiter;OtherEthnicRepresentatives;OtherEthnicAdvertising;OtherEthnicReligious;OtherEthnicCompany;OtherEthnicSocieties;OtherEthnicTVRadio;OtherEthnicVenture;OtherEthnicYeoman;OtherEthnicOwnCareer;OtherEthnicOther;OtherEthnicNoAnswer;UnknowEthnicLine;UnknowEthnicFriends;UnknowEthnicNewspapers;UnknowEthnicSelf;UnknowEthnicJobBank;UnknowEthnicService;UnknowEthnicSchool;UnknowEthnicExam;UnknowEthnicWaiter;UnknowEthnicRepresentatives;UnknowEthnicAdvertising;UnknowEthnicReligious;UnknowEthnicCompany;UnknowEthnicsocieties;UnknowEthnicTVRadio;UnknowEthnicVenture;UnknowEthnicYeoman;UnknowEthnicOwnCareer;UnknowEthnicOther;UnknowEthnicNoAnswer,原住民族委員會
102年職業災害,17190,102年原住民就業狀況調查:職業災害相關調查統計,Seq;DateListed;CategorizedGeneralGeographic;Region;Gender;TotalYes;TotalNo;TotalNoWork;TotalNoAnswer;AmisYes;AmisNo;AmisNoWork;AmisNoAnswer;TayalYes;TayalNo;TayalNoWork;TayalNoAnswer;PayuanYes;PayuanNo;PayuanNoWork;PayuanNoAnswer;RukaiYes;RukaiNo;RukaiNoWork;RukaiNoAnswer;BununYes;BununNo;BununNoWork;BununNoAnswer;SaySiyatYes;SaySiyatNo;SaySiyatWork;SaySiyatNoAnswer;Tao_YamiYes;Tao_YamiNo;Tao_YamiNoWork;Tao_YamiNoAnswer;PinuyumayanYes;PinuyumayanNo;PinuyumayanNoWork;PinuyumayanNoAnswer;CouYes;CouNo;CouNoWork;CouNoAnswer;ThauYes;ThauNo;ThauNoWork;ThauNoAnswer;KebalanYes;KebalanNo;KebalanNoWork;KebalanNoAnswer;TrukuYes;TrukuNo;TrukuNoWork;TrukuNoAnswer;SakizayaYes;SakizayaNo;SakizayaNoWork;SakizayaNoAnswer;SeediqYes;SeediqNo;SeediqNoWork;SeediqNoAnswer;OtherEthnicYes;OtherEthnicNo;OtherEthnicNoWork;OtherEthnicNoAnswer;UnknowEthnicYes;UnknowEthnicNo;UnknowEthnicNoWork;UnknowEthnicNoAnswer,原住民族委員會
原住民族大專以上學校學生休學原因,17208,"大專以上學校學生休學原因(同一個資料集, 每年增加資料)",Seq;DateListed;Year;Category;Duration;LeavePopulation;Sick;EconomicDifficulties;AcademicInclination;WorkDemands;Pregnant;Nursery;Other,原住民族委員會
原住民族大專以上學校學生退學原因,17209,"大專以上學校學生退學原因(同一個資料集, 每年增加資料)",Seq;DateListed;Year;Category;Duration;WithdrawalPopulation;LearningReason;ConductReason;InterestReason;OverdueReason;OtherReason,原住民族委員會
原住民族高中職以下學校學生家庭情形統計,17210,"原住民族高中職以下學校學生家庭情形 (同一個資料集, 每年增加資料)",Seq;DateListed;Year;Category;Type;Total;HighSchool;CommerceHighSchool;JuniorSchool;ElementarySchool,原住民族委員會
原住民族國中小學校學生輟學情形統計,17211,"國中小學校學生輟學情形統計(同一個資料集, 每年增加資料)",Seq;DateListed;Year;Category;Duration;SchoolPopulation;DropOutPopulation;DropOutPercentage,原住民族委員會
原住民族國中小學校學生轉學(轉出)情形統計,17212,"國中小學校學生轉學(轉出)情形統計(同一個資料集, 每年增加資料)",Seq;DateListed;Year;Category;Duration;SchoolPopulation;TransferPopulation;TransferRates,原住民族委員會
99年度原住民家庭支出情形,17223,原住民經濟狀況調查：99年度臺灣原住民家庭支出情形分析統計,Seq;DateListed;Category;Samples;MonthlyExpenditure;FoodExpenditure;RentFuelExpenditure;TransportationExpenditure,原住民族委員會
99年度原住民家庭收入情形,17224,原住民經濟狀況調查：99年度臺灣原住民家庭收入情形分析統計,Seq;DateListed;Category;Samples;MonthlyIncome;SalaryIncome;TransfersIncome;PropertyIncome;RentalIncome;MiscellaneousIncome,原住民族委員會
99年度原住民家庭住宅自有情形,17225,原住民經濟狀況調查：99年度臺灣原住民家庭經濟戶長住宅所有權狀況分析統計,Seq;DateListed;Category;Samples;Total;BuiltHimself;Leasing;CompaniesWithLive;Borrowing;Other,原住民族委員會
99年度原住民家庭經濟戶長負債情形,17226,原住民經濟狀況調查：99年度臺灣原住民家庭經濟戶長負債情形分析統計,Seq;DateListed;Category;DebtRatio;DebtStatus,原住民族委員會
99年度原住民家庭經濟戶長就業情形,17227,原住民經濟狀況調查：99年度臺灣原住民家庭經濟戶長就業情形分析統計,Seq;DateListed;Category;Samples;Total;Employers;Self-Employed;EmployedByPrivate;EmployedByGovernment;UnpaidWorkers;DoNotKnowRefused,原住民族委員會
99年度原住民家庭經濟戶長貸款需求,17228,原住民經濟狀況調查：99年度臺灣原住民家庭經濟戶長貸款資金需求分析統計,Seq;DateListed;Category;Samples;Total;ConsumerLoans;HousingLoans;BusinessLoans;OtherLoans;NotNeed;NoAnswer,原住民族委員會
103年原住民族綜合發展基金附屬單位決算,21045,103年原住民族綜合發展基金附屬單位決算,Seq;DateListed;主題;資料紀錄,原住民族委員會
原住民族綜合發展基金104年1月份會計月報,21056,原住民族綜合發展基金104年1月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算104年01月份會計月報,21062,原住民族委員會單位預算104年01月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算104年02月份會計月報,21068,原住民族委員會單位預算104年02月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算104年03月份會計月報,21069,原住民族委員會單位預算104年03月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算104年04月份會計月報,21070,原住民族委員會單位預算104年04月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算104年05月份會計月報,21071,原住民族委員會單位預算104年05月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族綜合發展基金104年2月份會計月報,21072,原住民族綜合發展基金104年2月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算104年06月份會計月報,21075,原住民族委員會單位預算104年06月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算104年07月份會計月報,21076,原住民族委員會單位預算104年07月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族綜合發展基金104年3月份會計月報,21077,原住民族綜合發展基金104年3月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族綜合發展基金104年4月份會計月報,21079,原住民族綜合發展基金104年4月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族綜合發展基金104年5月份會計月報,21082,原住民族綜合發展基金104年5月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族綜合發展基金104年6月份會計月報,21085,原住民族綜合發展基金104年6月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會103年度單位決算,21087,原住民族委員會103年度單位決算,Seq;DateListed;主題;資料紀錄,原住民族委員會
原住民族綜合發展基金104年7月份會計月報,21088,原住民族綜合發展基金104年7月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
行政院原住民族委員會文化管理局104年1月份會計月報,21315,行政院原住民族委員會文化管理局104年1月份會計月報,Seq;DateListed;年月;會計月報,行政院原住民族委員會文化園區管理局
行政院原住民族委員會文化管理局104年2月份會計月報,21316,行政院原住民族委員會文化管理局104年2月份會計月報,Seq;DateListed;年月;會計月報,行政院原住民族委員會文化園區管理局
行政院原住民族委員會文化管理局104年3月份會計月報,21317,行政院原住民族委員會文化管理局104年3月份會計月報,Seq;DateListed;年月;會計月報,行政院原住民族委員會文化園區管理局
行政院原住民族委員會文化管理局104年4月份會計月報,21318,行政院原住民族委員會文化管理局104年4月份會計月報,Seq;DateListed;年月;會計月報,行政院原住民族委員會文化園區管理局
行政院原住民族委員會文化管理局104年5月份會計月報,21319,行政院原住民族委員會文化管理局104年5月份會計月報,Seq;DateListed;年月;會計月報,行政院原住民族委員會文化園區管理局
行政院原住民族委員會文化管理局104年6月份會計月報,21320,行政院原住民族委員會文化管理局104年6月份會計月報,Seq;DateListed;年月;會計月報,行政院原住民族委員會文化園區管理局
行政院原住民族委員會文化管理局104年7月份會計月報,21321,行政院原住民族委員會文化管理局104年7月份會計月報,Seq;DateListed;年月;會計月報,行政院原住民族委員會文化園區管理局
台灣原住民文化園區管理局103年度單位決算,21323,台灣原住民文化園區管理局103年度單位決算,Seq;DateListed;主題;資料紀錄,行政院原住民族委員會文化園區管理局
行政院原住民族委員會文化管理局104年8月份會計月報,21712,行政院原住民族委員會文化管理局104年8月份會計月報,Seq;DateListed;年月;會計月報,行政院原住民族委員會文化園區管理局
行政院原住民族委員會文化園區管理局105年度預算案,21714,行政院原住民族委員會文化園區管理局105年度預算案,Seq;DateListed;主題;資料紀錄,行政院原住民族委員會文化園區管理局
原住民族委員會單位預算104年08月份會計月報,21928,原住民族委員會單位預算104年08月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算104年09月份會計月報,24205,原住民族委員會單位預算104年09月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
行政院原住民族委員會文化園區管理局104年9月會計月報,25182,行政院原住民族委員會文化園區管理局104年9月會計月報,Seq;DateListed;年月;會計月報,行政院原住民族委員會文化園區管理局
行政院原住民族委員會文化園區管理局104年10月會計月報,25183,行政院原住民族委員會文化園區管理局104年10月會計月報,Seq;DateListed;年月;會計月報,行政院原住民族委員會文化園區管理局
行政院原住民族委員會文化園區管理局104年11月會計月報,25184,行政院原住民族委員會文化園區管理局104年11月會計月報,Seq;DateListed;年月;會計月報,行政院原住民族委員會文化園區管理局
105年度原住民族委員會單位預算,28517,105年度法定預算:歲入來源別預算表、歲出機關別預算表、歲出計畫提要及分支計畫概況表、各項費用彙計表、歲出一級用途別科目分析表、資本支出分析表、人事費分析表、預算員額明細表、公務車輛明細表、現有辦公房舍明細表、捐助經費分析表、派員出國計畫預算總表、派員出國計畫類別表-考察、歲出按職能及經濟性綜合分類表、委辦經費分析表,Seq;DateListed;主題;資料紀錄,原住民族委員會
原住民族委員會單位預算104年10月份會計月報,28694,原住民族委員會單位預算104年10月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算104年11月份會計月報,28695,原住民族委員會單位預算104年11月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算104年12月份會計月報,28696,原住民族委員會單位預算104年12月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算105年01月份會計月報,28697,原住民族委員會單位預算105年01月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算105年02月份會計月報,28698,原住民族委員會單位預算105年02月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
104年度原住民族委員會單位決算,28699,104年度原住民族委員會單位決算,Seq;DateListed;主題;資料紀錄,原住民族委員會
原住民族綜合發展基金104年8月份會計月報,28944,原住民族綜合發展基金104年8月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
104年度第4季補助團體及私人情形季報表,28947,104年度第4季補助團體及私人情形季報表,Seq;DateListed;主題;資料紀錄,原住民族委員會
原住民族綜合發展基金104年9月份會計月報,29988,原住民族綜合發展基金104年9月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族綜合發展基金104年10月份會計月報,29989,原住民族綜合發展基金104年10月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族綜合發展基金104年11月份會計月報,29991,原住民族綜合發展基金104年11月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族綜合發展基金104年12月份會計月報,29993,原住民族綜合發展基金104年12月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族綜合發展基金105年度會計月報,29999,原住民族綜合發展基金105年度會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
105年原住民族委員會職員年齡性別教育程度(學位)分析一覽表,30247,原住民族委員會職員年齡性別教育程度(學位)分析表(性別、教育程度、年齡),Seq;DateListed;主題;資料紀錄,原住民族委員會
100年度原住民族委員會單位預算補助地方政府明細表〈決算〉,32176,100年度原住民族委員會單位預算補助地方政府明細表〈決算〉,Seq;DateListed;主題;資料紀錄,原住民族委員會
101年度原住民族委員會單位預算補助地方政府明細表〈決算〉,32177,101年度原住民族委員會單位預算補助地方政府明細表〈決算〉,Seq;DateListed;主題;資料紀錄,原住民族委員會
102年度原住民族委員會單位預算補助地方政府明細表〈決算〉,32178,102年度原住民族委員會單位預算補助地方政府明細表〈決算〉,Seq;DateListed;主題;資料紀錄,原住民族委員會
行政院原住民族委員會文化園區管理局104年12月會計月報,32203,行政院原住民族委員會文化園區管理局104年12月會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
行政院原住民族委員會文化園區管理局105年度單位預算,32206,行政院原住民族委員會文化園區管理局105年度單位預算,Seq;DateListed;主題;資料紀錄,原住民族委員會
行政院原住民族委員會文化園區管理局105年1月份會計月報,32209,行政院原住民族委員會文化園區管理局(原住民族委員會原住民族文化發展中心)105年1月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
行政院原住民族委員會文化園區管理局105年2月份會計月報,32210,行政院原住民族委員會文化園區管理局(原住民族委員會原住民族文化發展中心)105年2月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
行政院原住民族委員會文化園區管理局105年3月份會計月報,32211,行政院原住民族委員會文化園區管理局105年3月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
行政院原住民族委員會文化園區管理局105年4月份會計月報,32212,行政院原住民族委員會文化園區管理局105年4月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會原住民族文化發展中心
行政院原住民族委員會文化園區管理局105年5月份會計月報,32213,行政院原住民族委員會文化園區管理局105年5月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
行政院原住民族委員會文化園區管理局104年度單位決算,32217,行政院原住民族委員會文化園區管理局104年度單位決算,Seq;DateListed;主題;資料紀錄,原住民族委員會
原住民族委員會單位預算105年03月份會計月報,33024,原住民族委員會單位預算105年03月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算105年04月份會計月報,33025,原住民族委員會單位預算105年04月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算105年05月份會計月報,33026,原住民族委員會單位預算105年05月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
行政院原住民族委員會文化園區管理局105年6月份會計月報,33330,行政院原住民族委員會文化園區管理局105年6月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民保留地範圍圖,33685,原住民保留地範圍圖,Seq;DateListed;主題;資料紀錄,原住民族委員會
行政院原住民族委員會文化園區管理局105年7月份會計月報,36391,行政院原住民族委員會文化園區管理局105年7月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
行政院原住民族委員會文化園區管理局105年8月份會計月報,36392,行政院原住民族委員會文化園區管理局105年8月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會原住民族文化發展中心106年度總預算案單位預算,36411,原住民族委員會原住民族文化發展中心106年度總預算案單位預算,Seq;DateListed;主題;資料紀錄,原住民族委員會
行政院原住民族委員會文化園區管理局105年9月份會計月報,37551,行政院原住民族委員會文化園區管理局(原住民族委員會原住民族文化發展中心)105年9月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
行政院原住民族委員會文化園區管理局105年9月份會計月報2,37558,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,Seq;DateListed;年月;會計月報,原住民族委員會
行政院原住民族委員會文化園區管理局105年10月份會計月報,39072,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,Seq;DateListed;年月;會計月報,原住民族委員會
106年度原住民族委員會單位預算,40034,106年度原住民族委員會單位預算:歲入來源別預算表、歲出機關別預算表、歲出計畫提要及分支計畫概況表、各項費用彙計表、歲出一級用途別科目分析表、資本支出分析表、人事費分析表、預算員額明細表、公務車輛明細表、現有辦公房舍明細表、捐助經費分析表、派員出國計畫預算總表、派員出國計畫類別表-考察、歲出按職能及經濟性綜合分類表、委辦經費分析表,Seq;DateListed;主題;資料紀錄,原住民族委員會
行政院原住民族委員會文化園區管理局105年11月份會計月報,41187,行政院原住民族委員會文化園區管理局(原住民族委員會原住民族文化發展中心)105年11月份會計月報,Seq;DateListed;年月;會計月報,原住民族委員會原住民族文化發展中心
106年度原住民族委員會單位預算(法定預算),44037,106年度原住民族委員會單位預算(法定預算):歲入來源別預算表、歲出機關別預算表、歲出計畫提要及分支計畫概況表,Seq;DateListed;主題;資料紀錄,原住民族委員會
原住民族委員會單位預算106年03月份會計月報,45004,原住民族委員會單位預算106年03月會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
105年度原住民族委員會單位決算,45005,105年度原住民族委員會單位決算,Seq;DateListed;主題;資料紀錄,原住民族委員會
原住民族委員會單位預算106年02月份會計月報,45006,原住民族委員會單位預算106年02月會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算105年06月份會計月報,45007,原住民族委員會單位預算105年06月會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算105年07月份會計月報,45008,原住民族委員會單位預算105年07月會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算105年08月份會計月報,45009,原住民族委員會單位預算105年08月會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算105年09月份會計月報,45010,原住民族委員會單位預算105年09月會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算105年10月份會計月報,45011,原住民族委員會單位預算105年10月會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算105年11月份會計月報,45012,原住民族委員會單位預算105年11月會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算105年12月份會計月報,45013,原住民族委員會單位預算105年12月會計月報,Seq;DateListed;年月;會計月報<br>,原住民族委員會
原住民族委員會單位預算106年01月份會計月報,45014,原住民族委員會單位預算106年01月會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算106年04月份會計月報,45346,原住民族委員會單位預算106年04月會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
原住民保留地權利回復成果,45348,原住民保留地權利回復成果,Seq;DateListed;資料整理日期;原住民保留地權利範圍;面積公頃,原住民族委員會
歷年原住民族傳統領域調查成果範圍(91-95年),45350,歷年原住民族傳統領域調查成果範圍(91-95年),Seq;DateListed;主題;資料紀錄,原住民族委員會
原住民族委員會單位預算106年05月份會計月報,46063,原住民族委員會單位預算106年05月會計月報,Seq;DateListed;年月;會計月報,原住民族委員會
「106年度原住民族部落永續發展造景計畫」工程經費核定明細表,47263,「106年度原住民族部落永續發展造景計畫」工程經費核定明細表。 送審案件編號、實施區域(縣市)、鄉(鎮、市)、工程名稱、核定經費、施作項目、備註,Seq;DateListed;主題;資料紀錄,原住民族委員會
106年原住民族地區「易形成孤島地區清冊」,47264,106年原住民族地區「易形成孤島地區清冊」,Seq;DateListed;項次;縣市;鄉鎮區;村里;鄰;部落名稱;座標TWD97X;座標TWD97Y;主要聯外道路,原住民族委員會
「106年度原住民族部落特色道路改善計畫」工程經費核定明細表,47265,「106年度原住民族部落特色道路改善計畫」工程經費核定明細表,Seq;DateListed;案件序號;核定階段;縣別;鄉鎮市;工程名稱;工程內容;性質;中央補助款;地方配合款;總工程經費;備註,原住民族委員會
原住民族委員會單位預算106年07月份會計月報,52598,原住民族委員會單位預算106年度7月會計月報，包含：歲入經費累計表、以前年度歲入及出轉入數累計表、平衡表、資本資產及其變動表、歲出用途別累計表、收入實現數與繳付公庫數分析表、支出實現數與公庫撥入數分析表、收入支出彙計表,Seq;DateListed;年月;會計月報,原住民族委員會
原住民族委員會單位預算106年08月份會計月報,54215,原住民族委員會單位預算會計月報，包含：歲入(經費)累計表、以前年度歲入(出)轉入數累計表、平衡表、資本資產及其變動表、歲出用途別累計表、收入實現數與繳付公庫數分析表、支出實現數與公庫撥入數分析表、收入支出彙計表,Seq;DateListed;年月;會計月報,原住民族委員會
105年8月台閩縣市鄉鎮市區原住民族人口-按性別族別,54957,105年8月份台閩縣市鄉鎮市區原住民族人口數量，用各族來區分的數據,Seq;DateListed;資料年月;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
原住民族委員會單位預算106年09月份會計月報,56455,原住民族委員會單位預算會計月報，包含:歲入(經費)累計表、以前年度歲入(出)轉入數累計表、平衡表、資本資產及其變動表、歲出用途別累計表、收入實現數與繳付公庫數分析表、支出實現數與公庫撥入數分析表、收入支出彙計表,Seq;DateListed;年月;會計月報,原住民族委員會
106年2月台閩縣市鄉鎮市區原住民族人口-按性別族別,58287,106年2月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;資料時間;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
105年9月台閩縣市鄉鎮市區原住民族人口-按性別族別,58288,105年9月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;資料時間;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
105年10月台閩縣市鄉鎮市區原住民族人口-按性別族別,58289,105年10月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;資料時間;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
105年11月台閩縣市鄉鎮市區原住民族人口-按性別族別,58290,105年11月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;資料時間;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
105年12月台閩縣市鄉鎮市區原住民族人口-按性別族別,58291,105年12月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;資料時間;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
106年1月台閩縣市鄉鎮市區原住民族人口-按性別族別,58292,106年1月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;資料時間;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
106年4月台閩縣市鄉鎮市區原住民族人口-按性別族別,58322,106年4月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
106年5月台閩縣市鄉鎮市區原住民族人口-按性別族別,58323,106年5月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;資料時間;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報;F23,原住民族委員會
106年3月台閩縣市鄉鎮市區原住民族人口-按性別族別,58324,106年3月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;資料時間;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
